OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1117.00,1970-01-01 00:00:01.117,10.15,2.22,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.36,41.80,55.10,-0.01,7.72,7.45,17.00,10.00,0.00,0.00
2225.00,1970-01-01 00:00:02.225,4.16,3.98,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.34,41.83,55.20,-0.01,7.52,7.48,17.00,10.00,0.00,0.00
3338.00,1970-01-01 00:00:03.338,0.00,4.10,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.37,41.88,55.24,-0.01,-0.69,0.11,17.00,10.00,0.00,0.00
3598.00,1970-01-01 00:00:03.598,0.00,4.10,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.27,41.85,55.22,-0.01,-0.68,-0.06,21.00,10.00,0.00,1.00
3698.00,1970-01-01 00:00:03.698,0.00,4.10,0.00,0.81,1.00,1.00,1.00,999.00,0.00,10.34,41.85,55.22,-0.01,-0.63,-0.09,23.00,10.00,0.00,1.00
3798.00,1970-01-01 00:00:03.798,0.00,4.10,0.00,0.82,1.00,1.00,1.00,999.00,0.00,11.15,41.85,55.22,-0.01,-0.70,-0.09,23.00,10.00,0.00,1.00
3898.00,1970-01-01 00:00:03.898,0.00,4.10,31.26,0.80,1.00,1.00,1.00,555.39,0.01,10.34,41.89,55.16,-0.01,-0.66,-0.14,23.00,6006.00,-20.00,1.00
3998.00,1970-01-01 00:00:03.998,0.00,4.10,838.18,0.81,1.00,1.00,1.00,277.69,0.01,11.45,41.89,55.16,-0.01,-0.69,-0.09,23.00,6006.00,-35.00,1.00
4098.00,1970-01-01 00:00:04.098,0.00,4.10,1127.73,0.82,1.00,1.00,1.00,185.13,0.02,11.34,41.89,55.16,-0.01,-0.66,-0.08,23.00,6006.00,-40.00,1.00
4198.00,2019-05-24 14:24:04.198,0.00,4.10,1524.14,0.82,0.00,1.00,1.00,139.13,0.02,11.70,41.84,55.16,-0.01,-0.67,-0.08,21.00,5948.01,-52.00,1.00
4298.00,2019-05-24 14:24:04.298,0.00,4.10,1577.81,0.80,0.00,1.00,1.00,111.86,0.03,12.18,41.84,55.16,-0.01,-0.68,-0.07,21.00,5819.08,-53.00,1.00
4462.00,2019-05-24 14:24:04.462,0.00,4.10,1788.08,0.80,0.00,1.00,1.00,71.77,0.04,12.15,41.89,55.16,-0.01,-0.69,-0.05,21.00,5420.65,-58.00,1.00
4562.00,2019-05-24 14:24:04.562,0.00,4.10,1805.03,0.80,0.00,1.00,1.00,64.16,0.05,12.21,41.89,55.16,-0.01,-0.67,-0.08,21.00,5427.43,-59.00,1.00
4662.00,2019-05-24 14:24:04.662,1.18,4.21,1830.36,0.83,0.00,1.00,1.00,54.43,0.06,12.17,41.89,55.16,-0.01,-0.67,-0.06,21.00,5437.57,-60.00,1.00
4762.00,2019-05-24 14:24:04.762,1.18,4.21,1832.28,0.80,0.00,1.00,1.00,50.05,0.06,12.23,41.84,55.16,-0.01,-0.69,-0.08,21.00,5438.35,-60.00,1.00
4862.00,2019-05-24 14:24:04.862,1.18,4.21,1833.88,0.81,0.00,1.00,1.00,43.10,0.07,12.20,41.84,55.16,-0.01,-0.67,-0.06,21.00,5438.99,-61.00,1.00
4962.00,2019-05-24 14:24:04.962,1.18,4.21,1841.25,0.82,0.00,1.00,1.00,40.31,0.08,12.23,41.84,55.16,-0.01,-0.68,-0.09,21.00,5441.94,-61.00,1.00
5062.00,2019-05-24 14:24:05.062,1.10,4.33,1848.80,0.83,0.00,1.00,1.00,36.66,0.09,12.21,41.91,55.16,-0.01,-0.63,-0.06,21.00,5444.96,-61.00,1.00
5162.00,2019-05-24 14:24:05.162,1.10,4.33,1864.86,0.80,0.00,1.00,1.00,34.67,0.09,12.22,41.91,55.16,-0.01,-0.66,-0.06,21.00,5451.39,-62.00,1.00
5262.00,2019-05-24 14:24:05.262,1.60,4.45,1854.23,0.80,0.00,1.00,1.00,32.11,0.10,12.24,41.84,55.16,-0.01,-0.68,-0.05,21.00,5447.13,-62.00,1.00
5362.00,2019-05-24 14:24:05.362,1.60,4.45,1856.21,0.82,0.00,1.00,1.00,30.61,0.11,12.22,41.84,55.16,-0.01,-0.66,-0.04,21.00,5447.92,-62.00,1.00
5593.00,2019-05-24 14:24:05.593,2.37,4.68,1865.32,0.82,0.00,1.00,1.00,27.15,0.13,12.24,41.80,55.16,-0.01,-0.68,-0.05,21.00,5451.58,-62.00,1.00
5693.00,2019-05-24 14:24:05.693,2.37,4.68,1844.00,0.82,0.00,1.00,1.00,25.17,0.14,12.23,41.80,55.16,-0.01,-0.66,-0.05,21.00,5443.04,-61.00,1.00
5793.00,2019-05-24 14:24:05.793,2.68,4.80,1835.73,0.80,0.00,1.00,1.00,24.89,0.14,12.26,41.80,55.16,-0.01,-0.71,-0.05,21.00,5439.73,-61.00,1.00
5893.00,2019-05-24 14:24:05.893,2.98,4.92,1844.48,0.80,0.00,1.00,1.00,23.82,0.15,12.23,41.80,55.23,-0.01,-0.65,-0.05,21.00,5443.23,-61.00,1.00
5993.00,2019-05-24 14:24:05.993,3.25,5.03,1851.57,0.82,0.00,1.00,1.00,23.61,0.16,12.25,41.80,55.23,-0.01,-0.67,-0.06,21.00,5446.07,-62.00,1.00
6093.00,2019-05-24 14:24:06.093,3.50,5.15,1827.37,0.82,0.00,1.00,1.00,22.71,0.17,12.22,41.80,55.23,-0.01,-0.65,-0.05,21.00,5436.38,-60.00,1.00
6193.00,2019-05-24 14:24:06.193,3.73,5.27,1806.52,0.83,0.00,1.00,1.00,22.56,0.17,12.23,41.93,55.22,-0.01,-0.67,-0.06,21.00,5428.03,-59.00,1.00
6293.00,2019-05-24 14:24:06.293,3.95,5.38,1835.87,0.80,0.00,1.00,1.00,21.79,0.18,12.26,41.93,55.22,-0.01,-0.68,-0.05,21.00,5439.78,-61.00,1.00
6393.00,2019-05-24 14:24:06.393,4.15,5.50,1851.25,0.82,0.00,1.00,1.00,21.67,0.19,12.24,41.85,55.27,-0.01,-0.65,-0.05,21.00,5445.94,-62.00,1.00
6493.00,2019-05-24 14:24:06.493,4.33,5.62,1829.55,0.82,0.00,1.00,1.00,21.01,0.20,12.25,41.85,55.27,-0.01,-0.68,-0.04,21.00,5437.25,-60.00,1.00
6718.00,2019-05-24 14:24:06.718,4.85,5.97,1851.85,0.82,0.00,1.00,1.00,20.74,0.21,12.25,41.91,55.24,-0.01,-0.67,-0.06,21.00,5446.18,-62.00,1.00
6818.00,2019-05-24 14:24:06.818,5.01,6.09,1842.47,0.80,0.00,1.00,1.00,20.20,0.22,12.27,41.91,55.24,-0.01,-0.66,-0.06,21.00,5442.42,-61.00,1.00
