 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
16.3,17.64,4712.98,1.22,0,1,1.28,0.04,0.97,12.05,51.95,41.65,295.36,0,-0.24,20,5686.43,0
17.11,22.91,4720.13,1.47,0,1,1.28,0.04,1.2,12.11,52.06,41.73,306.28,0,-0.18,20,5692.83,0
17.03,28.18,3333.64,1.47,0,1,1.28,0.04,1.4,12.13,52.2,41.91,268.34,0,-0.25,16,5403.78,0
16.71,33.27,806.89,1.47,0,1,1.28,0.05,1.5,12.15,52.33,42.52,216.73,0,-0.24,16,8953,0
16.4,37.83,0,1.47,0,1,1.28,0.05,1.51,12.16,52.33,44.45,200.59,0,-0.24,16,44.77,0
16.14,42.4,0,1.47,0,1,1.28,0.06,1.51,12.16,52.58,46.63,190.64,0,-0.23,16,44.77,0
15.83,46.78,0,1.47,0,1,1.28,0.07,1.51,12.18,52.61,47.89,183.61,0,-0.23,16,44.77,0
15.58,51.17,0,1.47,0,1,1.28,0.07,1.51,12.18,52.77,48.48,178.86,0,-0.23,16,44.77,0
15.34,55.47,0,1.47,0,1,1.28,0.08,1.51,12.18,53.02,48.63,173.27,0,-0.22,16,44.77,0
15.04,59.69,0,1.47,0,1,1.28,0.09,1.51,12.19,53.08,48.69,169.57,0,-0.22,16,44.77,0
14.68,63.81,0,1.47,0,1,1.28,0.09,1.51,12.2,53.17,48.72,164.98,0,-0.23,16,44.77,0
14.38,67.85,0,1.47,0,1,1.28,0.1,1.51,12.2,53.4,48.96,160.81,0,-0.23,16,44.77,0
14.16,71.8,0,1.47,0,1,1.28,0.1,1.51,12.18,53.48,49.02,158.16,0,-0.24,16,44.77,0
13.9,75.66,0,1.47,0,1,1.28,0.11,1.51,12.18,53.62,49.24,154.63,0,-0.24,16,44.77,0
13.64,79.44,0,1.47,0,1,1.28,0.12,1.51,12.19,53.64,49.21,151.39,0,-0.23,16,44.77,0
13.26,83.65,0,1.47,0,1,1.28,0.12,1.51,12.19,53.82,49.16,148.48,0,-0.24,16,44.77,0
12.94,87.6,0,1.47,0,1,1.28,0.13,1.51,12.2,53.93,48.84,145.72,0,-0.22,16,44.77,0
12.68,91.55,0,1.47,0,1,1.28,0.13,1.51,12.21,53.91,48.51,143.24,0,-0.23,16,44.77,0
12.36,95.32,0,1.47,0,1,1.28,0.14,1.51,12.2,53.95,47.95,140.93,0,-0.23,16,44.77,0
16.09,99.8,0,1.47,0,1,1.28,0.14,1.51,12.2,54.05,47.68,139.23,0,-0.23,16,44.77,0
15.77,104.13,0,1.47,0,1,1.28,0.15,1.51,12.21,54.1,47.31,137.25,0,-0.23,16,44.77,0
15.41,108.46,0,1.47,0,1,1.28,0.16,1.51,12.19,54.09,46.93,135.38,0,-0.23,16,44.77,0
15.1,112.68,0,1.47,0,1,1.28,0.16,1.51,12.2,54.2,46.71,134.02,0,-0.23,16,44.77,0
14.06,116.77,0,1.47,0,1,1.28,0.17,1.51,12.19,54.23,46.41,132.3,0,-0.23,16,44.77,0
9.83,119.81,0,1.47,0,1,1.28,0.17,1.51,12.2,54.28,46.23,131.03,0,-0.23,16,44.77,0
5.36,121.69,0,1.47,0,1,1.28,0.18,1.51,12.22,54.4,45.95,129.58,0,-0.22,16,44.77,0
0,122.16,0,1.47,0,1,1.28,0.18,1.51,12.21,54.37,45.73,128.12,0,-0.23,16,44.77,0
0,122.16,0,1.47,0,1,1.28,0.18,1.51,12.2,54.34,45.6,127.24,0,-0.23,16,44.77,0
0,122.16,0,1.47,0,1,1.28,0.18,1.51,12.19,54.36,45.38,125.92,0,-0.23,16,44.77,0
0,122.16,0,1.47,0,1,1.28,0.18,1.51,12.21,54.41,45.17,124.77,0,-0.23,16,44.77,0
0,122.16,0,1.47,0,1,1.28,0.18,1.51,12.2,54.34,45.15,123.7,0,-0.24,16,44.77,0
0,122.16,0,1.47,0,1,1.28,0.18,1.51,12.22,54.37,44.93,122.79,0,-0.22,16,44.77,0
1.37,0,2155.5,1.47,0,1,1.28,0,0.03,12.04,54.32,44.78,121.27,0,-0.21,20,5625.58,0
2.09,0.47,2166.86,1.47,0,1,1.28,0.01,0.11,12.08,54.3,44.62,150.12,0,-0.2,20,5542.24,0
4.34,1.52,1432.08,1.47,0,1,1.28,0.02,0.19,12.11,54.34,44.57,174.37,0,-0.23,20,5567.44,0
6.65,3.16,1905.48,1.16,0,1,1.28,0.03,0.28,12.11,54.27,44.55,196.9,0,-0.2,20,5548.06,0
9.16,5.5,2291.87,1.18,0,1,1.28,0.03,0.36,12.1,54.34,44.42,210.74,0,-0.23,20,5451.79,0
11.91,8.66,2654.17,1.17,0,1,1.28,0.04,0.46,12.1,54.3,44.17,231.54,0,-0.2,20,5403.78,0
14.97,12.52,3254.08,1.34,0,1,1.28,0.05,0.58,12.09,54.37,43.93,247.46,0,-0.2,20,5403.78,0
17.97,17.32,3310.91,1.39,0,1,1.28,0.05,0.74,12.12,54.3,43.62,274.48,0,-0.23,20,5403.78,0
17.89,22.24,2288.09,1.47,0,2,1.28,0.06,0.83,12.14,54.32,43.39,250.73,0,-0.18,20,5475.43,0
19.03,27.85,2458.56,1.47,0,2,1.28,0.07,0.93,12.14,54.38,43.26,253.08,0,-0.2,20,5456.05,0
20.38,34.06,2026.7,1.15,0,2,1.28,0.07,1.03,12.09,54.52,43.98,261.38,0,-0.25,20,5423.61,0
21.49,40.49,2632.82,1.01,0,2,1.28,0.08,1.14,12.1,54.7,45.28,269.52,0,-0.22,20,5416.34,0
22.85,47.4,2269.35,1.14,0,2,1.28,0.08,1.25,12.14,54.7,46.11,277.17,0,-0.26,20,5403.78,0
24.09,54.66,2610.09,0.96,0,2,1.28,0.09,1.38,12.13,54.88,47.13,286.55,0,-0.26,20,5403.78,0
25.62,62.38,2693.43,1.05,0,2,1.28,0.09,1.5,12.15,54.95,48,295.45,0,-0.29,20,5403.78,0
27.05,70.57,2659.33,1.04,0,2,1.28,0.09,1.63,12.13,55.27,48.46,303.23,0,-0.21,20,5403.78,0
28.37,79.23,3102.55,1.18,0,2,1.28,0.1,1.77,12.11,55.43,49.1,312.23,0,-0.24,20,5403.78,0
29.82,87.42,3227.57,1.21,0,2,1.28,0.1,1.9,12.14,55.56,49.52,319.23,0,-0.19,20,5403.78,0
29.55,95.62,1308.33,1.47,0,2,1.28,0.1,2,12.17,55.77,50.05,301.13,0,-0.23,16,8800.02,0
28.98,103.69,68.19,1.47,0,2,1.28,0.11,2.02,12.17,55.96,50.54,270.15,0,-0.23,16,0,0
28.7,111.77,0,1.47,0,2,1.28,0.12,2.02,12.16,56.09,50.57,253.23,0,-0.23,16,0,0
28.29,119.61,0,1.47,0,2,1.28,0.13,2.02,12.18,56.46,51.05,240.58,0,-0.22,16,0,0
27.85,127.33,0,1.47,0,2,1.28,0.14,2.02,12.19,56.69,51.32,232.8,0,-0.24,16,0,0
27.39,134.94,0,1.47,0,2,1.28,0.15,2.02,12.17,56.89,51.57,223.89,0,-0.23,16,0,0
26.98,142.55,0,1.47,0,2,1.28,0.15,2.02,12.17,57.2,51.69,216.24,0,-0.24,16,0,0
26.55,149.92,0,1.47,0,2,1.28,0.16,2.02,12.2,57.38,51.71,211.46,0,-0.22,16,0,0
26.1,157.18,0,1.47,0,2,1.28,0.17,2.02,12.2,57.52,51.85,205.13,0,-0.23,16,0,0
25.67,164.55,0,1.47,0,2,1.28,0.18,2.02,12.2,57.73,51.73,199.89,0,-0.23,16,0,0
25.15,172.28,0,1.47,0,2,1.28,0.19,2.02,12.2,57.93,51.69,195.17,0,-0.22,16,0,0
24.75,179.88,0,1.47,0,2,1.28,0.2,2.02,12.19,58.21,51.59,190.72,0,-0.22,16,0,0
24.68,187.37,0,1.47,0,2,1.28,0.2,2.02,12.2,58.34,51.43,186.59,0,-0.21,16,0,0
23.74,194.63,0,1.47,0,2,1.28,0.21,2.02,12.19,58.47,51.26,182.84,0,-0.23,16,0,0
23.21,201.89,0,1.47,0,2,1.28,0.22,2.02,12.19,58.68,50.96,179.25,0,-0.22,16,0,0
22.81,208.79,0,1.47,0,2,1.28,0.23,2.02,12.21,58.75,50.73,176.07,0,-0.22,16,0,0
22.32,215.7,0,1.47,0,2,1.28,0.23,2.02,12.2,58.82,50.4,173.16,0,-0.23,16,0,0
22.04,221.9,0,1.47,0,2,1.28,0.24,2.02,12.19,58.91,50.24,171.05,0,-0.22,16,0,0
21.68,227.87,0,1.47,0,2,1.28,0.25,2.02,12.2,58.91,50.02,168.41,0,-0.22,16,0,0
21.18,233.84,0,1.47,0,2,1.28,0.25,2.02,12.2,58.99,49.72,166.03,0,-0.23,16,0,0
20.87,239.69,0,1.47,0,2,1.28,0.26,2.02,12.2,59.09,49.59,164.21,0,-0.23,16,0,0
20.42,245.3,0,1.47,0,2,1.28,0.27,2.02,12.22,59.16,49.21,162.02,0,-0.22,16,0,0
19.97,250.92,0,1.47,0,2,1.28,0.27,2.02,12.19,59.19,49.05,160.53,0,-0.23,16,0,0
19.59,256.42,0,1.47,0,2,1.28,0.28,2.02,12.2,59.21,48.7,158.5,0,-0.23,16,0,0
19.22,261.81,0,1.47,0,2,1.28,0.28,2.02,12.21,59.28,48.43,156.7,0,-0.22,16,0,0
18.84,267.07,0,1.47,0,2,1.28,0.29,2.02,12.19,59.27,48.34,155.48,0,-0.23,16,0,0
18.46,272.22,0,1.47,0,2,1.28,0.3,2.02,12.19,59.32,48.18,153.84,0,-0.23,16,0,0
18.07,277.49,0,1.47,0,2,1.28,0.3,2.02,12.2,59.3,47.87,152.36,0,-0.23,16,0,0
17.65,282.99,0,1.47,0,2,1.28,0.31,2.02,12.22,59.39,47.73,150.85,0,-0.22,16,0,0
17.26,288.26,0,1.47,0,2,1.28,0.31,2.02,12.2,59.4,47.48,149.54,0,-0.22,16,0,0
16.83,293.41,0,1.47,0,2,1.28,0.32,2.02,12.2,59.38,47.24,148.17,0,-0.23,16,0,0
16.41,298.44,0,1.47,0,2,1.28,0.32,2.02,12.2,59.46,47,147.02,0,-0.23,16,0,0
16.5,303.47,0,1.47,0,2,1.28,0.33,2.02,12.21,59.42,46.94,145.82,0,-0.23,16,0,0
15.77,308.27,0,1.47,0,2,1.28,0.33,2.02,12.2,59.56,46.67,144.82,0,-0.23,16,0,0
15.26,312.6,0,1.47,0,2,1.28,0.34,2.02,12.2,59.46,46.58,144,0,-0.23,16,0,0
16.27,316.93,0,1.47,1,2,1.28,0.34,2.02,12.19,59.46,46.45,142.96,0,-0.25,16,0,0
15.25,321.03,2015.33,1.47,0,2,1.28,0.34,2.09,12.07,59.51,46.35,153.08,0,-0.25,20,5495.78,0
16.2,325.47,2041.85,1.39,0,2,1.28,0.33,2.17,12.09,59.46,46.08,182.22,0,-0.24,20,5465.74,0
17.32,330.27,2064.58,1.22,0,2,1.28,0.32,2.26,12.08,59.46,45.6,209.22,0,-0.21,20,5452.17,0
18.38,335.19,2216.11,1.21,0,2,1.28,0.31,2.35,12.07,59.49,44.92,225.05,0,-0.24,20,5463.8,0
19.44,340.57,2265.36,1.23,0,2,1.28,0.31,2.44,12.08,59.45,44.6,242.48,0,-0.27,20,5433.79,0
20.65,346.19,2075.95,1.03,0,2,1.28,0.3,2.53,12.1,59.51,45.13,253.06,0,-0.25,20,5412.47,0
21.76,352.16,2507.8,1.08,0,2,1.28,0.29,2.64,12.09,59.45,46.06,266.52,0,-0.24,20,5403.78,0
22.94,358.48,2727.52,1.03,0,2,1.28,0.29,2.74,12.13,59.52,46.38,277.9,0,-0.18,20,5403.78,0
24.19,365.62,2712.37,1,0,2,1.28,0.28,2.85,12.07,59.65,46.49,288.43,0,-0.24,20,5403.78,0
25.74,373.34,2837.38,1.02,0,2,1.28,0.27,2.98,12.06,59.6,46.38,299.05,0,-0.25,20,5403.78,0
27.05,381.53,2769.19,1.04,0,2,1.28,0.27,3.11,12.13,59.63,46.54,307.63,0,-0.18,20,5403.78,0
28.68,390.19,2988.91,1.14,0,2,1.28,0.26,3.25,12.06,59.8,47.55,317,0,-0.23,20,5403.78,0
30.21,399.32,3186.19,1.09,0,2,1.28,0.26,3.4,12.11,59.91,49.05,327.41,0,-0.27,20,5403.78,0
29.52,408.45,3.79,1.47,0,2,1.28,0.26,3.5,12.17,60.14,50.11,291.12,0,-0.23,16,7598.8,0
29.05,417.35,0,1.47,0,2,1.28,0.26,3.5,12.18,60.34,50.75,263.68,0,-0.22,16,8953,0
28.67,426.12,0,1.47,0,2,1.28,0.27,3.5,12.19,60.51,51.02,250.8,0,-0.22,16,8953,0
28.19,434.78,0,1.47,0,2,1.28,0.27,3.5,12.17,60.69,51.08,240.6,0,-0.23,16,8953,0
27.77,443.21,0,1.47,0,2,1.28,0.28,3.5,12.2,60.92,51.6,232,0,-0.22,16,8953,0
27.28,451.64,0,1.47,0,2,1.28,0.28,3.5,12.17,61.16,52.06,224.58,0,-0.24,16,8953,0
26.83,459.83,0,1.47,0,2,1.28,0.29,3.5,12.18,61.41,52.56,218.22,0,-0.24,16,8953,0
26.4,468.02,0,1.47,0,2,1.28,0.29,3.5,12.19,61.69,52.81,212.73,0,-0.22,16,8953,0
25.91,475.86,0,1.47,0,2,1.28,0.3,3.5,12.18,61.74,52.99,207.72,0,-0.23,16,8953,0
25.63,483.7,0,1.47,0,2,1.28,0.3,3.5,12.2,62,52.84,203.17,0,-0.23,16,8953,0
25.08,491.43,0,1.47,0,2,1.28,0.31,3.5,12.2,62.16,52.65,199.02,0,-0.22,16,8953,0
24.68,498.33,0,1.47,0,2,1.28,0.31,3.5,12.21,62.31,52.36,196.09,0,-0.22,16,8953,0
24.36,505.12,0,1.47,0,2,1.28,0.32,3.5,12.21,62.34,52.13,192.49,0,-0.22,16,8953,0
23.98,511.79,0,1.47,0,2,1.28,0.32,3.5,12.21,62.48,51.76,189.24,0,-0.22,16,8953,0
23.52,518.35,0,1.47,0,2,1.28,0.32,3.5,12.19,62.52,51.45,186.92,0,-0.23,16,8953,0
23.1,524.78,0,1.47,0,2,1.28,0.33,3.5,12.2,62.66,51.09,183.98,0,-0.23,16,8953,0
22.85,531.22,0,1.47,0,2,1.28,0.33,3.5,12.19,62.66,50.77,181.93,0,-0.23,16,8953,0
22.43,537.42,0,1.47,0,2,1.28,0.34,3.5,12.2,62.65,50.45,179.34,0,-0.23,16,8953,0
22.09,543.63,0,1.47,0,2,1.28,0.34,3.5,12.2,62.73,50.02,177.03,0,-0.23,16,8953,0
21.65,549.71,0,1.47,0,2,1.28,0.34,3.5,12.19,62.79,49.76,175.41,0,-0.23,16,8953,0
21.35,555.56,0,1.47,0,2,1.28,0.35,3.5,12.2,62.76,49.47,173.25,0,-0.23,16,8953,0
20.92,561.42,0,1.47,0,2,1.28,0.35,3.5,12.21,62.92,49.1,171.27,0,-0.22,16,8953,0
20.47,567.62,0,1.47,0,2,1.28,0.36,3.5,12.21,62.95,48.88,169.48,0,-0.22,16,8953,0
20.11,573.82,0,1.47,0,2,1.28,0.36,3.5,12.21,62.91,48.51,167.74,0,-0.24,16,8953,0
19.76,579.32,0,1.47,0,2,1.28,0.36,3.5,12.21,62.92,48.3,166.41,0,-0.22,16,8953,0
19.36,584.71,0,1.47,0,2,1.28,0.37,3.5,12.2,62.91,47.98,164.8,0,-0.23,16,8953,0
19,590.09,0,1.47,0,2,1.28,0.37,3.5,12.22,62.95,47.84,163.35,0,-0.22,16,8953,0
18.66,595.36,0,1.47,0,2,1.28,0.37,3.5,12.21,62.88,47.73,162.19,0,-0.24,16,8953,0
18.29,600.39,0,1.47,0,2,1.28,0.38,3.5,12.19,62.88,47.55,160.84,0,-0.24,16,8953,0
18,605.54,0,1.47,0,2,1.28,0.38,3.5,12.2,62.9,47.27,159.82,0,-0.23,16,8953,0
17.67,610.45,0,1.47,0,2,1.28,0.38,3.5,12.2,62.93,47.06,158.55,0,-0.23,16,8953,0
17.39,615.25,0,1.47,0,2,1.28,0.39,3.5,12.22,62.86,46.89,157.34,0,-0.22,16,8953,0
16.9,620.05,0,1.47,0,2,1.28,0.39,3.5,12.21,62.92,46.77,156.45,0,-0.23,16,8953,0
16.57,624.61,0,1.47,0,2,1.28,0.39,3.5,12.19,62.91,46.65,155.41,0,-0.23,16,8953,0
16.2,629.18,0,1.47,0,2,1.28,0.39,3.5,12.22,62.88,46.48,154.32,0,-0.23,16,8953,0
15.81,633.98,0,1.47,0,2,1.28,0.4,3.5,12.21,62.86,46.4,153.34,0,-0.22,16,8953,0
15.51,638.78,0,1.47,0,2,1.28,0.4,3.5,12.2,62.85,46.17,152.38,0,-0.23,16,8953,0
15.14,643.46,0,1.47,0,2,1.28,0.4,3.5,12.21,62.8,45.98,151.48,0,-0.23,16,8953,0
14.72,647.9,0,1.47,0,2,1.28,0.41,3.5,12.2,62.83,45.85,150.6,0,-0.22,16,8953,0
14.46,652.35,0,1.47,0,2,1.28,0.41,3.5,12.2,62.79,45.71,149.8,0,-0.23,16,8953,0
13.97,656.8,0,1.47,0,2,1.28,0.41,3.5,12.21,62.77,45.6,149.02,0,-0.22,16,8953,0
13.68,661.01,0,1.47,0,2,1.28,0.41,3.5,12.2,62.73,45.57,148.23,0,-0.22,16,8953,0
13.29,664.99,0,1.47,0,2,1.28,0.42,3.5,12.22,62.67,45.39,147.43,0,-0.22,16,8953,0
12.86,668.97,0,1.47,0,2,1.28,0.42,3.5,12.21,62.59,45.24,146.66,0,-0.22,16,8953,0
12.47,672.83,0,1.47,0,2,1.28,0.42,3.5,12.21,62.6,45.17,146.05,0,-0.22,16,8953,0
12.14,676.58,0,1.47,0,2,1.28,0.42,3.5,12.21,62.53,45.05,145.28,0,-0.22,16,8953,0
11.8,679.86,0,1.47,0,1,1.28,0.43,3.5,12.14,62.48,45.01,144.81,0,-0.25,16,8953,0
11.4,683.13,0,1.47,0,1,1.28,0.43,3.5,12.18,62.45,44.93,144.13,0,-0.28,16,8953,0
11.08,686.18,0,1.47,0,1,1.28,0.43,3.5,12.21,62.52,44.87,143.57,0,-0.33,16,8953,0
10.74,689.22,0,1.47,0,1,1.28,0.43,3.5,12.16,62.34,44.8,143.07,0,-0.24,16,8953,0
10.36,692.14,0,1.47,0,1,1.28,0.43,3.5,12.19,62.38,44.71,142.47,0,-0.23,16,8953,0
10.02,694.95,0,1.47,0,1,1.28,0.44,3.5,12.19,62.38,44.63,141.99,0,-0.23,16,8953,0
9.66,697.64,0,1.47,0,1,1.28,0.44,3.5,12.2,62.31,44.55,141.38,0,-0.23,16,8953,0
9.28,700.22,0,1.47,0,1,1.28,0.44,3.5,12.21,62.25,44.42,140.9,0,-0.22,16,8953,0
8.89,702.79,0,1.47,0,1,1.28,0.44,3.5,12.19,62.21,44.52,140.52,0,-0.24,16,8953,0
8.61,705.13,0,1.47,0,1,1.28,0.44,3.5,12.19,62.2,44.4,139.92,0,-0.23,16,8953,0
8.16,707.48,0,1.47,0,1,1.28,0.44,3.5,12.18,62.18,44.37,139.42,0,-0.3,16,8953,0
7.82,709.82,0,1.47,0,1,1.28,0.44,3.5,12.18,62.07,44.34,138.93,0,-0.31,16,8953,0
7.47,712.16,0,1.47,0,1,1.28,0.45,3.5,12.19,62.06,44.2,138.44,0,-0.22,16,8953,0
7.05,714.26,0,1.47,0,1,1.28,0.45,3.5,12.21,61.95,44.19,137.97,0,-0.32,16,8953,0
6.66,716.25,0,1.47,0,1,1.28,0.45,3.5,12.19,61.88,44.16,137.7,0,-0.28,16,8953,0
6.31,718.01,0,1.47,0,1,1.28,0.45,3.5,12.18,61.9,44.14,137.13,0,-0.23,16,8953,0
5.99,719.65,0,1.47,0,1,1.28,0.45,3.5,12.21,61.83,44.1,136.69,0,-0.23,16,8953,0
5.61,721.29,0,1.47,0,1,1.28,0.45,3.5,12.2,61.88,44.1,136.3,0,-0.22,16,8953,0
5.31,722.81,0,1.47,0,1,1.28,0.45,3.5,12.19,61.8,44.04,135.94,0,-0.23,16,8953,0
4.94,724.21,0,1.47,0,1,1.28,0.45,3.5,12.21,61.76,44.02,135.65,0,-0.23,16,8953,0
4.53,725.5,0,1.47,0,1,1.28,0.45,3.5,12.19,61.66,44.09,135.21,0,-0.23,16,8953,0
4.18,726.67,0,1.47,0,1,1.28,0.46,3.5,12.16,61.69,43.91,134.77,0,-0.24,16,8953,0
3.88,727.72,0,1.47,0,1,1.28,0.46,3.5,12.2,61.6,44.02,134.45,0,-0.23,16,8953,0
3.42,728.78,0,1.47,0,1,1.28,0.46,3.5,12.19,61.55,43.94,134.15,0,-0.22,16,8953,0
3.1,729.71,0,1.47,0,1,1.28,0.46,3.5,12.21,61.51,43.93,133.65,0,-0.32,16,8953,0
2.8,730.41,0,1.47,0,1,1.28,0.46,3.5,12.19,61.48,43.93,133.38,0,-0.23,16,8953,0
2.41,731.12,0,1.47,0,1,1.28,0.46,3.5,12.2,61.52,43.84,132.99,0,-0.23,16,8953,0
2.15,731.7,0,1.47,0,1,1.28,0.46,3.5,12.21,61.51,43.83,132.66,0,-0.22,16,8953,0
1.59,732.17,0,1.47,0,1,1.28,0.46,3.5,12.19,61.36,43.82,132.32,0,-0.33,16,8953,0
1.46,732.64,0,1.47,0,1,1.28,0.46,3.5,12.19,61.41,43.8,131.97,0,-0.23,16,8953,0
1.19,732.87,0,1.47,0,1,1.28,0.46,3.5,12.21,61.38,43.71,131.71,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.19,61.26,43.76,131.32,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.21,61.26,43.77,130.96,0,-0.31,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.18,61.13,43.75,130.75,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,61.13,43.76,130.34,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,61.13,43.8,129.98,0,-0.33,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.17,61.08,43.7,129.73,0,-0.24,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.16,61.02,43.66,129.44,0,-0.24,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,61.02,43.64,129.02,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,60.9,43.64,128.91,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.16,60.97,43.58,128.49,0,-0.24,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.19,60.79,43.68,128.2,0,-0.24,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.19,60.9,43.58,127.93,0,-0.24,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,60.8,43.64,127.65,0,-0.22,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.18,60.79,43.55,127.3,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.16,60.66,43.66,127.08,0,-0.24,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.15,60.67,43.57,126.8,0,-0.25,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,60.59,43.64,126.47,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.19,60.57,43.59,126.14,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,60.57,43.65,125.85,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.2,60.5,43.62,125.59,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.18,60.41,43.55,125.16,0,-0.23,16,8953,0
0,732.99,0,1.47,0,1,1.28,0.46,3.5,12.18,60.44,43.65,125,0,-0.23,16,8953,0
