OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1098.00,1970-01-01 00:00:01.098,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.29,38.42,37.09,-0.01,0.75,1.55,17.00,10.00,0.00,0.00
2191.00,1970-01-01 00:00:02.191,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.37,38.42,37.13,-0.01,0.75,1.58,17.00,10.00,0.00,0.00
3284.00,1970-01-01 00:00:03.284,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.35,38.49,37.11,-0.01,0.75,1.55,17.00,10.00,0.00,0.00
4377.00,1970-01-01 00:00:04.377,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.35,38.47,37.15,-0.01,0.78,1.59,17.00,10.00,0.00,0.00
5470.00,1970-01-01 00:00:05.470,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.28,38.47,37.04,-0.01,0.77,1.59,17.00,10.00,0.00,0.00
6470.00,1970-01-01 00:00:06.470,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.31,38.44,37.10,-0.01,0.72,1.59,17.00,10.00,0.00,0.00
7470.00,1970-01-01 00:00:07.470,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.21,38.47,37.15,-0.01,0.74,1.58,17.00,10.00,0.00,0.00
8470.00,1970-01-01 00:00:08.470,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.30,38.38,37.10,-0.01,0.73,1.57,17.00,10.00,0.00,0.00
9470.00,1970-01-01 00:00:09.470,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.27,38.41,37.16,-0.01,0.71,1.57,17.00,10.00,0.00,0.00
10470.00,1970-01-01 00:00:10.470,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.30,38.41,37.20,-0.01,0.69,1.56,17.00,10.00,0.00,0.00
11470.00,1970-01-01 00:00:11.470,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.19,38.40,37.15,-0.01,0.69,1.56,17.00,10.00,0.00,0.00
12470.00,1970-01-01 00:00:12.470,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.21,38.40,37.13,-0.01,0.66,1.56,17.00,10.00,0.00,0.00
13470.00,1970-01-01 00:00:13.470,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.24,38.46,37.15,-0.01,0.66,1.56,17.00,10.00,0.00,0.00
14470.00,1970-01-01 00:00:14.470,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.21,38.52,37.18,-0.01,0.71,1.56,17.00,10.00,0.00,0.00
15470.00,1970-01-01 00:00:15.470,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.35,38.41,37.17,-0.01,0.69,1.56,17.00,10.00,0.00,0.00
16470.00,1970-01-01 00:00:16.470,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.27,38.33,37.16,-0.01,0.71,1.56,17.00,10.00,0.00,0.00
17486.00,1970-01-01 00:00:17.486,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.32,38.41,37.20,-0.01,0.69,1.56,17.00,10.00,0.00,0.00
18579.00,1970-01-01 00:00:18.579,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.22,38.36,37.09,-0.01,0.71,1.56,17.00,10.00,0.00,0.00
19579.00,1970-01-01 00:00:19.579,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.33,38.41,37.20,-0.01,0.70,1.52,17.00,10.00,0.00,0.00
20579.00,1970-01-01 00:00:20.579,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.31,38.41,37.17,-0.01,0.71,1.55,17.00,10.00,0.00,0.00
21579.00,1970-01-01 00:00:21.579,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.28,38.42,37.18,-0.01,0.67,1.52,17.00,10.00,0.00,0.00
22579.00,1970-01-01 00:00:22.579,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.21,38.38,37.18,-0.01,0.68,1.56,17.00,10.00,0.00,0.00
