 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,1.47,0,1,1.28,0,0,12.1,53.13,39.68,102.35,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.13,53.19,39.62,102.09,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,53.1,39.62,101.91,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,53.02,39.66,101.52,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.2,53.03,39.66,101.34,0,-0.33,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.12,52.95,39.69,100.98,0,-0.52,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.05,52.86,39.59,100.75,0,-0.29,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.07,52.88,39.69,100.5,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.12,52.83,39.66,100.16,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.14,52.81,39.66,99.85,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,52.76,39.66,99.69,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.18,52.73,39.6,99.25,0,-0.23,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.18,52.66,39.59,99.05,0,-0.28,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.19,52.66,39.58,98.7,0,-0.52,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.07,52.6,39.57,98.45,0,-0.39,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.06,52.5,39.58,98.13,0,-0.27,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.07,52.47,39.51,97.95,0,-0.27,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.13,52.41,39.57,97.62,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.2,52.38,39.62,97.28,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.18,52.34,39.62,97.05,0,-0.23,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,52.3,39.6,96.72,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.2,52.27,39.55,96.45,0,-0.3,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.18,52.27,39.66,96.17,0,-0.46,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,52.1,39.51,95.98,0,-0.54,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.07,52.17,39.57,95.69,0,-0.3,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.08,52.16,39.58,95.42,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.12,52.13,39.55,95.23,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.14,51.99,39.62,94.94,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,51.93,39.68,94.61,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.19,52,39.58,94.38,0,-0.23,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.15,51.83,39.58,94.08,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.16,51.85,39.63,93.95,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,51.82,39.64,93.72,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.2,51.82,39.57,93.48,0,-0.26,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.2,51.71,39.58,93.26,0,-0.49,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.11,51.8,39.64,93.06,0,-0.48,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.18,51.68,39.58,92.77,0,-0.27,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.07,51.63,39.73,92.5,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.09,51.66,39.68,92.23,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.13,51.63,39.73,92.15,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.13,51.57,39.7,91.8,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.15,51.48,39.71,91.66,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.17,51.45,39.71,91.42,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.13,51.48,39.69,91.27,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.15,51.39,39.64,91.05,0,-0.24,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.15,51.46,39.7,90.87,0,-0.24,16,10,0
