OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1000.00,1970-01-01 00:00:01.000,0.00,0.00,0.00,0.25,0.00,1.00,1.10,0.00,0.00,12.97,43.28,44.42,42.09,0.00,-0.22,16.00,10.00,0.00
2000.00,1970-01-01 00:00:02.000,0.00,0.00,0.00,0.25,0.00,1.00,1.10,0.00,0.00,12.97,43.40,44.41,42.13,0.00,-0.19,16.00,10.00,0.00
3000.00,1970-01-01 00:00:03.000,0.00,0.00,0.00,0.36,0.00,1.00,1.10,0.00,0.00,12.89,43.30,44.44,42.16,0.00,-0.19,16.00,10.00,0.00
4000.00,1970-01-01 00:00:04.000,0.00,0.00,0.00,0.30,0.00,1.00,1.10,0.00,0.00,12.91,43.34,44.45,42.20,0.00,-0.22,16.00,10.00,0.00
5000.00,1970-01-01 00:00:05.000,0.00,0.00,0.00,0.25,0.00,1.00,1.10,0.00,0.00,12.88,43.22,44.38,42.09,0.00,-0.20,16.00,10.00,0.00
6000.00,1970-01-01 00:00:06.000,0.00,0.00,0.00,0.32,0.00,1.00,1.10,0.00,0.00,12.87,43.39,44.51,42.03,0.00,-0.22,16.00,10.00,0.00
7000.00,1970-01-01 00:00:07.000,0.00,0.00,0.00,0.25,0.00,1.00,1.10,0.00,0.00,12.88,43.41,44.46,41.94,0.00,-0.19,16.00,10.00,0.00
8000.00,1970-01-01 00:00:08.000,0.00,0.00,0.00,0.31,0.00,1.00,1.10,0.00,0.00,12.87,43.41,44.50,42.09,0.00,-0.19,16.00,10.00,0.00
9000.00,1970-01-01 00:00:09.000,0.00,0.00,0.00,0.31,0.00,1.00,1.10,0.00,0.00,12.86,43.45,44.47,42.12,0.00,-0.22,16.00,10.00,0.00
10000.00,1970-01-01 00:00:10.000,0.00,0.00,0.00,0.31,0.00,1.00,1.10,0.00,0.00,12.85,43.46,44.52,42.06,0.00,-0.20,16.00,10.00,0.00
11000.00,1970-01-01 00:00:11.000,0.00,0.00,0.00,0.30,0.00,1.00,1.10,0.00,0.00,12.86,43.44,44.58,42.12,0.00,-0.21,16.00,10.00,0.00
12000.00,1970-01-01 00:00:12.000,0.00,0.00,0.00,0.30,0.00,1.00,1.10,0.00,0.00,12.84,43.40,44.53,42.03,0.00,-0.19,16.00,10.00,0.00
