OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1110.00,1970-01-01 00:00:01.110,15.85,3.16,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.34,46.47,69.09,-0.01,-0.64,-0.03,17.00,10.00,0.00,0.00
2229.00,1970-01-01 00:00:02.229,16.25,8.31,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.32,46.51,69.15,-0.01,-0.65,-0.03,17.00,10.00,0.00,0.00
3348.00,1970-01-01 00:00:03.348,16.06,13.34,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.25,46.54,69.31,-0.01,-0.62,-0.12,17.00,10.00,0.00,0.00
3448.00,1970-01-01 00:00:03.448,16.03,13.69,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.32,46.54,69.31,-0.01,-0.63,-0.04,21.00,10.00,0.00,1.00
3548.00,1970-01-01 00:00:03.548,15.97,14.16,0.00,0.81,1.00,2.00,1.00,999.00,0.00,12.27,46.54,69.31,-0.01,-0.63,-0.05,23.00,10.00,0.00,1.00
3648.00,1970-01-01 00:00:03.648,16.01,14.63,0.00,0.81,1.00,2.00,1.00,999.00,0.00,9.23,46.49,69.24,-0.01,-0.69,-0.04,23.00,10.00,0.00,1.00
3748.00,1970-01-01 00:00:03.748,15.96,15.10,0.00,0.81,1.00,2.00,1.00,999.00,0.00,11.21,46.49,69.24,-0.01,-0.75,-0.06,23.00,10.00,0.00,1.00
3848.00,1970-01-01 00:00:03.848,15.94,15.57,31.86,0.81,1.00,2.00,1.00,999.00,0.01,10.90,46.49,69.24,-0.01,-0.70,-0.09,23.00,6006.00,-20.00,1.00
3948.00,1970-01-01 00:00:03.948,15.83,15.92,862.05,0.80,1.00,2.00,1.00,999.00,0.01,11.24,46.53,69.26,-0.01,-0.68,-0.06,23.00,5938.70,-35.00,1.00
4048.00,2019-05-24 14:28:20.048,15.86,16.38,1291.86,0.81,0.00,2.00,1.00,747.32,0.02,12.04,46.53,69.26,-0.01,-0.65,-0.03,21.00,5880.99,-43.00,1.00
4148.00,2019-05-24 14:28:20.148,15.89,16.85,2006.66,0.82,0.00,2.00,1.00,475.15,0.03,12.05,46.47,69.26,-0.01,-0.65,-0.03,21.00,5302.63,-71.00,1.00
4248.00,2019-05-24 14:28:20.248,15.90,17.32,1932.99,0.82,0.00,2.00,1.00,354.74,0.04,12.17,46.47,69.26,-0.01,-0.66,-0.01,21.00,5385.79,-66.00,1.00
4473.00,2019-05-24 14:28:20.473,16.06,18.26,1935.42,0.80,0.00,2.00,1.00,264.48,0.05,12.18,46.59,69.26,-0.01,-0.64,-0.03,21.00,5382.87,-66.00,1.00
4573.00,2019-05-24 14:28:20.573,16.12,18.73,1926.97,0.80,0.00,2.00,1.00,226.97,0.06,12.16,46.59,69.26,-0.01,-0.62,-0.05,21.00,5393.03,-66.00,1.00
4673.00,2019-05-24 14:28:20.673,16.21,19.19,1952.36,0.80,0.00,2.00,1.00,215.17,0.07,12.19,46.59,69.26,-0.01,-0.64,-0.05,21.00,5362.52,-68.00,1.00
4773.00,2019-05-24 14:28:20.773,16.35,19.66,1939.27,0.82,0.00,2.00,1.00,191.60,0.08,12.18,46.51,69.26,-0.01,-0.67,-0.03,21.00,5378.25,-66.00,1.00
4873.00,2019-05-24 14:28:20.873,16.42,20.13,1952.65,0.82,0.00,2.00,1.00,173.51,0.09,12.21,46.51,69.26,-0.01,-0.62,-0.03,21.00,5362.18,-68.00,1.00
4973.00,2019-05-24 14:28:20.973,16.53,20.60,1972.52,0.81,0.00,2.00,1.00,167.88,0.09,12.18,46.51,69.26,-0.01,-0.64,-0.06,21.00,5338.31,-68.00,1.00
5073.00,2019-05-24 14:28:21.073,16.65,21.07,1985.28,0.80,0.00,2.00,1.00,154.86,0.10,12.18,46.60,69.26,-0.01,-0.65,-0.05,21.00,5322.99,-69.00,1.00
5173.00,2019-05-24 14:28:21.173,16.76,21.53,2002.17,0.82,0.00,2.00,1.00,144.18,0.11,12.20,46.60,69.26,-0.01,-0.63,-0.03,21.00,5304.43,-71.00,1.00
5273.00,2019-05-24 14:28:21.273,16.87,22.00,1995.28,0.80,0.00,2.00,1.00,141.04,0.12,12.21,46.54,69.26,-0.01,-0.65,-0.05,21.00,5310.97,-69.00,1.00
5373.00,2019-05-24 14:28:21.373,17.00,22.47,1990.25,0.80,0.00,2.00,1.00,132.73,0.13,12.15,46.54,69.26,-0.01,-0.64,-0.05,21.00,5317.01,-69.00,1.00
5473.00,2019-05-24 14:28:21.473,17.09,22.94,2019.28,0.82,0.00,2.00,1.00,125.64,0.14,12.19,46.54,69.26,-0.01,-0.64,-0.02,21.00,5297.58,-71.00,1.00
5598.00,2019-05-24 14:28:21.598,17.18,23.52,2022.79,0.82,0.00,2.00,1.00,120.11,0.15,12.19,46.55,69.26,-0.01,-0.65,-0.02,21.00,5296.17,-71.00,1.00
5698.00,2019-05-24 14:28:21.698,17.32,23.99,2035.73,0.82,0.00,2.00,1.00,118.49,0.15,12.21,46.55,69.26,-0.01,-0.64,-0.06,21.00,5290.99,-71.00,1.00
5798.00,2019-05-24 14:28:21.798,17.41,24.46,2038.74,0.82,0.00,2.00,1.00,113.38,0.16,12.22,46.55,69.26,-0.01,-0.67,-0.02,21.00,5289.79,-71.00,1.00
5898.00,2019-05-24 14:28:21.898,17.56,25.05,2054.06,0.82,0.00,2.00,1.00,109.38,0.17,12.19,46.51,69.38,-0.01,-0.64,-0.05,21.00,5283.66,-71.00,1.00
5998.00,2019-05-24 14:28:21.998,17.62,25.51,2044.12,0.80,0.00,2.00,1.00,108.29,0.18,12.24,46.51,69.38,-0.01,-0.64,-0.06,21.00,5287.63,-71.00,1.00
6098.00,2019-05-24 14:28:22.098,17.73,25.98,2049.39,0.82,0.00,2.00,1.00,104.41,0.19,12.21,46.51,69.38,-0.01,-0.64,-0.06,21.00,5285.52,-71.00,1.00
6198.00,2019-05-24 14:28:22.198,17.80,26.45,2076.30,0.82,0.00,2.00,1.00,100.93,0.20,12.20,46.56,69.38,-0.01,-0.67,-0.05,21.00,5274.75,-72.00,1.00
