OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1095.00,1970-01-01 00:00:01.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,13.21,28.98,29.12,-0.01,2.29,3.00,17.00,10.00,0.00,0.00
2188.00,1970-01-01 00:00:02.188,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,13.17,28.95,29.09,-0.01,2.28,3.00,17.00,10.00,0.00,0.00
3281.00,1970-01-01 00:00:03.281,0.00,0.00,0.00,0.84,0.00,1.00,1.15,0.00,0.00,13.08,28.96,29.18,-0.01,2.24,3.00,17.00,10.00,0.00,0.00
4281.00,1970-01-01 00:00:04.281,0.00,0.00,0.00,0.85,0.00,1.00,1.15,0.00,0.00,13.00,29.07,29.23,-0.01,2.25,3.00,17.00,10.00,0.00,0.00
4381.00,1970-01-01 00:00:04.381,0.00,0.00,0.00,0.80,1.00,0.00,1.15,0.00,0.00,13.05,29.05,29.30,-0.01,2.33,3.00,5.00,10.00,0.00,1.00
4481.00,1970-01-01 00:00:04.481,0.00,0.00,0.00,0.80,1.00,0.00,1.15,0.00,0.00,10.71,29.05,29.30,-0.01,2.38,2.97,7.00,10.00,0.00,1.00
4581.00,1970-01-01 00:00:04.581,0.00,0.00,0.00,0.80,1.00,0.00,1.15,0.00,0.00,11.81,29.05,29.30,-0.01,2.28,2.98,7.00,10.00,0.00,1.00
4681.00,1970-01-01 00:00:04.681,0.00,0.00,26.05,0.80,1.00,0.00,1.15,0.00,0.01,11.76,28.98,29.20,-0.01,2.23,2.97,7.00,13788.00,-20.00,1.00
4781.00,1970-01-01 00:00:04.781,0.00,0.00,782.99,0.83,1.00,0.00,1.15,0.00,0.02,11.87,28.98,29.20,-0.01,2.27,2.97,7.00,13788.00,-34.00,1.00
4881.00,1970-01-01 00:00:04.881,0.00,0.00,782.99,0.83,1.00,0.00,1.15,0.00,0.02,11.90,28.98,29.20,-0.01,2.29,2.97,7.00,13788.00,-34.00,1.00
4981.00,1970-01-01 00:00:04.981,0.00,0.00,955.95,0.83,1.00,0.00,1.15,0.00,0.03,11.88,29.07,29.20,-0.01,2.29,2.96,7.00,13788.00,-37.00,1.00
5081.00,1970-01-01 00:00:05.081,0.00,0.00,965.58,0.83,1.00,0.00,1.15,0.00,0.05,11.56,29.07,29.20,-0.01,2.24,2.96,7.00,13788.00,-37.00,1.00
5181.00,1970-01-01 00:00:05.181,0.00,0.00,970.22,0.80,1.00,0.00,1.15,0.00,0.06,11.72,29.08,29.20,-0.01,2.28,2.97,7.00,13788.00,-37.00,1.00
5281.00,1970-01-01 00:00:05.281,0.00,0.00,967.46,0.83,1.00,0.00,1.15,0.00,0.07,12.05,29.08,29.20,-0.01,2.23,2.97,7.00,13788.00,-37.00,1.00
5474.00,1970-01-01 00:00:05.474,0.00,0.00,1000.00,0.80,1.00,0.00,1.15,0.00,0.08,11.93,29.03,29.20,-0.01,2.27,2.97,7.00,13788.00,-38.00,1.00
5574.00,1970-01-01 00:00:05.574,0.00,0.00,1017.76,0.80,1.00,0.00,1.15,0.00,0.09,11.77,29.03,29.20,-0.01,2.31,2.98,7.00,13788.00,-38.00,1.00
5674.00,1970-01-01 00:00:05.674,0.00,0.00,1020.86,0.80,1.00,0.00,1.15,0.00,0.10,11.52,29.03,29.20,-0.01,2.28,2.95,7.00,13788.00,-38.00,1.00
5774.00,1970-01-01 00:00:05.774,0.00,0.00,996.70,0.80,1.00,0.00,1.15,0.00,0.12,12.33,29.07,29.20,-0.01,2.22,2.97,7.00,13788.00,-37.00,1.00
5874.00,1970-01-01 00:00:05.874,0.00,0.00,1029.13,0.80,1.00,0.00,1.15,0.00,0.13,11.96,29.07,29.20,-0.01,2.25,2.96,7.00,13788.00,-38.00,1.00
5974.00,1970-01-01 00:00:05.974,0.00,0.00,1081.88,0.80,1.00,0.00,1.15,0.00,0.14,11.94,29.07,29.20,-0.01,2.25,2.97,7.00,13788.00,-39.00,1.00
6074.00,1970-01-01 00:00:06.074,0.00,0.00,1126.61,0.80,1.00,0.00,1.15,0.00,0.15,11.89,29.09,29.20,-0.01,2.33,2.96,7.00,13788.00,-40.00,1.00
