 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.27,0,1,1,0,0,12.27,34.97,35.63,30.95,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.98,35.63,30.97,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.91,35.66,30.93,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.96,35.63,30.95,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.98,35.59,30.93,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.03,35.62,30.9,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.88,35.65,30.93,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.94,35.73,30.9,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.9,35.65,30.91,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.92,35.67,30.87,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.9,35.7,30.93,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.91,35.55,30.93,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.88,35.55,30.91,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.84,35.53,30.9,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.9,35.55,30.93,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.88,35.53,30.87,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.8,35.57,30.88,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.85,35.58,30.84,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.78,35.53,30.86,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.74,35.55,30.81,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.85,35.51,30.81,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.83,35.51,30.8,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.83,35.53,30.75,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.73,35.53,30.82,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.8,35.52,30.79,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.77,35.53,30.81,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.74,35.46,30.84,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.65,35.55,30.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.74,35.52,30.77,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.73,35.52,30.79,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.79,35.55,30.79,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.79,35.48,30.74,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.72,35.4,30.84,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.77,35.57,30.77,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.77,35.44,30.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.76,35.47,30.75,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.72,35.48,30.73,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.7,35.4,30.77,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.7,35.44,30.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.66,35.46,30.71,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.7,35.45,30.7,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.66,35.44,30.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.7,35.44,30.71,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.67,35.49,30.71,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.63,35.4,30.7,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.65,35.44,30.64,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.7,35.44,30.73,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.7,35.39,30.69,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.7,35.4,30.73,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.63,35.39,30.74,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.65,35.35,30.71,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.65,35.35,30.74,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.73,35.39,30.71,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.61,35.39,30.73,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.61,35.37,30.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.56,35.37,30.75,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.53,35.35,30.66,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.6,35.4,30.66,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.6,35.33,30.64,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.22,34.55,35.28,30.74,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.22,34.59,35.42,30.63,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.59,35.35,30.62,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.55,35.3,30.68,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.54,35.37,30.62,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.51,35.26,30.62,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,34.54,35.28,30.62,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.55,35.3,30.63,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,34.56,35.3,30.62,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,34.61,35.28,30.66,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,34.66,35.3,30.66,0,-0.2,16,10,0
1.22,0.12,0,1.47,0,1,1, inf,0,12.26,34.59,35.28,30.63,0,-0.2,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.23,34.52,35.22,30.64,0,-0.21,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.25,34.55,35.21,30.66,0,-0.21,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.23,34.51,35.28,30.62,0,-0.2,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.26,34.58,35.33,30.64,0,-0.2,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.26,34.54,35.3,30.63,0,-0.2,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.26,34.49,35.28,30.55,0,-0.2,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.24,34.42,35.27,30.61,0,-0.2,16,10,0
0,0.12,0,1.47,0,1,1, inf,0,12.23,34.52,35.23,30.62,0,-0.2,16,10,0
-1.05,0,894.02,1.47,1,1,1,0,0.02,11.09,34.55,35.3,30.68,0,-0.26,22,7000,0
0,0,1026.61,1.47,1,1,1,0,0.07,11.6,34.55,35.32,29.39,0,-0.25,22,7000,0
0,0,598.54,1.47,1,1,1,0,0.13,12.02,34.55,35.28,28.7,0,-0.22,22,7000,0
0,0,1640.3,1.47,0,1,1,0,0.2,12.06,34.58,35.26,40.66,0,-0.21,20,5186.3,0
0,0,1750.16,1.47,0,1,1,0,0.28,12.09,34.67,35.23,50.98,0,-0.2,20,4396.91,0
0,0,1780.46,1.47,0,1,1,0,0.35,12.15,34.56,35.24,58.4,0,-0.21,20,6053.04,0
0,0,1704.7,1.47,0,1,1,0,0.42,12.15,34.53,35.22,63.52,0,-0.21,20,4363.57,0
0,0,1766.67,1.47,0,1,1,0,0.49,12.17,34.61,35.16,67.63,0,-0.19,20,4871.11,0
0,0,1810.77,1.47,0,1,1,0,0.56,12.17,34.53,35.3,70.2,0,-0.21,20,4389.33,0
0,0,1689.55,1.47,0,1,1,0,0.63,12.18,34.51,35.33,74.22,0,-0.19,20,4910.51,0
0,0,1916.84,1.47,0,1,1,0,0.69,12.19,34.54,35.4,76.26,0,-0.19,20,4398.42,0
0,0,1852.44,1.47,0,1,1,0,0.76,12.18,34.63,35.42,77.05,0,-0.2,20,4357.51,0
0,0,1538.02,1.47,0,1,1,0,0.82,12.18,34.66,35.45,79.1,0,-0.2,20,4754.55,0
0,0,1621.36,1.47,0,1,1,0,0.89,12.21,34.55,35.48,79.09,0,-0.21,20,4752.92,0
0,0,1689.55,1.47,0,1,1,0,0.95,12.15,34.56,35.52,80.52,0,-0.2,20,4713.53,0
0,0,1693.34,1.47,0,1,1,0,1.02,12.2,34.6,35.48,81.23,0,-0.21,20,4360.54,0
0,0,1875.17,1.47,0,1,1,0,1.08,12.22,34.61,35.48,82.53,0,-0.21,20,4377.21,0
0,0,1776.68,1.47,0,1,1,0,1.15,12.21,34.63,35.52,81.45,0,-0.2,20,4340.84,0
0,0,1825.92,1.47,0,1,1,0,1.21,12.2,34.61,35.45,82.44,0,-0.21,20,4346.9,0
