OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1109.00,1970-01-01 00:00:01.109,24.71,5.09,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.53,64.16,86.82,204.83,0.00,-0.17,17.00,10.00,0.00
2109.00,1970-01-01 00:00:02.109,26.45,12.41,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.53,64.23,86.99,201.59,0.00,-0.16,17.00,10.00,0.00
3109.00,1970-01-01 00:00:03.109,26.07,19.66,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.53,64.11,87.18,198.73,0.00,-0.16,17.00,10.00,0.00
3357.00,1970-01-01 00:00:03.357,26.04,21.42,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.50,64.16,87.16,198.10,0.00,-0.17,21.00,10.00,0.00
3457.00,1970-01-01 00:00:03.457,25.88,22.12,0.00,0.35,1.00,2.00,1.00,999.00,0.00,10.02,64.16,87.16,198.10,0.00,-0.25,23.00,10.00,0.00
3557.00,1970-01-01 00:00:03.557,25.86,22.82,0.00,0.35,1.00,2.00,1.00,999.00,0.00,10.84,64.16,87.16,198.10,0.00,-0.24,23.00,10.00,0.00
3657.00,1970-01-01 00:00:03.657,25.85,23.58,33.16,0.35,1.00,2.00,1.00,999.00,0.01,11.28,64.14,87.17,197.25,0.00,-0.22,23.00,7100.00,-20.00
3757.00,1970-01-01 00:00:03.757,25.79,24.28,905.81,0.35,1.00,2.00,1.00,999.00,0.01,11.56,64.14,87.17,197.25,0.00,-0.19,23.00,7100.00,-36.00
3857.00,1970-01-01 00:00:03.857,26.01,25.05,1369.43,0.36,0.00,2.00,1.00,999.00,0.02,11.51,64.07,87.18,196.16,0.00,-0.22,21.00,7100.00,-46.00
3957.00,1970-01-01 00:00:03.957,25.98,25.75,2265.86,0.36,0.00,2.00,1.00,999.00,0.03,12.28,64.07,87.18,196.16,0.00,-0.14,21.00,5196.83,-75.00
4057.00,1970-01-01 00:00:04.057,26.05,26.45,2944.42,0.35,0.00,2.00,1.00,802.98,0.04,12.28,64.07,87.18,196.16,0.00,-0.21,21.00,5327.77,-87.00
4157.00,1970-01-01 00:00:04.157,26.19,27.15,2691.01,0.35,0.00,2.00,1.00,658.62,0.05,12.32,64.12,87.18,196.80,0.00,-0.13,21.00,5226.40,-83.00
4257.00,1970-01-01 00:00:04.257,26.16,27.91,2865.12,0.36,0.00,2.00,1.00,519.95,0.06,12.35,64.12,87.18,196.80,0.00,-0.17,21.00,5296.05,-86.00
4445.00,1970-01-01 00:00:04.445,26.37,29.32,2859.32,0.35,0.00,2.00,1.00,417.07,0.08,12.33,64.06,87.18,208.27,0.00,-0.16,21.00,5293.73,-86.00
4545.00,1970-01-01 00:00:04.545,26.75,30.08,2862.66,0.35,0.00,2.00,1.00,382.72,0.09,12.37,64.06,87.18,208.27,0.00,-0.18,21.00,5295.07,-86.00
4645.00,1970-01-01 00:00:04.645,26.78,30.84,2823.93,0.35,0.00,2.00,1.00,338.56,0.11,12.35,64.06,87.18,208.27,0.00,-0.18,21.00,5279.57,-85.00
4745.00,1970-01-01 00:00:04.745,27.15,31.60,2963.40,0.35,0.00,2.00,1.00,317.74,0.12,12.35,64.02,87.18,224.16,0.00,-0.18,21.00,5335.36,-88.00
4845.00,1970-01-01 00:00:04.845,27.13,32.36,2985.15,0.35,0.00,2.00,1.00,288.99,0.13,12.35,64.02,87.18,224.16,0.00,-0.12,21.00,5344.06,-88.00
4945.00,1970-01-01 00:00:04.945,27.45,33.12,2893.38,0.35,0.00,2.00,1.00,275.27,0.14,12.35,64.02,87.18,224.16,0.00,-0.16,21.00,5307.35,-87.00
5045.00,1970-01-01 00:00:05.045,27.55,33.88,2989.54,0.35,0.00,2.00,1.00,254.97,0.16,12.38,64.00,87.18,235.80,0.00,-0.12,21.00,5345.81,-88.00
5145.00,1970-01-01 00:00:05.145,27.84,34.64,3000.90,0.34,0.00,2.00,1.00,245.24,0.17,12.32,64.00,87.18,235.80,0.00,-0.18,21.00,5350.18,-89.00
5245.00,1970-01-01 00:00:05.245,28.18,35.46,2982.70,0.35,0.00,2.00,1.00,230.49,0.18,12.38,64.02,87.18,246.31,0.00,-0.21,21.00,5343.08,-88.00
5345.00,1970-01-01 00:00:05.345,28.10,36.22,3101.50,0.35,0.00,2.00,1.00,223.25,0.19,12.39,64.02,87.18,246.31,0.00,-0.15,21.00,5370.30,-90.00
5566.00,1970-01-01 00:00:05.566,28.63,38.04,3008.88,0.36,0.00,2.00,1.00,202.91,0.22,12.41,64.02,87.18,255.80,0.00,-0.11,21.00,5351.78,-89.00
5666.00,1970-01-01 00:00:05.666,28.69,38.80,3133.24,0.35,0.00,2.00,1.00,198.08,0.23,12.40,64.02,87.18,255.80,0.00,-0.10,21.00,5376.65,-91.00
5766.00,1970-01-01 00:00:05.766,28.84,39.62,3075.35,0.34,0.00,2.00,1.00,190.02,0.25,12.34,64.02,87.18,255.80,0.00,-0.23,21.00,5365.07,-90.00
5866.00,1970-01-01 00:00:05.866,29.06,40.44,3128.58,0.35,0.00,2.00,1.00,182.86,0.26,12.40,64.02,87.18,267.63,0.00,-0.14,21.00,5375.72,-91.00
5966.00,1970-01-01 00:00:05.966,29.32,41.25,3159.39,0.35,0.00,2.00,1.00,179.72,0.27,12.39,64.02,87.18,267.63,0.00,-0.14,21.00,5381.88,-91.00
6066.00,1970-01-01 00:00:06.066,29.66,42.13,3174.60,0.35,0.00,2.00,1.00,173.96,0.29,12.40,64.02,87.18,267.63,0.00,-0.18,21.00,5384.92,-92.00
6166.00,1970-01-01 00:00:06.166,29.86,42.95,3190.47,0.36,0.00,2.00,1.00,171.37,0.30,12.41,63.95,87.18,275.47,0.00,-0.13,21.00,5388.09,-92.00
6266.00,1970-01-01 00:00:06.266,29.99,43.77,3204.61,0.35,0.00,2.00,1.00,166.24,0.31,12.39,63.95,87.18,275.47,0.00,-0.18,21.00,5390.92,-92.00
6366.00,1970-01-01 00:00:06.366,30.16,44.59,3236.42,0.35,0.00,2.00,1.00,161.58,0.33,12.40,64.02,87.18,282.70,0.00,-0.13,21.00,5397.28,-93.00
6466.00,1970-01-01 00:00:06.466,30.25,45.47,3279.41,0.34,0.00,2.00,1.00,157.53,0.34,12.38,64.02,87.18,282.70,0.00,-0.17,21.00,5397.65,-94.00
6684.00,1970-01-01 00:00:06.684,30.80,47.34,3346.81,0.36,0.00,2.00,1.00,150.77,0.37,12.42,63.90,87.18,289.39,0.00,-0.18,21.00,5392.25,-95.00
6784.00,1970-01-01 00:00:06.784,31.13,48.22,3302.24,0.34,0.00,2.00,1.00,149.54,0.38,12.42,63.90,87.18,289.39,0.00,-0.12,21.00,5395.82,-94.00
