OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
37335.00,2019-04-29 13:52:37.335,0.88,32.54,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.82,51.02,1372.05,0.00,-0.59,0.06,1.00,10.00,0.00
37435.00,2019-04-29 13:52:37.435,0.88,32.54,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.82,51.02,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
37535.00,2019-04-29 13:52:37.535,0.88,32.54,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.86,51.05,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
37635.00,2019-04-29 13:52:37.635,0.73,32.59,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.86,51.05,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
37735.00,2019-04-29 13:52:37.735,0.73,32.59,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.71,51.00,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
37835.00,2019-04-29 13:52:37.835,0.73,32.59,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.71,51.00,1372.05,0.00,-0.59,0.06,1.00,10.00,0.00
37935.00,2019-04-29 13:52:37.935,0.84,32.65,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.24,46.71,51.00,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
38035.00,2019-04-29 13:52:38.035,0.84,32.65,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.80,50.98,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
38135.00,2019-04-29 13:52:38.135,0.84,32.65,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.80,50.98,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
38235.00,2019-04-29 13:52:38.235,0.67,32.71,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.77,50.95,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
38335.00,2019-04-29 13:52:38.335,0.67,32.71,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.25,46.77,50.95,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
38435.00,2019-04-29 13:52:38.435,0.67,32.71,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.24,46.77,50.95,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
38535.00,2019-04-29 13:52:38.535,0.77,32.77,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.76,50.96,1372.05,0.00,-0.60,0.07,1.00,10.00,0.00
38635.00,2019-04-29 13:52:38.635,0.77,32.77,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.76,50.96,1372.05,0.00,-0.51,0.06,1.00,10.00,0.00
38735.00,2019-04-29 13:52:38.735,0.77,32.77,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.76,50.96,1372.05,0.00,-0.56,0.07,1.00,10.00,0.00
38835.00,2019-04-29 13:52:38.835,0.61,32.83,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.66,50.90,1372.05,0.00,-0.57,0.07,1.00,10.00,0.00
38935.00,2019-04-29 13:52:38.935,0.61,32.83,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.66,50.90,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
39035.00,2019-04-29 13:52:39.035,0.61,32.83,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.76,50.90,1372.05,0.00,-0.57,0.07,1.00,10.00,0.00
39135.00,2019-04-29 13:52:39.135,0.70,32.89,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.23,46.76,50.90,1372.05,0.00,-0.53,0.07,1.00,10.00,0.00
39235.00,2019-04-29 13:52:39.235,0.70,32.89,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.76,50.90,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
39335.00,2019-04-29 13:52:39.335,0.70,32.89,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.71,50.95,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
39435.00,2019-04-29 13:52:39.435,0.70,32.89,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.71,50.95,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
39535.00,2019-04-29 13:52:39.535,0.54,32.95,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.63,50.87,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
39635.00,2019-04-29 13:52:39.635,0.54,32.95,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.24,46.63,50.87,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
39735.00,2019-04-29 13:52:39.735,0.54,32.95,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.63,50.87,1372.05,0.00,-0.61,0.06,1.00,10.00,0.00
39835.00,2019-04-29 13:52:39.835,0.64,33.00,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.72,50.85,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
39935.00,2019-04-29 13:52:39.935,0.64,33.00,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.72,50.85,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
40035.00,2019-04-29 13:52:40.035,0.64,33.00,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.72,50.85,1372.05,0.00,-0.57,0.07,1.00,10.00,0.00
40135.00,2019-04-29 13:52:40.135,0.64,33.00,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.73,50.92,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
40235.00,2019-04-29 13:52:40.235,-0.00,33.00,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.73,50.92,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
40335.00,2019-04-29 13:52:40.335,0.97,33.06,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.73,50.92,1372.05,0.00,-0.51,0.06,1.00,10.00,0.00
40435.00,2019-04-29 13:52:40.435,0.97,33.06,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.25,46.73,50.92,1372.05,0.00,-0.55,0.05,1.00,10.00,0.00
40535.00,2019-04-29 13:52:40.535,0.97,33.06,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.24,46.73,50.92,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
40635.00,2019-04-29 13:52:40.635,0.60,33.12,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.29,46.69,50.95,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
40735.00,2019-04-29 13:52:40.735,0.60,33.12,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.69,50.95,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
40835.00,2019-04-29 13:52:40.835,0.60,33.12,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.69,50.95,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
40935.00,2019-04-29 13:52:40.935,0.60,33.12,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.28,46.71,50.89,1372.05,0.00,-0.59,0.07,1.00,10.00,0.00
41035.00,2019-04-29 13:52:41.035,-0.00,33.12,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.71,50.89,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
41135.00,2019-04-29 13:52:41.135,0.81,33.18,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.76,50.92,1372.05,0.00,-0.55,0.07,1.00,10.00,0.00
41235.00,2019-04-29 13:52:41.235,0.81,33.18,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.24,46.76,50.92,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
41335.00,2019-04-29 13:52:41.335,0.81,33.18,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.76,50.92,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
41435.00,2019-04-29 13:52:41.435,0.81,33.18,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.77,50.92,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
41535.00,2019-04-29 13:52:41.535,-0.00,33.18,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.22,46.77,50.92,1372.05,0.00,-0.51,0.06,1.00,10.00,0.00
41635.00,2019-04-29 13:52:41.635,0.93,33.24,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.81,50.95,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
41735.00,2019-04-29 13:52:41.735,0.93,33.24,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.81,50.95,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
41835.00,2019-04-29 13:52:41.835,0.93,33.24,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.81,50.95,1372.05,0.00,-0.55,0.07,1.00,10.00,0.00
41935.00,2019-04-29 13:52:41.935,0.93,33.24,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.25,46.76,51.07,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
42035.00,2019-04-29 13:52:42.035,-0.00,33.24,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.76,51.07,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
42135.00,2019-04-29 13:52:42.135,-0.00,33.24,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.76,51.07,1372.05,0.00,-0.60,0.07,1.00,10.00,0.00
42235.00,2019-04-29 13:52:42.235,-0.00,33.24,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.77,51.05,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
42335.00,2019-04-29 13:52:42.335,0.57,33.30,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.77,51.05,1372.05,0.00,-0.55,0.07,1.00,10.00,0.00
42435.00,2019-04-29 13:52:42.435,0.57,33.30,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.24,46.77,51.02,1372.05,0.00,-0.57,0.07,1.00,10.00,0.00
42535.00,2019-04-29 13:52:42.535,0.57,33.30,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.77,51.02,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
42635.00,2019-04-29 13:52:42.635,0.57,33.30,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.77,51.02,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
42735.00,2019-04-29 13:52:42.735,-0.00,33.30,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.77,51.09,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
42835.00,2019-04-29 13:52:42.835,-0.00,33.30,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.29,46.77,51.09,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
42935.00,2019-04-29 13:52:42.935,-0.00,33.30,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.82,50.95,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
43035.00,2019-04-29 13:52:43.035,-0.00,33.30,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.82,50.95,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
43135.00,2019-04-29 13:52:43.135,0.00,33.30,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.25,46.82,50.95,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
43235.00,2019-04-29 13:52:43.235,0.86,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.80,51.01,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
43335.00,2019-04-29 13:52:43.335,0.86,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.80,51.01,1372.05,0.00,-0.60,0.07,1.00,10.00,0.00
43435.00,2019-04-29 13:52:43.435,0.86,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.80,51.01,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
43535.00,2019-04-29 13:52:43.535,0.86,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.74,51.07,1372.05,0.00,-0.56,0.07,1.00,10.00,0.00
43635.00,2019-04-29 13:52:43.635,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.74,51.07,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
43735.00,2019-04-29 13:52:43.735,-0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.73,51.00,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
43835.00,2019-04-29 13:52:43.835,-0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.73,51.00,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
43935.00,2019-04-29 13:52:43.935,-0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.24,46.73,51.00,1372.05,0.00,-0.51,0.06,1.00,10.00,0.00
44035.00,2019-04-29 13:52:44.035,0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.71,50.91,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
44135.00,2019-04-29 13:52:44.135,0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.71,50.91,1372.05,0.00,-0.55,0.05,1.00,10.00,0.00
44235.00,2019-04-29 13:52:44.235,0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.61,50.95,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
44335.00,2019-04-29 13:52:44.335,0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.25,46.61,50.95,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
44435.00,2019-04-29 13:52:44.435,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.61,50.95,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
44535.00,2019-04-29 13:52:44.535,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.66,50.96,1372.05,0.00,-0.60,0.06,1.00,10.00,0.00
44635.00,2019-04-29 13:52:44.635,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.66,50.96,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
44735.00,2019-04-29 13:52:44.735,-0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.66,50.96,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
44835.00,2019-04-29 13:52:44.835,0.00,33.35,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.24,46.65,51.00,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
44935.00,2019-04-29 13:52:44.935,0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.65,51.00,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
45035.00,2019-04-29 13:52:45.035,0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.61,50.83,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
45135.00,2019-04-29 13:52:45.135,0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.61,50.83,1372.05,0.00,-0.51,0.06,1.00,10.00,0.00
45235.00,2019-04-29 13:52:45.235,-0.00,33.35,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.61,50.83,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
45335.00,2019-04-29 13:52:45.335,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.58,50.83,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
45435.00,2019-04-29 13:52:45.435,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.58,50.83,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
45535.00,2019-04-29 13:52:45.535,-0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.25,46.54,50.84,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
45635.00,2019-04-29 13:52:45.635,0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.54,50.84,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
45735.00,2019-04-29 13:52:45.735,0.00,33.35,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.54,50.84,1372.05,0.00,-0.59,0.07,1.00,10.00,0.00
45835.00,2019-04-29 13:52:45.835,0.81,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.54,50.83,1372.05,0.00,-0.51,0.06,1.00,10.00,0.00
45935.00,2019-04-29 13:52:45.935,0.81,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.54,50.83,1372.05,0.00,-0.55,0.07,1.00,10.00,0.00
46035.00,2019-04-29 13:52:46.035,0.81,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.54,50.83,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
46135.00,2019-04-29 13:52:46.135,0.81,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.56,50.74,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
46235.00,2019-04-29 13:52:46.235,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.56,50.74,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
46335.00,2019-04-29 13:52:46.335,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.51,50.73,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
46435.00,2019-04-29 13:52:46.435,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.51,50.73,1372.05,0.00,-0.55,0.07,1.00,10.00,0.00
46535.00,2019-04-29 13:52:46.535,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.51,50.73,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
46635.00,2019-04-29 13:52:46.635,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.54,50.70,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
46735.00,2019-04-29 13:52:46.735,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.54,50.70,1372.05,0.00,-0.59,0.06,1.00,10.00,0.00
46835.00,2019-04-29 13:52:46.835,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.52,50.83,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
46935.00,2019-04-29 13:52:46.935,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.52,50.83,1372.05,0.00,-0.59,0.07,1.00,10.00,0.00
47035.00,2019-04-29 13:52:47.035,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.52,50.83,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
47135.00,2019-04-29 13:52:47.135,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.60,50.87,1372.05,0.00,-0.56,0.07,1.00,10.00,0.00
47235.00,2019-04-29 13:52:47.235,-0.00,33.41,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.25,46.60,50.87,1372.05,0.00,-0.56,0.07,1.00,10.00,0.00
47335.00,2019-04-29 13:52:47.335,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.60,50.87,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
47435.00,2019-04-29 13:52:47.435,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.56,50.75,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
47535.00,2019-04-29 13:52:47.535,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.24,46.56,50.75,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
47635.00,2019-04-29 13:52:47.635,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.29,46.55,50.83,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
47735.00,2019-04-29 13:52:47.735,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.55,50.83,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
47835.00,2019-04-29 13:52:47.835,-0.00,33.41,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.26,46.55,50.83,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
47935.00,2019-04-29 13:52:47.935,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.56,50.80,1372.05,0.00,-0.57,0.07,1.00,10.00,0.00
48035.00,2019-04-29 13:52:48.035,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.25,46.56,50.80,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
48135.00,2019-04-29 13:52:48.135,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.63,50.80,1372.05,0.00,-0.59,0.07,1.00,10.00,0.00
48235.00,2019-04-29 13:52:48.235,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.63,50.80,1372.05,0.00,-0.54,0.07,1.00,10.00,0.00
48335.00,2019-04-29 13:52:48.335,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.63,50.80,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
48435.00,2019-04-29 13:52:48.435,0.00,33.41,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.25,46.54,50.84,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
48535.00,2019-04-29 13:52:48.535,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.54,50.84,1372.05,0.00,-0.54,0.07,1.00,10.00,0.00
48635.00,2019-04-29 13:52:48.635,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.54,50.84,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
48735.00,2019-04-29 13:52:48.735,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.61,50.83,1372.05,0.00,-0.53,0.06,1.00,10.00,0.00
48835.00,2019-04-29 13:52:48.835,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.61,50.83,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
48935.00,2019-04-29 13:52:48.935,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.60,50.84,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
49035.00,2019-04-29 13:52:49.035,0.00,33.41,0.00,0.26,0.00,0.00,1.00,999.00,0.00,12.27,46.60,50.84,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
49135.00,2019-04-29 13:52:49.135,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.60,50.84,1372.05,0.00,-0.58,0.06,1.00,10.00,0.00
49235.00,2019-04-29 13:52:49.235,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.61,50.83,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
49335.00,2019-04-29 13:52:49.335,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.61,50.83,1372.05,0.00,-0.60,0.06,1.00,10.00,0.00
49435.00,2019-04-29 13:52:49.435,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.65,50.83,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
49535.00,2019-04-29 13:52:49.535,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.27,46.65,50.83,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
49635.00,2019-04-29 13:52:49.635,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.65,50.83,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
49735.00,2019-04-29 13:52:49.735,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.29,46.66,50.84,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
49835.00,2019-04-29 13:52:49.835,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.66,50.84,1372.05,0.00,-0.59,0.06,1.00,10.00,0.00
49935.00,2019-04-29 13:52:49.935,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.66,50.84,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
50035.00,2019-04-29 13:52:50.035,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.70,50.90,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
50135.00,2019-04-29 13:52:50.135,0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.24,46.70,50.90,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
50235.00,2019-04-29 13:52:50.235,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.63,51.00,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
50335.00,2019-04-29 13:52:50.335,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.23,46.63,51.00,1372.05,0.00,-0.57,0.06,1.00,10.00,0.00
50435.00,2019-04-29 13:52:50.435,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.28,46.63,51.00,1372.05,0.00,-0.54,0.06,1.00,10.00,0.00
50535.00,2019-04-29 13:52:50.535,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.69,50.97,1372.05,0.00,-0.61,0.06,1.00,10.00,0.00
50635.00,2019-04-29 13:52:50.635,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.25,46.69,50.97,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
50735.00,2019-04-29 13:52:50.735,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.27,46.66,51.01,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
50835.00,2019-04-29 13:52:50.835,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.23,46.66,51.01,1372.05,0.00,-0.55,0.07,1.00,10.00,0.00
50935.00,2019-04-29 13:52:50.935,0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.28,46.66,51.01,1372.05,0.00,-0.56,0.06,1.00,10.00,0.00
51035.00,2019-04-29 13:52:51.035,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.24,46.72,51.02,1372.05,0.00,-0.59,0.06,1.00,10.00,0.00
51135.00,2019-04-29 13:52:51.135,-0.00,33.41,0.00,0.27,0.00,0.00,1.00,999.00,0.00,12.26,46.72,51.02,1372.05,0.00,-0.52,0.06,1.00,10.00,0.00
51235.00,2019-04-29 13:52:51.235,-0.00,33.41,0.00,0.25,0.00,0.00,1.00,999.00,0.00,12.26,46.72,51.02,1372.05,0.00,-0.55,0.06,1.00,10.00,0.00
