OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1001.00,2019-05-25 11:20:33.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.77,38.16,25.60,-0.01,-0.68,-0.15,17.00,10.00,0.00,0.00
2001.00,2019-05-25 11:20:34.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.77,38.22,25.59,-0.01,-0.65,-0.15,17.00,10.00,0.00,0.00
3001.00,2019-05-25 11:20:35.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.75,38.24,25.63,-0.01,-0.60,-0.16,17.00,10.00,0.00,0.00
4001.00,2019-05-25 11:20:36.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.70,38.30,25.73,-0.01,-0.64,-0.14,17.00,10.00,0.00,0.00
5001.00,2019-05-25 11:20:37.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.73,38.35,25.69,-0.01,-0.65,-0.15,17.00,10.00,0.00,0.00
6001.00,2019-05-25 11:20:38.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.64,38.28,25.74,-0.01,-0.66,-0.15,17.00,10.00,0.00,0.00
7001.00,2019-05-25 11:20:39.001,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.70,38.30,25.75,-0.01,-0.66,-0.14,17.00,10.00,0.00,0.00
8001.00,2019-05-25 11:20:40.001,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.69,38.31,25.81,-0.01,-0.67,-0.15,17.00,10.00,0.00,0.00
9001.00,2019-05-25 11:20:41.001,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.65,38.38,25.74,-0.01,-0.63,-0.15,17.00,10.00,0.00,0.00
10008.00,2019-05-25 11:20:42.008,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.61,38.31,25.73,-0.01,-0.64,-0.15,17.00,10.00,0.00,0.00
11008.00,2019-05-25 11:20:43.008,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.67,38.34,25.77,-0.01,-0.66,-0.15,17.00,10.00,0.00,0.00
12024.00,2019-05-25 11:20:44.024,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.66,38.27,25.77,-0.01,-0.64,-0.15,17.00,10.00,0.00,0.00
13117.00,2019-05-25 11:20:45.117,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.63,38.36,25.73,-0.01,-0.65,-0.19,17.00,10.00,0.00,0.00
14117.00,2019-05-25 11:20:46.117,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.59,38.33,25.68,-0.01,-0.64,-0.15,17.00,10.00,0.00,0.00
15117.00,2019-05-25 11:20:47.117,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.69,38.35,25.73,-0.01,-0.67,-0.14,17.00,10.00,0.00,0.00
16117.00,2019-05-25 11:20:48.117,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.74,38.30,25.63,-0.01,-0.65,-0.15,17.00,10.00,0.00,0.00
17117.00,2019-05-25 11:20:49.117,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.66,38.31,25.70,-0.01,-0.67,-0.15,17.00,10.00,0.00,0.00
18117.00,2019-05-25 11:20:50.117,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.68,38.24,25.68,-0.01,-0.67,-0.18,17.00,10.00,0.00,0.00
19117.00,2019-05-25 11:20:51.117,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.69,38.34,25.73,-0.01,-0.59,-0.15,17.00,10.00,0.00,0.00
20117.00,2019-05-25 11:20:52.117,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.60,38.35,25.69,-0.01,-0.64,-0.15,17.00,10.00,0.00,0.00
21117.00,2019-05-25 11:20:53.117,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.72,38.34,25.73,-0.01,-0.67,-0.15,17.00,10.00,0.00,0.00
22117.00,2019-05-25 11:20:54.117,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.74,38.31,25.70,-0.01,-0.70,-0.16,17.00,10.00,0.00,0.00
23117.00,2019-05-25 11:20:55.117,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.68,38.31,25.66,-0.01,-0.64,-0.18,17.00,10.00,0.00,0.00
24117.00,2019-05-25 11:20:56.117,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.73,38.38,25.74,-0.01,-0.65,-0.20,17.00,10.00,0.00,0.00
25138.00,2019-05-25 11:20:57.138,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.63,38.27,25.70,-0.01,-0.66,-0.19,17.00,10.00,0.00,0.00
26231.00,2019-05-25 11:20:58.231,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.72,38.31,25.74,-0.01,-0.69,-0.15,17.00,10.00,0.00,0.00
27324.00,2019-05-25 11:20:59.324,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.73,38.33,25.68,-0.01,-0.65,-0.15,17.00,10.00,0.00,0.00
28417.00,2019-05-25 11:21:00.417,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.67,38.33,25.69,-0.01,-0.67,-0.15,17.00,10.00,0.00,0.00
29507.00,2019-05-25 11:21:01.507,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.62,38.33,25.63,-0.01,-0.64,-0.15,17.00,10.00,0.00,0.00
