OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1075.00,1970-01-01 00:00:01.075,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.69,0.00,0.00,0.00,-0.59,0.02,17.00,10.00,0.00
2162.00,1970-01-01 00:00:02.162,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.67,45.16,55.77,0.00,-0.59,0.01,17.00,10.00,0.00
3280.00,1970-01-01 00:00:03.280,0.00,0.12,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.57,45.09,55.77,0.00,-0.64,0.03,17.00,10.00,0.00
4280.00,1970-01-01 00:00:04.280,0.00,0.12,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.53,45.23,55.80,0.00,-0.63,0.00,17.00,10.00,0.00
5280.00,1970-01-01 00:00:05.280,0.00,0.12,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.50,45.24,55.80,0.00,-0.62,0.03,17.00,10.00,0.00
6280.00,1970-01-01 00:00:06.280,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.50,45.20,55.70,0.00,-0.59,0.03,17.00,10.00,0.00
7280.00,1970-01-01 00:00:07.280,0.00,0.12,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.48,45.24,55.73,0.00,-0.55,0.03,17.00,10.00,0.00
8280.00,1970-01-01 00:00:08.280,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.50,45.23,55.72,0.00,-0.58,0.03,17.00,10.00,0.00
9280.00,1970-01-01 00:00:09.280,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.46,45.22,55.70,0.00,-0.59,0.02,17.00,10.00,0.00
10280.00,2019-04-30 20:03:22.280,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.50,45.20,55.67,0.00,-0.58,0.03,17.00,10.00,0.00
11280.00,2019-04-30 20:03:23.280,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.44,45.23,55.67,0.00,-0.61,0.03,17.00,10.00,0.00
12280.00,2019-04-30 20:03:24.280,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.47,45.19,55.59,0.00,-0.61,0.03,17.00,10.00,0.00
13280.00,2019-04-30 20:03:25.280,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.43,45.31,55.58,0.00,-0.56,0.02,17.00,10.00,0.00
15473.00,2019-04-30 20:03:27.473,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.44,45.16,55.55,0.00,-0.58,0.02,17.00,10.00,0.00
16473.00,2019-04-30 20:03:28.473,0.00,0.12,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.44,45.13,55.45,0.00,-0.60,0.03,17.00,10.00,0.00
17473.00,2019-04-30 20:03:29.473,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.41,45.15,55.55,0.00,-0.58,0.03,17.00,10.00,0.00
18473.00,2019-04-30 20:03:30.473,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.51,45.10,55.45,0.00,-0.58,0.02,17.00,10.00,0.00
19473.00,2019-04-30 20:03:31.473,0.00,0.12,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.51,45.23,55.52,0.00,-0.59,0.02,17.00,10.00,0.00
20473.00,2019-04-30 20:03:32.473,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.44,45.20,55.43,0.00,-0.56,0.03,17.00,10.00,0.00
21473.00,2019-04-30 20:03:33.473,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.45,45.13,55.32,0.00,-0.58,0.01,17.00,10.00,0.00
22473.00,2019-04-30 20:03:34.473,0.00,0.12,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.45,45.21,55.35,0.00,-0.58,0.01,17.00,10.00,0.00
23473.00,2019-04-30 20:03:35.473,0.00,0.12,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.50,45.19,55.35,0.00,-0.62,0.03,17.00,10.00,0.00
24473.00,2019-04-30 20:03:36.473,0.00,0.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.44,45.13,55.27,0.00,-0.59,0.00,17.00,10.00,0.00
25563.00,2019-04-30 20:03:37.563,0.00,0.12,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.42,45.10,55.24,0.00,-0.57,0.01,17.00,10.00,0.00
26670.00,2019-04-30 20:03:38.670,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.47,45.22,55.24,0.00,-0.59,0.02,17.00,10.00,0.00
27779.00,2019-04-30 20:03:39.779,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.32,45.15,55.23,0.00,-0.62,0.04,17.00,10.00,0.00
28884.00,2019-04-30 20:03:40.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.45,45.13,55.24,0.00,-0.55,0.03,17.00,10.00,0.00
29884.00,2019-04-30 20:03:41.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.50,45.06,55.20,0.00,-0.58,0.03,17.00,10.00,0.00
30884.00,2019-04-30 20:03:42.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.46,45.11,55.15,0.00,-0.58,0.03,17.00,10.00,0.00
31884.00,2019-04-30 20:03:43.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.47,45.10,55.13,0.00,-0.60,0.03,17.00,10.00,0.00
32884.00,2019-04-30 20:03:44.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.46,45.16,55.16,0.00,-0.59,0.03,17.00,10.00,0.00
33884.00,2019-04-30 20:03:45.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.35,45.10,55.11,0.00,-0.58,0.02,17.00,10.00,0.00
34884.00,2019-04-30 20:03:46.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.34,45.03,55.09,0.00,-0.54,0.03,17.00,10.00,0.00
35884.00,2019-04-30 20:03:47.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.31,45.13,55.00,0.00,-0.58,0.01,17.00,10.00,0.00
36884.00,2019-04-30 20:03:48.884,0.00,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.34,45.02,54.97,0.00,-0.58,0.03,17.00,10.00,0.00
37884.00,2019-04-30 20:03:49.884,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.45,45.04,54.93,0.00,-0.61,0.01,17.00,10.00,0.00
38884.00,2019-04-30 20:03:50.884,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.50,45.03,55.00,0.00,-0.59,0.03,17.00,10.00,0.00
39959.00,2019-04-30 20:03:51.959,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.49,45.02,54.88,0.00,-0.62,0.03,17.00,10.00,0.00
41065.00,2019-04-30 20:03:53.065,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.48,45.03,54.84,0.00,-0.55,0.03,17.00,10.00,0.00
42183.00,2019-04-30 20:03:54.183,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,45.05,54.91,0.00,-0.61,0.00,17.00,10.00,0.00
43301.00,2019-04-30 20:03:55.301,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.45,44.99,54.86,0.00,-0.58,0.03,17.00,10.00,0.00
44406.00,2019-04-30 20:03:56.406,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.44,45.01,54.77,0.00,-0.61,0.03,17.00,10.00,0.00
45406.00,2019-04-30 20:03:57.406,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.35,44.95,54.75,0.00,-0.60,0.03,17.00,10.00,0.00
46406.00,2019-04-30 20:03:58.406,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.30,45.03,54.79,0.00,-0.59,0.03,17.00,10.00,0.00
47406.00,2019-04-30 20:03:59.406,0.00,0.23,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.32,44.99,54.73,0.00,-0.57,0.03,17.00,10.00,0.00
