 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.25,0,1,1.28,0,0,13.21,40.41,37.79,35.46,0,0.43,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.18,40.43,37.9,35.42,0,0.45,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.07,40.45,37.95,35.42,0,0.45,16,10,0
0,0,0,0.29,0,1,1.28,0,0,13.08,40.53,37.99,35.44,0,0.42,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.01,40.48,37.96,35.48,0,0.43,16,10,0
0,0,0,0.28,0,1,1.28,0,0,13.04,40.44,37.95,35.48,0,0.45,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.99,40.43,37.94,35.35,0,0.44,16,10,0
0,0,0,0.27,0,1,1.28,0,0,13.03,40.41,38.01,35.46,0,-0.38,16,10,0
0,0,0,0.27,0,1,1.28,0,0,13.04,40.41,37.9,35.48,0,-0.34,16,10,0
0,0,0,0.27,0,1,1.28,0,0,13,40.37,37.92,35.32,0,-0.34,16,10,0
0,0,0,0.27,0,1,1.28,0,0,13,40.41,37.94,35.35,0,-0.33,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.98,40.39,37.9,35.39,0,-0.31,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.96,40.35,37.9,35.42,0,-0.32,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.96,40.37,37.9,35.3,0,-0.31,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.97,40.34,37.9,35.34,0,-0.29,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.95,40.38,37.91,35.26,0,-0.29,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.95,40.34,37.88,35.35,0,-0.28,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.95,40.27,37.88,35.3,0,-0.28,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.01,40.35,37.9,35.3,0,-0.42,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.02,40.3,37.85,35.3,0,-0.4,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.02,40.3,37.83,35.34,0,-0.41,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.99,40.23,37.94,35.27,0,-0.34,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.97,40.34,37.84,35.14,0,-0.33,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.95,40.23,37.83,35.16,0,-0.38,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.94,40.25,37.88,35.16,0,-0.31,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.97,40.3,37.85,35.17,0,-0.3,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.98,40.2,37.83,35.2,0,-0.34,16,10,0
