OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1104.00,1970-01-01 00:00:01.104,22.80,4.56,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.35,40.96,50.65,-0.01,-0.65,-0.04,17.00,10.00,0.00,0.00
2223.00,1970-01-01 00:00:02.223,23.41,11.82,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.37,41.01,50.87,-0.01,-0.63,-0.01,17.00,10.00,0.00,0.00
2983.00,1970-01-01 00:00:02.983,23.33,16.85,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.36,41.10,50.84,-0.01,-0.61,-0.04,21.00,10.00,0.00,1.00
3083.00,1970-01-01 00:00:03.083,23.26,17.44,39.19,0.81,1.00,2.00,1.00,999.00,0.01,10.29,41.08,50.85,-0.01,-0.73,-0.06,23.00,6006.00,-20.00,1.00
3183.00,1970-01-01 00:00:03.183,23.22,18.14,39.19,0.81,1.00,2.00,1.00,999.00,0.01,11.14,41.08,50.85,-0.01,-0.66,-0.03,23.00,6006.00,-20.00,1.00
3353.00,1970-01-01 00:00:03.353,23.23,19.19,1291.92,0.80,0.00,2.00,1.00,872.62,0.02,11.43,41.14,50.85,-0.01,-0.61,-0.07,23.00,5881.03,-43.00,1.00
3453.00,1970-01-01 00:00:03.453,23.20,19.78,1914.15,0.80,0.00,2.00,1.00,554.68,0.03,12.21,41.14,50.85,-0.01,-0.64,-0.03,21.00,5408.42,-65.00,1.00
3553.00,1970-01-01 00:00:03.553,23.21,20.48,2100.29,0.80,0.00,2.00,1.00,484.67,0.03,12.20,41.14,50.85,-0.01,-0.63,-0.06,21.00,5265.14,-72.00,1.00
3653.00,1970-01-01 00:00:03.653,23.19,21.07,2371.87,0.83,0.00,2.00,1.00,380.16,0.04,12.21,40.91,50.85,-0.01,-0.63,-0.03,21.00,5278.39,-77.00,1.00
3753.00,1970-01-01 00:00:03.753,23.19,21.77,2495.68,0.83,0.00,2.00,1.00,288.47,0.06,12.23,40.91,50.85,-0.01,-0.66,-0.03,21.00,5352.76,-79.00,1.00
