 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
21.61,241.56,0,1.47,0,2,1.28,0.26,2.07,12.21,51.38,45.95,132.05,0,-0.23,16,0,0
21.21,248,0,1.47,0,2,1.28,0.26,2.07,12.2,51.46,45.71,129.94,0,-0.23,16,0,0
20.74,254.43,0,1.47,0,2,1.28,0.27,2.07,12.21,51.57,45.58,127.95,0,-0.23,16,0,0
20.45,260.64,0,1.47,0,2,1.28,0.28,2.07,12.21,51.55,45.4,126.02,0,-0.23,16,0,0
19.94,266.72,0,1.47,0,2,1.28,0.28,2.07,12.2,51.55,45.13,124.25,0,-0.23,16,0,0
19.54,272.81,0,1.47,0,2,1.28,0.29,2.07,12.21,51.64,45.04,122.58,0,-0.24,16,0,0
19.12,278.66,0,1.47,0,2,1.28,0.3,2.07,12.22,51.64,44.75,120.99,0,-0.23,16,0,0
18.79,283.93,0,1.47,0,2,1.28,0.3,2.07,12.2,51.78,44.7,119.9,0,-0.24,16,0,0
18.41,288.96,0,1.47,0,2,1.28,0.31,2.07,12.21,51.73,44.59,118.47,0,-0.23,16,0,0
18.05,293.99,0,1.47,0,2,1.28,0.31,2.07,12.21,51.75,44.41,117.21,0,-0.23,16,0,0
17.62,298.91,0,1.47,0,2,1.28,0.32,2.07,12.2,51.8,44.23,116.31,0,-0.24,16,0,0
17.17,303.82,0,1.47,0,2,1.28,0.32,2.07,12.2,51.8,44.14,115.07,0,-0.23,16,0,0
16.9,308.5,0,1.47,0,2,1.28,0.33,2.07,12.21,51.88,44.04,114.26,0,-0.23,16,0,0
16.54,313.19,0,1.47,0,2,1.28,0.33,2.07,12.22,51.82,43.93,113.11,0,-0.23,16,0,0
16.11,317.63,0,1.47,0,2,1.28,0.34,2.07,12.2,51.82,43.82,112.08,0,-0.23,16,0,0
15.79,322.08,0,1.47,0,2,1.28,0.34,2.07,12.21,51.8,43.75,111.38,0,-0.23,16,0,0
15.3,326.41,0,1.47,0,2,1.28,0.35,2.07,12.22,51.82,43.65,110.37,0,-0.23,16,0,0
15.01,330.62,0,1.47,0,2,1.28,0.35,2.07,12.2,51.85,43.48,109.52,0,-0.23,16,0,0
14.99,334.72,1708.49,1.47,0,2,1.28,0.35,2.11,12.03,51.82,43.38,109.66,0,-0.25,20,5557.75,0
15.76,339.05,1962.3,1.47,0,2,1.28,0.34,2.2,12.12,51.83,43.32,144.84,0,-0.24,20,5518.99,0
16.71,343.61,1821.97,1.47,0,2,1.28,0.33,2.28,12.01,51.8,42.87,174.56,0,-0.23,20,5510.36,0
17.67,348.41,2008.33,1.38,0,2,1.28,0.32,2.36,12.12,51.87,42.48,192.25,0,-0.23,20,5476.4,0
18.67,353.45,1762.5,1.13,0,2,1.28,0.32,2.45,12.08,51.84,42.39,211.64,0,-0.22,20,5462.83,0
19.91,358.83,2466.13,1.12,0,2,1.28,0.31,2.54,12.11,51.84,42.98,224.53,0,-0.3,20,5437.64,0
20.98,364.56,2189.59,1.19,0,2,1.28,0.3,2.64,12.08,51.89,43.01,239.41,0,-0.24,20,5424.03,0
22.05,370.65,2174.64,1.07,0,2,1.28,0.3,2.74,12.12,51.82,43.2,247.85,0,-0.21,20,5403.78,0
23.25,376.97,2613.87,1.08,0,2,1.28,0.29,2.84,12.11,51.94,43.14,259.07,0,-0.25,20,5403.78,0
24.48,383.64,2893.94,1.04,0,2,1.28,0.29,2.95,12.14,51.97,42.98,269.79,0,-0.2,20,5403.78,0
25.88,391.25,2602.51,1.15,0,2,1.28,0.28,3.07,12.13,51.99,42.95,280.73,0,-0.18,20,5403.78,0
27.32,399.44,3045.45,1.14,0,2,1.28,0.27,3.21,12.12,52.02,43.23,290.5,0,-0.23,20,5403.78,0
28.93,408.33,3100,1.19,0,2,1.28,0.27,3.35,12.11,52.27,43.98,300.17,0,-0.21,20,5403.78,0
30.08,417.46,2738.89,1.2,0,2,1.28,0.26,3.5,12.13,52.41,45.11,310.16,0,-0.28,20,5403.78,0
29.34,426.59,1520.84,1.47,0,2,1.28,0.26,3.57,12.19,52.56,46.05,268.45,0,-0.23,16,44.77,0
28.84,435.49,0,1.47,0,2,1.28,0.27,3.58,12.19,52.68,47.55,244.75,0,-0.22,16,0,0
28.55,444.15,0,1.47,0,2,1.28,0.27,3.58,12.18,52.88,48.27,230.77,0,-0.23,16,0,0
28.04,452.81,0,1.47,0,2,1.28,0.28,3.58,12.19,53.17,48.39,219.68,0,-0.23,16,0,0
27.66,461.23,0,1.47,0,2,1.28,0.28,3.58,12.2,53.4,48.59,210.59,0,-0.24,16,0,0
27.24,469.66,0,1.47,0,2,1.28,0.29,3.58,12.2,53.64,48.77,202.7,0,-0.23,16,0,0
26.57,477.85,0,1.47,0,2,1.28,0.29,3.58,12.18,53.77,48.99,195.85,0,-0.24,16,0,0
26.03,485.93,0,1.47,0,2,1.28,0.3,3.58,12.19,54.05,49.13,189.79,0,-0.22,16,0,0
25.61,493.77,0,1.47,0,2,1.28,0.3,3.58,12.2,54.23,49.27,184.51,0,-0.22,16,0,0
25.22,501.49,0,1.47,0,2,1.28,0.31,3.58,12.2,54.48,49.7,179.62,0,-0.23,16,0,0
24.56,509.1,0,1.47,0,2,1.28,0.31,3.58,12.2,54.57,49.91,175.34,0,-0.23,16,0,0
24.12,516.47,0,1.47,0,2,1.28,0.32,3.58,12.19,54.72,49.89,171.23,0,-0.23,16,0,0
23.74,523.73,0,1.47,0,2,1.28,0.32,3.58,12.21,54.82,49.66,167.51,0,-0.21,16,0,0
23.23,530.87,0,1.47,0,2,1.28,0.33,3.58,12.2,54.98,49.29,163.99,0,-0.24,16,0,0
22.74,537.89,0,1.47,0,2,1.28,0.33,3.58,12.21,54.99,48.83,160.64,0,-0.23,16,0,0
22.27,544.8,0,1.47,0,2,1.28,0.33,3.58,12.21,55.13,48.55,157.63,0,-0.23,16,0,0
21.83,551.47,0,1.47,0,2,1.28,0.34,3.58,12.2,55.13,48.23,154.8,0,-0.22,16,0,0
21.31,558.02,0,1.47,0,2,1.28,0.34,3.58,12.22,55.32,47.85,152.24,0,-0.22,16,0,0
20.87,564.46,0,1.47,0,2,1.28,0.35,3.58,12.2,55.31,47.65,149.91,0,-0.23,16,0,0
20.39,570.66,0,1.47,0,2,1.28,0.35,3.58,12.21,55.38,47.27,147.67,0,-0.23,16,0,0
19.97,576.86,0,1.47,0,2,1.28,0.35,3.58,12.19,55.48,47.07,145.6,0,-0.24,16,0,0
19.39,582.83,0,1.47,0,2,1.28,0.36,3.58,12.22,55.5,46.74,143.64,0,-0.22,16,0,0
19.02,588.69,0,1.47,0,2,1.28,0.36,3.58,12.21,55.47,46.66,141.91,0,-0.23,16,0,0
18.62,594.3,0,1.47,0,2,1.28,0.36,3.58,12.2,55.56,46.35,140.1,0,-0.24,16,0,0
18.16,599.92,0,1.47,0,2,1.28,0.37,3.58,12.22,55.56,46.15,138.52,0,-0.23,16,0,0
17.71,605.3,0,1.47,0,2,1.28,0.37,3.58,12.2,55.6,45.92,137.05,0,-0.23,16,0,0
17.14,610.57,0,1.47,0,2,1.28,0.37,3.58,12.21,55.63,45.82,135.77,0,-0.23,16,0,0
16.76,615.72,0,1.47,0,2,1.28,0.38,3.58,12.21,55.63,45.58,134.46,0,-0.23,16,0,0
16.32,620.75,0,1.47,0,2,1.28,0.38,3.58,12.21,55.61,45.39,133.13,0,-0.24,16,0,0
15.93,625.67,0,1.47,0,2,1.28,0.38,3.58,12.2,55.63,45.17,132.05,0,-0.24,16,0,0
15.37,630.35,0,1.47,0,2,1.28,0.39,3.58,12.2,55.61,44.99,130.92,0,-0.22,16,0,0
14.96,634.91,0,1.47,0,2,1.28,0.39,3.58,12.22,55.59,44.8,129.82,0,-0.22,16,0,0
14.53,639.48,0,1.47,0,2,1.28,0.39,3.58,12.22,55.56,44.63,128.73,0,-0.22,16,0,0
14.07,643.81,0,1.47,0,2,1.28,0.4,3.58,12.21,55.58,44.45,127.77,0,-0.23,16,0,0
13.63,648.02,0,1.47,0,2,1.28,0.4,3.58,12.22,55.61,44.28,126.85,0,-0.22,16,0,0
13.25,652.12,0,1.47,0,2,1.28,0.4,3.58,12.21,55.58,44.06,126.03,0,-0.23,16,0,0
12.72,656.1,0,1.47,0,2,1.28,0.4,3.58,12.22,55.55,43.89,125.16,0,-0.23,16,0,0
12.28,659.84,0,1.47,0,2,1.28,0.4,3.58,12.21,55.55,43.71,124.41,0,-0.22,16,0,0
11.9,663.47,0,1.47,0,1,1.28,0.41,3.58,12.17,55.52,43.62,123.63,0,-0.25,16,0,0
11.5,667.1,0,1.47,0,1,1.28,0.41,3.58,12.22,55.41,43.5,122.83,0,-0.3,16,0,0
11.15,670.49,0,1.47,0,1,1.28,0.41,3.58,12.2,55.41,43.44,122.21,0,-0.24,16,0,0
10.78,673.89,0,1.47,0,1,1.28,0.41,3.58,12.2,55.5,43.35,121.48,0,-0.22,16,0,0
-2684.33,0.94,401.55,1.47,1,1,1.28, inf,0,12.2,55.42,43.3,120.91,0,-0.23,16,0,0
0.47,4.21,2693.43,1.47,0,1,1.28,0.1,0.09,12.05,55.42,43.09,140.59,0,-0.25,20,5403.78,0
14.1,8.31,3026.52,1.47,0,1,1.28,0.08,0.22,12.09,55.38,43.09,191.68,0,-0.25,20,5403.78,0
15.01,12.87,1117.63,1.47,0,1,1.28,0.08,0.34,12.13,55.38,42.94,210.53,0,-0.24,16,8953,0
-276.15,0.12,0,1.47,0,1,1.28, inf,0,12.15,55.31,42.87,186.13,0,-0.23,16,8953,0
13.64,4.56,2985.39,1.47,0,1,1.28,0.13,0.08,12,55.27,42.76,189.54,0,-0.27,20,5403.78,0
17.82,9.71,3837.82,1.47,0,1,1.28,0.09,0.24,12.07,55.38,42.59,234.12,0,-0.22,20,5566.56,0
17.83,14.63,1845.03,1.47,0,2,1.28,0.09,0.35,12.12,55.27,42.44,233.49,0,-0.24,20,5473.49,0
18.37,19.66,1636.36,1.47,0,2,1.28,0.1,0.44,12.12,55.22,42.37,228.13,0,-0.22,20,6532.5,0
18.64,24.93,1510,1.47,0,2,1.28,0.11,0.52,12.13,55.2,42.33,230.89,0,-0.24,16,44.77,0
18.23,29.96,0,1.47,0,2,1.28,0.13,0.52,12.14,55.23,42.52,208.81,0,-0.22,16,0,0
4,3.75,2799.24,1.47,0,1,1.28,0.24,0.03,12.03,55.18,42.41,198.08,0,-0.25,20,5403.78,0
18.25,8.78,2693.43,1.47,0,1,1.28,0.11,0.18,12.07,55.2,42.46,225.64,0,-0.21,20,5403.78,0
18.27,13.93,1170.83,1.47,0,2,1.28,0.12,0.26,12.11,55.17,42.45,207.61,0,-0.23,16,8953,0
17.91,18.96,0,1.47,0,2,1.28,0.15,0.28,12.12,55.25,42.77,195.6,0,-0.23,16,44.77,0
17.56,23.76,0,1.47,0,2,1.28,0.19,0.28,12.15,55.29,43.8,185.66,0,-0.23,16,44.77,0
17.1,28.56,0,1.47,0,2,1.28,0.23,0.28,12.15,55.31,45.98,179.63,0,-0.23,16,44.77,0
16.66,33.47,0,1.47,0,2,1.28,0.26,0.28,12.16,55.41,48.27,174.48,0,-0.23,16,44.77,0
16.25,38.5,0,1.47,0,2,1.28,0.3,0.28,12.17,55.38,49.59,169.94,0,-0.23,16,44.77,0
15.9,43.42,0,1.47,0,2,1.28,0.34,0.28,12.18,55.45,50.36,165.95,0,-0.23,16,44.77,0
15.5,48.22,0,1.47,0,2,1.28,0.38,0.28,12.19,55.49,50.8,162.34,0,-0.22,16,44.77,0
14.94,52.9,0,1.47,0,2,1.28,0.42,0.28,12.17,55.43,50.91,159.07,0,-0.23,16,44.77,0
14.62,57.35,0,1.47,0,2,1.28,0.45,0.28,12.19,55.52,51,156.07,0,-0.23,16,44.77,0
14.06,61.68,0,1.47,0,2,1.28,0.49,0.28,12.17,55.52,50.77,153.3,0,-0.23,16,44.77,0
13.74,66.01,0,1.47,0,2,1.28,0.52,0.28,12.2,55.61,50.16,150.83,0,-0.22,16,44.77,0
13.35,69.64,0,1.47,0,2,1.28,0.55,0.28,12.2,55.7,49.52,149.01,0,-0.23,16,44.77,0
12.98,73.26,0,1.47,0,2,1.28,0.58,0.28,12.2,55.73,48.8,146.82,0,-0.23,16,44.77,0
12.55,76.77,0,1.47,0,2,1.28,0.61,0.28,12.18,55.7,48.16,144.88,0,-0.24,16,44.77,0
12.23,80.29,0,1.47,0,2,1.28,0.63,0.28,12.19,55.75,47.78,143.35,0,-0.23,16,44.77,0
11.84,83.56,0,1.47,0,1,1.28,0.66,0.28,12.15,55.75,47.32,141.61,0,-0.55,16,44.77,0
11.46,86.72,0,1.47,0,1,1.28,0.68,0.28,11.96,55.7,46.93,140.28,0,-0.29,16,44.77,0
11.03,89.88,0,1.47,0,1,1.28,0.71,0.28,11.99,55.79,46.67,138.76,0,-0.39,16,44.77,0
10.66,92.93,0,1.47,0,1,1.28,0.73,0.28,12.03,55.68,46.33,137.27,0,-0.24,16,44.77,0
10.33,95.73,0,1.47,0,1,1.28,0.75,0.28,12.14,55.72,46.13,136.3,0,-0.24,16,44.77,0
9.88,98.54,0,1.47,0,1,1.28,0.78,0.28,12.17,55.67,45.88,134.98,0,-0.48,16,44.77,0
9.58,101.24,0,1.47,0,1,1.28,0.8,0.28,12.16,55.68,45.63,133.74,0,-0.27,16,44.77,0
9.11,104.04,0,1.47,0,1,1.28,0.82,0.28,12.09,55.7,45.34,132.63,0,-0.24,16,44.77,0
8.7,106.74,0,1.47,0,1,1.28,0.84,0.28,12.11,55.61,45.22,131.5,0,-0.24,16,44.77,0
8.27,109.31,0,1.47,0,1,1.28,0.86,0.28,12.07,55.59,44.95,130.44,0,-0.25,16,44.77,0
7.91,111.77,0,1.47,0,1,1.28,0.88,0.28,12.15,55.56,44.69,129.43,0,-0.24,16,44.77,0
7.38,114.11,0,1.47,0,1,1.28,0.9,0.28,11.99,55.59,44.55,128.41,0,-0.28,16,44.77,0
6.99,116.22,0,1.47,0,1,1.28,0.92,0.28,12.15,55.5,44.38,127.45,0,-0.24,16,44.77,0
6.62,118.32,0,1.47,0,1,1.28,0.93,0.28,12.16,55.38,44.26,126.55,0,-0.52,16,44.77,0
6.24,120.08,0,1.47,0,1,1.28,0.95,0.28,11.98,55.45,44.16,125.96,0,-0.35,16,44.77,0
5.82,121.72,0,1.47,0,1,1.28,0.96,0.28,12.06,55.41,43.98,125.1,0,-0.53,16,44.77,0
5.45,123.24,0,1.47,0,1,1.28,0.97,0.28,12.15,55.45,43.86,124.27,0,-0.53,16,44.77,0
5.04,124.64,0,1.47,0,1,1.28,0.98,0.28,11.99,55.36,43.78,123.74,0,-0.27,16,44.77,0
4.68,126.05,0,1.47,0,1,1.28,0.99,0.28,12.17,55.27,43.73,122.91,0,-0.28,16,44.77,0
4.35,127.22,0,1.47,0,1,1.28,1,0.28,12.16,55.25,43.59,122.47,0,-0.23,16,44.77,0
3.9,128.39,0,1.47,0,1,1.28,1.01,0.28,12.15,55.22,43.48,121.66,0,-0.24,16,44.77,0
3.56,129.44,0,1.47,0,1,1.28,1.02,0.28,11.99,55.24,43.37,121.07,0,-0.3,16,44.77,0
3.17,130.26,0,1.47,0,1,1.28,1.03,0.28,12.05,55.16,43.3,120.54,0,-0.46,16,44.77,0
2.94,131.08,0,1.47,0,1,1.28,1.03,0.28,12.03,55.16,43.2,119.9,0,-0.25,16,44.77,0
2.48,131.9,0,1.47,0,1,1.28,1.04,0.28,12.12,55.09,43.13,119.31,0,-0.54,16,44.77,0
2.04,132.48,0,1.47,0,1,1.28,1.04,0.28,12.17,55.04,43.04,118.61,0,-0.41,16,44.77,0
1.77,133.07,0,1.47,0,1,1.28,1.05,0.28,12.17,55.05,42.96,118.1,0,-0.26,16,44.77,0
1.32,133.42,0,1.47,0,1,1.28,1.05,0.28,12.15,54.99,42.89,117.59,0,-0.24,16,44.77,0
0,133.65,0,1.47,0,1,1.28,1.05,0.28,12.13,55,42.84,117.11,0,-0.24,16,44.77,0
0,133.89,0,1.47,0,1,1.28,1.06,0.28,12,54.91,42.75,116.66,0,-0.31,16,44.77,0
1.13,134.12,0,1.47,0,1,1.28,1.06,0.28,12.06,54.95,42.64,116.13,0,-0.25,16,44.77,0
0,134.12,0,1.47,0,1,1.28,1.06,0.28,12.15,54.79,42.59,115.69,0,-0.24,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.14,54.77,42.59,115.23,0,-0.51,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.1,54.8,42.52,114.77,0,-0.25,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.17,54.74,42.5,114.43,0,-0.34,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.1,54.7,42.42,113.99,0,-0.24,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.08,54.7,42.45,113.67,0,-0.24,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.16,54.63,42.29,113.2,0,-0.23,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.03,54.59,42.4,112.86,0,-0.26,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.13,54.59,42.25,112.54,0,-0.23,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.16,54.47,42.32,112.15,0,-0.33,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.16,54.45,42.16,111.73,0,-0.26,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.15,54.32,42.09,111.3,0,-0.23,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.12,54.4,42.09,110.87,0,-0.24,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.01,54.32,42.14,110.5,0,-0.33,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.05,54.25,42.09,110.16,0,-0.52,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.04,54.32,42.05,109.79,0,-0.25,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,11.98,54.23,42.09,109.55,0,-0.3,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.02,54.25,42.01,109.23,0,-0.41,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.07,54.14,41.84,108.88,0,-0.25,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.12,54.08,41.87,108.57,0,-0.25,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.1,54.12,41.83,108.2,0,-0.25,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.11,54.07,41.88,107.95,0,-0.25,16,44.77,0
0,134.24,0,1.47,0,1,1.28,1.06,0.28,12.1,54.05,41.8,107.72,0,-0.25,16,44.77,0
