OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1001.00,1970-01-01 00:00:01.001,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.91,31.36,32.22,-0.01,1.13,2.00,17.00,10.00,0.00,0.00
2001.00,1970-01-01 00:00:02.001,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.90,31.52,32.27,-0.01,1.03,1.89,17.00,10.00,0.00,0.00
3001.00,1970-01-01 00:00:03.001,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.83,31.55,32.30,-0.01,0.92,1.73,17.00,10.00,0.00,0.00
4001.00,1970-01-01 00:00:04.001,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.78,31.52,32.32,-0.01,0.87,1.71,17.00,10.00,0.00,0.00
5001.00,1970-01-01 00:00:05.001,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.77,31.55,32.36,-0.01,0.82,1.67,17.00,10.00,0.00,0.00
6001.00,1970-01-01 00:00:06.001,0.00,0.00,0.00,0.83,0.00,1.00,1.15,0.00,0.00,12.71,31.58,32.38,-0.01,0.73,1.60,17.00,10.00,0.00,0.00
7001.00,1970-01-01 00:00:07.001,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.70,31.63,32.30,-0.01,0.68,1.59,17.00,10.00,0.00,0.00
8001.00,1970-01-01 00:00:08.001,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.71,31.63,32.36,-0.01,0.57,1.47,17.00,10.00,0.00,0.00
9001.00,1970-01-01 00:00:09.001,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.69,31.59,32.32,-0.01,0.61,1.44,17.00,10.00,0.00,0.00
10008.00,1970-01-01 00:00:10.008,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.70,31.55,32.48,-0.01,0.60,1.44,17.00,10.00,0.00,0.00
11008.00,1970-01-01 00:00:11.008,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.67,31.52,32.38,-0.01,0.51,1.37,17.00,10.00,0.00,0.00
11880.00,1970-01-01 00:00:11.880,0.00,0.00,0.00,0.80,0.00,0.00,1.15,0.00,0.00,12.68,31.60,32.36,-0.01,-0.04,0.77,5.00,10.00,0.00,1.00
12036.00,1970-01-01 00:00:12.036,0.00,0.00,0.00,0.81,1.00,0.00,1.15,0.00,0.00,9.68,31.53,32.34,-0.01,-0.08,0.74,7.00,10.00,0.00,1.00
12136.00,1970-01-01 00:00:12.136,0.00,0.00,9.96,0.81,1.00,0.00,1.15,0.00,0.01,11.23,31.53,32.34,-0.01,-0.14,0.74,7.00,13788.00,-20.00,1.00
12236.00,1970-01-01 00:00:12.236,0.00,0.00,821.16,0.81,1.00,0.00,1.15,0.00,0.02,11.52,31.53,32.34,-0.01,0.03,0.72,7.00,13788.00,-34.00,1.00
12336.00,1970-01-01 00:00:12.336,0.00,0.00,1273.66,0.82,0.00,0.00,1.15,0.00,0.03,12.35,31.55,32.34,-0.01,-0.07,0.71,5.00,13788.00,-42.00,1.00
12436.00,1970-01-01 00:00:12.436,0.00,0.00,1754.77,0.82,0.00,0.00,1.15,0.00,0.06,12.50,31.55,32.34,-0.01,-0.76,-0.16,5.00,13788.00,-56.00,1.00
12536.00,1970-01-01 00:00:12.536,0.00,0.00,1881.17,0.82,0.00,0.00,1.15,0.00,0.07,12.55,31.55,32.34,-0.01,-0.80,-0.40,5.00,13788.00,-63.00,1.00
12636.00,1970-01-01 00:00:12.636,0.00,0.00,1961.04,0.82,0.00,0.00,1.15,0.00,0.09,12.42,31.52,32.34,-0.01,-0.75,-0.16,5.00,13788.00,-68.00,1.00
12736.00,1970-01-01 00:00:12.736,0.00,0.00,2015.86,0.83,0.00,0.00,1.15,0.00,0.12,12.56,31.52,32.34,-0.01,-0.74,-0.14,5.00,13788.00,-71.00,1.00
12836.00,1970-01-01 00:00:12.836,0.00,0.00,2015.76,0.83,0.00,0.00,1.15,0.00,0.13,12.56,31.60,32.36,-0.01,-0.74,-0.16,5.00,13788.00,-71.00,1.00
