OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1089.00,1970-01-01 00:00:01.089,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.05,26.63,19.63,-0.01,-0.63,-0.10,17.00,10.00,0.00,0.00
2183.00,1970-01-01 00:00:02.183,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.00,26.72,19.77,-0.01,-0.63,-0.10,17.00,10.00,0.00,0.00
3276.00,1970-01-01 00:00:03.276,0.00,0.00,0.00,0.86,0.00,1.00,1.00,0.00,0.00,12.94,26.70,19.68,-0.01,-0.71,-0.10,17.00,10.00,0.00,0.00
4369.00,1970-01-01 00:00:04.369,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.91,26.84,19.74,-0.01,-0.58,-0.11,17.00,10.00,0.00,0.00
5369.00,1970-01-01 00:00:05.369,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.87,26.80,19.84,-0.01,-0.62,-0.12,17.00,10.00,0.00,0.00
6369.00,1970-01-01 00:00:06.369,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.88,26.77,19.83,-0.01,-0.62,-0.10,17.00,10.00,0.00,0.00
7369.00,1970-01-01 00:00:07.369,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.84,26.84,19.80,-0.01,-0.67,-0.11,17.00,10.00,0.00,0.00
8369.00,1970-01-01 00:00:08.369,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.79,26.96,19.83,-0.01,-0.68,-0.11,17.00,10.00,0.00,0.00
8748.00,1970-01-01 00:00:08.748,0.00,0.00,0.00,0.81,0.00,0.00,1.00,0.00,0.00,12.83,26.87,19.83,-0.01,-0.62,-0.10,5.00,10.00,0.00,1.00
8848.00,1970-01-01 00:00:08.848,0.00,0.00,0.00,0.83,1.00,0.00,1.00,0.00,0.00,10.02,26.87,19.83,-0.01,-0.66,-0.12,7.00,10.00,0.00,1.00
8948.00,1970-01-01 00:00:08.948,0.00,0.00,0.00,0.82,1.00,0.00,1.00,0.00,0.00,11.40,26.87,19.83,-0.01,-0.66,-0.12,7.00,10.00,0.00,1.00
9048.00,1970-01-01 00:00:09.048,0.00,0.00,13.35,0.82,1.00,0.00,1.00,0.00,0.01,10.65,26.88,19.83,-0.01,-0.75,-0.11,7.00,12012.00,-20.00,1.00
9148.00,1970-01-01 00:00:09.148,0.00,0.00,779.19,0.82,1.00,0.00,1.00,0.00,0.02,11.53,26.88,19.83,-0.01,-0.58,-0.12,7.00,12012.00,-34.00,1.00
9248.00,1970-01-01 00:00:09.248,0.00,0.00,779.19,0.82,1.00,0.00,1.00,0.00,0.02,11.48,26.88,19.83,-0.01,-0.58,-0.12,7.00,12012.00,-34.00,1.00
9348.00,1970-01-01 00:00:09.348,0.00,0.00,811.02,0.81,1.00,0.00,1.00,0.00,0.03,10.79,26.94,19.90,-0.01,-0.67,-0.11,7.00,12012.00,-34.00,1.00
9448.00,1970-01-01 00:00:09.448,0.00,0.00,845.87,0.83,1.00,0.00,1.00,0.00,0.04,11.65,26.94,19.90,-0.01,-0.61,-0.12,7.00,12012.00,-35.00,1.00
9548.00,1970-01-01 00:00:09.548,0.00,0.00,845.87,0.82,1.00,0.00,1.00,0.00,0.04,11.43,27.00,19.90,-0.01,-0.63,-0.11,7.00,12012.00,-35.00,1.00
9648.00,1970-01-01 00:00:09.648,0.00,0.00,763.27,0.82,1.00,0.00,1.00,0.00,0.05,10.67,27.00,19.90,-0.01,-0.61,-0.11,7.00,12012.00,-33.00,1.00
9847.00,1970-01-01 00:00:09.847,0.00,0.00,822.88,0.82,1.00,0.00,1.00,0.00,0.06,11.54,26.90,19.80,-0.01,-0.61,-0.12,7.00,12012.00,-34.00,1.00
9947.00,1970-01-01 00:00:09.947,0.00,0.00,837.41,0.81,1.00,0.00,1.00,0.00,0.07,11.06,26.90,19.80,-0.01,-0.72,-0.12,7.00,12012.00,-35.00,1.00
10047.00,1970-01-01 00:00:10.047,0.00,0.00,864.94,0.80,1.00,0.00,1.00,0.00,0.08,11.73,26.90,19.80,-0.01,-0.59,-0.12,7.00,12012.00,-35.00,1.00
10147.00,1970-01-01 00:00:10.147,0.00,0.00,864.94,0.82,1.00,0.00,1.00,0.00,0.08,11.51,26.88,19.73,-0.01,-0.65,-0.11,7.00,12012.00,-35.00,1.00
