OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1084.00,1970-01-01 00:00:01.084,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.91,37.88,41.05,49.53,0.00,2.50,17.00,10.00,0.00
2171.00,1970-01-01 00:00:02.171,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.90,37.97,41.00,49.53,0.00,2.51,17.00,10.00,0.00
3258.00,1970-01-01 00:00:03.258,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.89,37.90,41.08,49.55,0.00,2.51,17.00,10.00,0.00
4345.00,1970-01-01 00:00:04.345,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.87,37.99,41.07,49.48,0.00,2.51,17.00,10.00,0.00
5433.00,1970-01-01 00:00:05.433,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.82,37.98,41.10,49.46,0.00,2.48,17.00,10.00,0.00
6520.00,1970-01-01 00:00:06.520,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.84,37.97,41.02,49.47,0.00,2.51,17.00,10.00,0.00
7604.00,1970-01-01 00:00:07.604,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.79,37.92,41.05,49.49,0.00,2.67,17.00,10.00,0.00
8685.00,1970-01-01 00:00:08.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.79,38.03,40.98,49.40,0.00,5.87,17.00,10.00,0.00
9685.00,1970-01-01 00:00:09.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.84,37.98,41.03,49.34,0.00,2.03,17.00,10.00,0.00
10685.00,1970-01-01 00:00:10.685,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.81,37.98,41.03,49.37,0.00,0.99,17.00,10.00,0.00
11685.00,1970-01-01 00:00:11.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.83,38.01,41.05,49.34,0.00,1.73,17.00,10.00,0.00
12685.00,1970-01-01 00:00:12.685,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.80,37.99,41.01,49.31,0.00,1.72,17.00,10.00,0.00
13685.00,1970-01-01 00:00:13.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.81,38.01,40.96,49.21,0.00,1.70,17.00,10.00,0.00
14685.00,1970-01-01 00:00:14.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.84,37.98,40.98,49.21,0.00,1.66,17.00,10.00,0.00
15685.00,1970-01-01 00:00:15.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.84,37.98,41.00,49.14,0.00,1.68,17.00,10.00,0.00
16685.00,1970-01-01 00:00:16.685,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.82,38.01,40.98,49.11,0.00,1.77,17.00,10.00,0.00
17685.00,1970-01-01 00:00:17.685,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.82,38.12,40.95,49.14,0.00,1.74,17.00,10.00,0.00
18685.00,1970-01-01 00:00:18.685,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,37.97,41.07,49.14,0.00,1.74,17.00,10.00,0.00
19685.00,1970-01-01 00:00:19.685,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,38.01,40.94,49.03,0.00,1.69,17.00,10.00,0.00
20685.00,1970-01-01 00:00:20.685,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.83,38.05,41.05,48.94,0.00,1.61,17.00,10.00,0.00
21728.00,1970-01-01 00:00:21.728,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.82,38.02,40.98,48.98,0.00,1.60,17.00,10.00,0.00
22815.00,1970-01-01 00:00:22.815,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.84,37.99,40.93,48.96,0.00,1.61,17.00,10.00,0.00
23899.00,1970-01-01 00:00:23.899,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.84,37.99,40.95,48.90,0.00,1.60,17.00,10.00,0.00
24986.00,1970-01-01 00:00:24.986,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.84,37.94,40.98,48.83,0.00,1.61,17.00,10.00,0.00
26073.00,1970-01-01 00:00:26.073,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,37.99,40.94,48.88,0.00,1.60,17.00,10.00,0.00
27160.00,1970-01-01 00:00:27.160,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.84,37.98,40.96,48.81,0.00,1.61,17.00,10.00,0.00
28244.00,1970-01-01 00:00:28.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,37.99,40.94,48.77,0.00,1.61,17.00,10.00,0.00
29244.00,1970-01-01 00:00:29.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.66,37.97,40.94,48.76,0.00,1.59,17.00,10.00,0.00
30244.00,1970-01-01 00:00:30.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.66,37.97,40.94,48.63,0.00,1.61,17.00,10.00,0.00
31244.00,1970-01-01 00:00:31.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,38.02,40.91,48.66,0.00,1.60,17.00,10.00,0.00
32244.00,1970-01-01 00:00:32.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,37.99,40.87,48.64,0.00,1.62,17.00,10.00,0.00
33244.00,1970-01-01 00:00:33.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.83,37.92,40.84,48.61,0.00,1.62,17.00,10.00,0.00
34244.00,1970-01-01 00:00:34.244,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.82,37.98,40.94,48.57,0.00,1.63,17.00,10.00,0.00
35244.00,1970-01-01 00:00:35.244,1.89,0.12,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.82,37.97,40.94,48.51,0.00,0.48,17.00,10.00,0.00
36244.00,1970-01-01 00:00:36.244,1.83,0.47,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.82,37.95,40.90,48.51,0.00,-0.29,17.00,10.00,0.00
37244.00,1970-01-01 00:00:37.244,3.77,1.40,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.79,37.91,40.88,48.48,0.00,-0.25,17.00,10.00,0.00
38244.00,1970-01-01 00:00:38.244,3.41,2.69,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.82,37.95,40.83,48.51,0.00,-0.20,17.00,10.00,0.00
39244.00,1970-01-01 00:00:39.244,4.35,3.80,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.80,38.01,40.90,48.33,0.00,-0.22,17.00,10.00,0.00
40274.00,1970-01-01 00:00:40.274,4.72,5.15,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.65,37.94,40.88,48.43,0.00,-0.20,17.00,10.00,0.00
41380.00,1970-01-01 00:00:41.380,4.26,6.55,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.82,37.90,40.91,48.37,0.00,-0.19,17.00,10.00,0.00
42486.00,1970-01-01 00:00:42.486,3.47,7.67,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.66,37.97,40.85,48.33,0.00,-0.23,17.00,10.00,0.00
43486.00,1970-01-01 00:00:43.486,1.32,8.19,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.81,37.95,40.85,48.25,0.00,3.64,17.00,10.00,0.00
44486.00,1970-01-01 00:00:44.486,0.00,8.19,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.77,37.98,40.89,48.18,0.00,3.48,17.00,10.00,0.00
45486.00,1970-01-01 00:00:45.486,-0.00,8.19,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.64,37.96,40.84,48.20,0.00,0.35,17.00,10.00,0.00
46486.00,1970-01-01 00:00:46.486,-0.00,8.19,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.76,37.94,40.88,48.16,0.00,-0.08,17.00,10.00,0.00
47486.00,1970-01-01 00:00:47.486,1.04,8.37,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.82,37.91,40.85,48.16,0.00,-0.37,17.00,10.00,0.00
