OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1092.00,2019-05-24 13:41:21.092,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.74,29.81,30.73,-0.01,5.43,4.94,17.00,10.00,0.00,0.00
2188.00,2019-05-24 13:41:22.188,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.72,29.90,30.77,-0.01,5.43,4.94,17.00,10.00,0.00,0.00
3281.00,2019-05-24 13:41:23.281,0.00,0.00,0.00,0.88,0.00,1.00,1.00,0.00,0.00,12.61,29.88,30.86,-0.01,5.37,4.94,17.00,10.00,0.00,0.00
4374.00,2019-05-24 13:41:24.374,0.00,0.00,0.00,0.86,0.00,1.00,1.00,0.00,0.00,12.57,29.94,30.81,-0.01,5.50,4.94,17.00,10.00,0.00,0.00
5461.00,2019-05-24 13:41:25.461,0.00,0.00,0.00,0.85,0.00,1.00,1.00,0.00,0.00,12.59,29.95,30.84,-0.01,5.42,4.93,17.00,10.00,0.00,0.00
6554.00,2019-05-24 13:41:26.554,0.00,0.00,0.00,0.85,0.00,1.00,1.00,0.00,0.00,12.55,29.92,30.84,-0.01,5.45,4.93,17.00,10.00,0.00,0.00
7647.00,2019-05-24 13:41:27.647,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.59,29.92,30.82,-0.01,5.45,4.93,17.00,10.00,0.00,0.00
8740.00,2019-05-24 13:41:28.740,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.56,29.99,30.82,-0.01,5.45,4.93,17.00,10.00,0.00,0.00
9832.00,2019-05-24 13:41:29.832,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.53,29.99,30.79,-0.01,5.47,4.93,17.00,10.00,0.00,0.00
10925.00,2019-05-24 13:41:30.925,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.55,30.03,30.80,-0.01,5.40,4.93,17.00,10.00,0.00,0.00
12017.00,2019-05-24 13:41:32.017,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.54,29.97,30.92,-0.01,5.45,4.93,17.00,10.00,0.00,0.00
13110.00,2019-05-24 13:41:33.110,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.51,29.99,30.84,-0.01,5.46,4.92,17.00,10.00,0.00,0.00
14110.00,2019-05-24 13:41:34.110,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.51,30.02,30.81,-0.01,5.45,4.92,17.00,10.00,0.00,0.00
15110.00,2019-05-24 13:41:35.110,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.50,30.04,30.86,-0.01,5.42,4.92,17.00,10.00,0.00,0.00
16110.00,2019-05-24 13:41:36.110,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.50,30.02,30.80,-0.01,5.42,4.91,17.00,10.00,0.00,0.00
