OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1089.00,1970-01-01 00:00:01.089,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.84,32.07,35.40,-0.01,1.27,2.01,17.00,10.00,0.00,0.00
2183.00,1970-01-01 00:00:02.183,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.82,32.14,35.42,-0.01,1.22,1.95,17.00,10.00,0.00,0.00
3270.00,1970-01-01 00:00:03.270,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.77,32.14,35.44,-0.01,1.23,1.94,17.00,10.00,0.00,0.00
4363.00,1970-01-01 00:00:04.363,0.00,0.00,0.00,0.83,0.00,1.00,1.15,0.00,0.00,12.66,32.27,35.46,-0.01,1.18,1.94,17.00,10.00,0.00,0.00
5457.00,1970-01-01 00:00:05.457,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.64,32.29,35.53,-0.01,1.17,1.92,17.00,10.00,0.00,0.00
6551.00,1970-01-01 00:00:06.551,0.00,0.00,0.00,0.81,0.00,1.00,1.15,0.00,0.00,12.68,32.23,35.55,-0.01,1.15,1.87,17.00,10.00,0.00,0.00
7551.00,1970-01-01 00:00:07.551,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.66,32.23,35.47,-0.01,1.13,1.87,17.00,10.00,0.00,0.00
8551.00,1970-01-01 00:00:08.551,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.62,32.27,35.46,-0.01,1.13,1.87,17.00,10.00,0.00,0.00
9551.00,1970-01-01 00:00:09.551,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.62,32.22,35.47,-0.01,1.12,1.86,17.00,10.00,0.00,0.00
10551.00,1970-01-01 00:00:10.551,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.60,32.22,35.55,-0.01,1.07,1.86,17.00,10.00,0.00,0.00
11551.00,1970-01-01 00:00:11.551,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.62,32.25,35.53,-0.01,1.11,1.86,17.00,10.00,0.00,0.00
12551.00,1970-01-01 00:00:12.551,0.00,0.00,0.00,0.81,0.00,1.00,1.15,0.00,0.00,12.58,32.25,35.52,-0.01,1.13,1.86,17.00,10.00,0.00,0.00
13551.00,1970-01-01 00:00:13.551,0.00,0.00,0.00,0.81,0.00,1.00,1.15,0.00,0.00,12.58,32.25,35.42,-0.01,1.11,1.85,17.00,10.00,0.00,0.00
