OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1093.00,1970-01-01 00:00:01.093,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,13.12,26.08,25.96,24.98,-9.75,1.38,16.00,10.00,0.00
2186.00,1970-01-01 00:00:02.186,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,13.11,26.13,25.94,25.02,-9.75,1.37,16.00,10.00,0.00
3186.00,1970-01-01 00:00:03.186,0.00,0.00,0.00,0.33,0.00,1.00,1.00,0.00,0.00,12.99,26.10,26.09,25.08,-9.75,1.37,16.00,10.00,0.00
4186.00,1970-01-01 00:00:04.186,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.95,26.20,26.08,25.06,-9.74,1.37,16.00,10.00,0.00
5186.00,1970-01-01 00:00:05.186,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.93,26.14,25.99,25.16,-9.75,1.37,16.00,10.00,0.00
6186.00,1970-01-01 00:00:06.186,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.92,26.20,26.01,25.09,-9.75,1.37,16.00,10.00,0.00
7186.00,1970-01-01 00:00:07.186,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.95,26.23,26.08,25.09,-9.75,1.37,16.00,10.00,0.00
8186.00,1970-01-01 00:00:08.186,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.89,26.19,26.05,25.16,-9.75,1.37,16.00,10.00,0.00
9186.00,1970-01-01 00:00:09.186,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.89,26.23,26.01,25.13,-9.75,1.36,16.00,10.00,0.00
10186.00,1970-01-01 00:00:10.186,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.87,26.21,26.12,25.16,-9.75,1.37,16.00,10.00,0.00
11186.00,1970-01-01 00:00:11.186,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.86,26.23,26.08,25.16,-9.75,1.36,16.00,10.00,0.00
12186.00,1970-01-01 00:00:12.186,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.87,26.27,26.16,25.09,-9.75,1.37,16.00,10.00,0.00
13186.00,1970-01-01 00:00:13.186,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.87,26.21,26.02,25.10,-9.75,1.37,16.00,10.00,0.00
14192.00,1970-01-01 00:00:14.192,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.83,26.21,26.13,25.13,-9.75,1.36,16.00,10.00,0.00
15284.00,1970-01-01 00:00:15.284,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.83,26.18,26.10,25.10,-9.75,1.36,16.00,10.00,0.00
16377.00,1970-01-01 00:00:16.377,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.82,26.23,26.13,25.13,-9.75,1.37,16.00,10.00,0.00
17464.00,1970-01-01 00:00:17.464,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.82,26.23,26.13,25.19,-9.75,1.36,16.00,10.00,0.00
18557.00,1970-01-01 00:00:18.557,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.81,26.18,26.13,25.17,-9.75,1.37,16.00,10.00,0.00
19557.00,1970-01-01 00:00:19.557,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.88,26.16,26.12,25.15,-9.75,1.36,16.00,10.00,0.00
20557.00,1970-01-01 00:00:20.557,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.86,26.23,26.08,25.15,-9.75,1.36,16.00,10.00,0.00
21557.00,1970-01-01 00:00:21.557,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.85,26.20,26.08,25.15,-9.75,1.37,16.00,10.00,0.00
22557.00,1970-01-01 00:00:22.557,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.85,26.16,26.09,25.19,-9.75,1.37,16.00,10.00,0.00
23557.00,1970-01-01 00:00:23.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.85,26.23,26.09,25.06,-9.75,1.36,16.00,10.00,0.00
24557.00,1970-01-01 00:00:24.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.83,26.23,26.13,25.11,-9.75,1.36,16.00,10.00,0.00
25557.00,1970-01-01 00:00:25.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,26.30,26.08,25.13,-9.75,1.36,16.00,10.00,0.00
26557.00,1970-01-01 00:00:26.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.27,26.07,25.06,-9.75,1.36,16.00,10.00,0.00
27557.00,1970-01-01 00:00:27.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,26.23,26.07,25.13,-9.75,1.36,16.00,10.00,0.00
28557.00,1970-01-01 00:00:28.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.16,26.01,25.13,-9.75,1.36,16.00,10.00,0.00
29557.00,1970-01-01 00:00:29.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.21,26.16,25.11,-9.75,1.36,16.00,10.00,0.00
30557.00,1970-01-01 00:00:30.557,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.16,26.08,25.22,-9.75,1.36,16.00,10.00,0.00
31618.00,1970-01-01 00:00:31.618,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.83,26.25,26.08,25.13,-9.75,1.36,16.00,10.00,0.00
32705.00,1970-01-01 00:00:32.705,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.31,26.14,25.16,-9.75,1.36,16.00,10.00,0.00
33792.00,1970-01-01 00:00:33.792,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.83,26.21,26.08,25.09,-9.75,1.36,16.00,10.00,0.00
34876.00,1970-01-01 00:00:34.876,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.23,26.18,25.17,-9.75,1.36,16.00,10.00,0.00
35963.00,1970-01-01 00:00:35.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.65,26.21,26.12,25.16,-9.75,1.36,16.00,10.00,0.00
36963.00,1970-01-01 00:00:36.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.83,26.29,26.07,25.13,-9.75,1.36,16.00,10.00,0.00
37963.00,1970-01-01 00:00:37.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.68,26.25,26.12,25.22,-9.75,1.36,16.00,10.00,0.00
38963.00,1970-01-01 00:00:38.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.68,26.27,26.09,25.17,-9.75,1.36,16.00,10.00,0.00
39963.00,1970-01-01 00:00:39.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.85,26.23,26.12,25.13,-9.75,1.36,16.00,10.00,0.00
40963.00,1970-01-01 00:00:40.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.69,26.23,26.21,25.17,-9.75,1.36,16.00,10.00,0.00
41963.00,1970-01-01 00:00:41.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.82,26.21,26.05,25.16,-9.75,1.36,16.00,10.00,0.00
42963.00,1970-01-01 00:00:42.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.66,26.27,26.12,25.13,-9.75,1.36,16.00,10.00,0.00
43963.00,1970-01-01 00:00:43.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.27,26.19,25.20,-9.75,1.36,16.00,10.00,0.00
44963.00,1970-01-01 00:00:44.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,26.20,26.07,25.09,-9.74,1.36,16.00,10.00,0.00
45963.00,1970-01-01 00:00:45.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.23,26.16,25.19,-9.75,-0.28,16.00,10.00,0.00
46963.00,1970-01-01 00:00:46.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.23,26.16,25.15,-9.75,-0.29,16.00,10.00,0.00
47963.00,1970-01-01 00:00:47.963,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.82,26.31,26.16,25.22,-9.75,-0.25,16.00,10.00,0.00
49004.00,1970-01-01 00:00:49.004,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.25,26.16,25.16,-9.75,-0.25,16.00,10.00,0.00
50094.00,1970-01-01 00:00:50.094,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.64,26.27,26.19,25.13,-9.75,-0.23,16.00,10.00,0.00
51187.00,1970-01-01 00:00:51.187,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.30,26.16,25.20,-9.75,-0.22,16.00,10.00,0.00
52274.00,1970-01-01 00:00:52.274,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.66,26.30,26.16,25.23,-9.75,-0.21,16.00,10.00,0.00
53361.00,1970-01-01 00:00:53.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.82,26.20,26.19,25.16,-9.75,-0.19,16.00,10.00,0.00
54361.00,1970-01-01 00:00:54.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.82,26.30,26.23,25.11,-9.75,-0.19,16.00,10.00,0.00
55361.00,1970-01-01 00:00:55.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.25,26.14,25.11,-9.75,-0.18,16.00,10.00,0.00
56361.00,1970-01-01 00:00:56.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.64,26.23,26.13,25.26,-9.75,-0.18,16.00,10.00,0.00
57361.00,1970-01-01 00:00:57.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.32,26.13,25.15,-9.75,-0.17,16.00,10.00,0.00
58361.00,1970-01-01 00:00:58.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.64,26.21,26.19,25.16,-9.75,-0.17,16.00,10.00,0.00
59361.00,1970-01-01 00:00:59.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.29,26.12,25.11,-9.75,-0.17,16.00,10.00,0.00
60361.00,1970-01-01 00:01:00.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.64,26.23,26.21,25.26,-9.75,-0.18,16.00,10.00,0.00
61361.00,1970-01-01 00:01:01.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.31,26.21,25.11,-9.75,-0.18,16.00,10.00,0.00
62361.00,1970-01-01 00:01:02.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,26.19,26.20,25.21,-9.75,-0.19,16.00,10.00,0.00
63361.00,1970-01-01 00:01:03.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.27,26.27,25.19,-9.75,-0.19,16.00,10.00,0.00
64361.00,1970-01-01 00:01:04.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.25,26.20,25.19,-9.75,-0.18,16.00,10.00,0.00
65361.00,1970-01-01 00:01:05.361,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,26.23,26.27,25.19,-9.75,-0.18,16.00,10.00,0.00
66413.00,1970-01-01 00:01:06.413,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.63,26.32,26.21,25.16,-9.75,-0.18,16.00,10.00,0.00
67500.00,1970-01-01 00:01:07.500,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.19,26.29,25.15,-9.75,-0.18,16.00,10.00,0.00
68587.00,1970-01-01 00:01:08.587,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.64,26.27,26.25,25.16,-9.75,-0.18,16.00,10.00,0.00
69671.00,1970-01-01 00:01:09.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.25,26.25,25.17,-9.75,-0.17,16.00,10.00,0.00
70671.00,1970-01-01 00:01:10.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.13,26.16,25.20,-9.75,-0.17,16.00,10.00,0.00
71671.00,1970-01-01 00:01:11.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.29,26.27,25.15,-9.75,-0.17,16.00,10.00,0.00
72671.00,1970-01-01 00:01:12.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.67,26.27,26.29,25.10,-9.75,-0.16,16.00,10.00,0.00
73671.00,1970-01-01 00:01:13.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.27,26.37,25.16,-9.75,-0.16,16.00,10.00,0.00
74671.00,1970-01-01 00:01:14.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.27,26.25,25.23,-9.75,-0.16,16.00,10.00,0.00
75671.00,1970-01-01 00:01:15.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.27,26.27,25.19,-9.75,-0.16,16.00,10.00,0.00
76671.00,1970-01-01 00:01:16.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.63,26.27,26.23,25.13,-9.75,-0.15,16.00,10.00,0.00
77671.00,1970-01-01 00:01:17.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.29,26.32,25.17,-9.75,-0.16,16.00,10.00,0.00
78671.00,1970-01-01 00:01:18.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.23,26.32,25.22,-9.75,-0.16,16.00,10.00,0.00
79671.00,1970-01-01 00:01:19.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.77,26.25,26.35,25.19,-9.75,-0.16,16.00,10.00,0.00
80671.00,1970-01-01 00:01:20.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.78,26.23,26.30,25.15,-9.75,-0.15,16.00,10.00,0.00
81671.00,1970-01-01 00:01:21.671,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.23,26.34,25.20,-9.75,-0.15,16.00,10.00,0.00
82725.00,1970-01-01 00:01:22.725,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.63,26.20,26.31,25.17,-9.75,-0.15,16.00,10.00,0.00
83812.00,1970-01-01 00:01:23.812,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.25,26.31,25.16,-9.75,-0.15,16.00,10.00,0.00
84899.00,1970-01-01 00:01:24.899,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.63,26.21,26.27,25.13,-9.75,-0.15,16.00,10.00,0.00
85986.00,1970-01-01 00:01:25.986,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.80,26.21,26.23,25.21,-9.75,-0.15,16.00,10.00,0.00
87073.00,1970-01-01 00:01:27.073,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.27,26.21,25.22,-9.75,-0.15,16.00,10.00,0.00
88160.00,1970-01-01 00:01:28.160,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.63,26.23,26.32,25.20,-9.75,-0.14,16.00,10.00,0.00
89247.00,1970-01-01 00:01:29.247,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.27,26.30,25.19,-9.75,-0.15,16.00,10.00,0.00
90333.00,1970-01-01 00:01:30.333,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.20,26.30,25.20,-9.75,-0.15,16.00,10.00,0.00
91420.00,1970-01-01 00:01:31.420,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.79,26.25,26.39,25.13,-9.75,-0.15,16.00,10.00,0.00
92420.00,1970-01-01 00:01:32.420,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.81,26.27,26.38,25.26,-9.75,-0.15,16.00,10.00,0.00
