OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1117.00,1970-01-01 00:00:01.117,29.45,5.85,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.78,52.33,78.59,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
2232.00,1970-01-01 00:00:02.232,30.51,15.33,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.78,52.24,78.63,-0.01,-0.50,-0.05,17.00,10.00,0.00,0.00
3347.00,1970-01-01 00:00:03.347,30.35,24.81,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.75,52.34,78.68,-0.01,-0.47,-0.06,17.00,10.00,0.00,0.00
4462.00,1970-01-01 00:00:04.462,29.86,34.06,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.71,52.16,78.65,-0.01,-0.50,-0.06,17.00,10.00,0.00,0.00
5570.00,1970-01-01 00:00:05.570,29.57,43.19,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.72,52.16,78.60,-0.01,-0.48,-0.06,17.00,10.00,0.00,0.00
6689.00,1970-01-01 00:00:06.689,29.07,52.31,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.71,52.07,78.61,-0.01,-0.46,-0.04,17.00,10.00,0.00,0.00
7807.00,1970-01-01 00:00:07.807,28.15,61.21,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.71,52.09,78.59,-0.01,-0.51,-0.02,17.00,10.00,0.00,0.00
8922.00,1970-01-01 00:00:08.922,27.25,69.64,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.71,52.07,78.61,-0.01,-0.48,-0.04,17.00,10.00,0.00,0.00
10040.00,1970-01-01 00:00:10.040,26.87,78.06,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.70,51.98,78.48,-0.01,-0.48,-0.05,17.00,10.00,0.00,0.00
11155.00,1970-01-01 00:00:11.155,26.67,86.37,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.71,51.89,78.48,-0.01,-0.50,-0.04,17.00,10.00,0.00,0.00
12268.00,1970-01-01 00:00:12.268,26.83,94.68,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.75,51.82,78.33,-0.01,-0.49,-0.04,17.00,10.00,0.00,0.00
13268.00,1970-01-01 00:00:13.268,26.64,102.05,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.78,51.82,78.28,-0.01,-0.53,-0.04,17.00,10.00,0.00,0.00
14268.00,1970-01-01 00:00:14.268,26.35,109.43,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.77,51.69,78.22,-0.01,-0.50,-0.05,17.00,10.00,0.00,0.00
15268.00,1970-01-01 00:00:15.268,26.12,116.68,0.00,0.83,0.00,2.00,1.00,999.00,0.00,12.75,51.68,78.22,-0.01,-0.50,-0.05,17.00,10.00,0.00,0.00
