OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
484.00,1970-00-00 00:00:00.484,0.00,0.00,0.00,0.80,0.00,0.00,1.15,0.00,0.00,12.81,0.00,0.00,0.00,0.00,1.09,21.00,10.00,0.00,1.00
584.00,1970-00-00 00:00:00.584,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.83,0.00,0.00,0.00,0.33,1.08,21.00,10.00,0.00,1.00
684.00,1970-00-00 00:00:00.684,0.00,0.00,0.00,0.80,1.00,1.00,1.15,0.00,0.00,12.77,0.00,0.00,0.00,0.33,1.07,23.00,10.00,0.00,1.00
784.00,1970-00-00 00:00:00.784,0.00,0.00,0.00,0.80,1.00,1.00,1.15,0.00,0.00,10.38,32.52,36.48,-0.01,0.31,1.06,23.00,10.00,0.00,1.00
884.00,1970-00-00 00:00:00.884,0.00,0.00,0.00,0.80,1.00,1.00,1.15,0.00,0.00,11.51,32.52,36.48,-0.01,0.27,1.05,23.00,10.00,0.00,1.00
984.00,1970-00-00 00:00:00.984,0.00,0.00,135.23,0.80,1.00,1.00,1.15,0.00,0.01,11.44,32.52,36.48,-0.01,0.34,1.08,23.00,6894.00,-22.00,1.00
1095.00,1970-01-01 00:00:01.095,0.00,0.00,1555.79,0.80,0.00,1.00,1.15,0.00,0.02,11.61,32.50,36.52,-0.01,0.27,1.05,23.00,6740.14,-53.00,1.00
1195.00,1970-01-01 00:00:01.195,0.00,0.00,1545.26,0.80,0.00,1.00,1.15,0.00,0.02,12.56,32.50,36.52,-0.01,0.34,1.06,21.00,6769.20,-52.00,1.00
1295.00,1970-01-01 00:00:01.295,0.00,0.00,1605.01,0.80,0.00,1.00,1.15,0.00,0.03,12.62,32.53,36.52,-0.01,0.36,1.10,21.00,6604.43,-53.00,1.00
1395.00,1970-01-01 00:00:01.395,0.00,0.00,1557.41,0.80,0.00,1.00,1.15,0.00,0.04,12.62,32.53,36.52,-0.01,0.97,1.78,21.00,6735.69,-53.00,1.00
1495.00,1970-01-01 00:00:01.495,0.00,0.00,1618.19,0.80,0.00,1.00,1.15,0.00,0.05,12.41,32.53,36.52,-0.01,1.85,2.38,21.00,6568.08,-54.00,1.00
