OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1089.00,1970-01-01 00:00:01.089,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,13.06,23.49,23.39,-0.01,5.86,4.51,17.00,10.00,0.00,0.00
2176.00,1970-01-01 00:00:02.176,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,13.05,23.54,23.48,-0.01,5.87,4.51,17.00,10.00,0.00,0.00
3263.00,1970-01-01 00:00:03.263,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.96,23.52,23.54,-0.01,5.82,4.50,17.00,10.00,0.00,0.00
4356.00,1970-01-01 00:00:04.356,0.00,0.00,0.00,0.87,0.00,1.00,1.15,0.00,0.00,12.95,23.58,23.45,-0.01,5.89,4.50,17.00,10.00,0.00,0.00
5449.00,1970-01-01 00:00:05.449,0.00,0.00,0.00,0.84,0.00,1.00,1.15,0.00,0.00,12.92,23.60,23.50,-0.01,5.87,4.51,17.00,10.00,0.00,0.00
6542.00,1970-01-01 00:00:06.542,0.00,0.00,0.00,0.81,0.00,1.00,1.15,0.00,0.00,12.88,23.61,23.52,-0.01,5.86,4.50,17.00,10.00,0.00,0.00
7629.00,1970-01-01 00:00:07.629,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.86,23.58,23.55,-0.01,5.90,4.50,17.00,10.00,0.00,0.00
8722.00,1970-01-01 00:00:08.722,0.00,0.00,0.00,0.85,0.00,1.00,1.15,0.00,0.00,12.85,23.61,23.56,-0.01,5.83,4.50,17.00,10.00,0.00,0.00
9809.00,1970-01-01 00:00:09.809,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.86,23.67,23.59,-0.01,5.87,4.50,17.00,10.00,0.00,0.00
10902.00,1970-01-01 00:00:10.902,0.00,0.00,0.00,0.84,0.00,1.00,1.15,0.00,0.00,12.83,23.60,23.54,-0.01,5.86,4.50,17.00,10.00,0.00,0.00
11902.00,1970-01-01 00:00:11.902,0.00,0.00,0.00,0.84,0.00,1.00,1.15,0.00,0.00,12.82,23.67,23.54,-0.01,5.88,4.50,17.00,10.00,0.00,0.00
12902.00,1970-01-01 00:00:12.902,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.82,23.63,23.61,-0.01,5.86,4.49,17.00,10.00,0.00,0.00
13902.00,1970-01-01 00:00:13.902,0.00,0.00,0.00,0.84,0.00,1.00,1.15,0.00,0.00,12.79,23.61,23.54,-0.01,5.80,4.47,17.00,10.00,0.00,0.00
14902.00,1970-01-01 00:00:14.902,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.82,23.63,23.55,-0.01,5.80,4.46,17.00,10.00,0.00,0.00
15902.00,1970-01-01 00:00:15.902,0.00,0.00,0.00,0.83,0.00,1.00,1.15,0.00,0.00,12.79,23.69,23.59,-0.01,5.79,4.47,17.00,10.00,0.00,0.00
16902.00,1970-01-01 00:00:16.902,0.00,0.00,0.00,0.81,0.00,1.00,1.15,0.00,0.00,12.79,23.61,23.52,-0.01,5.77,4.47,17.00,10.00,0.00,0.00
17902.00,1970-01-01 00:00:17.902,0.00,0.00,0.00,0.83,0.00,1.00,1.15,0.00,0.00,12.78,23.63,23.55,-0.01,5.77,4.47,17.00,10.00,0.00,0.00
18902.00,1970-01-01 00:00:18.902,0.00,0.00,0.00,0.83,0.00,1.00,1.15,0.00,0.00,12.81,23.67,23.54,-0.01,5.77,4.46,17.00,10.00,0.00,0.00
19902.00,1970-01-01 00:00:19.902,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.87,23.70,23.58,-0.01,5.79,4.47,17.00,10.00,0.00,0.00
