OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1075.00,1970-01-01 00:00:01.075,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.93,20.80,20.45,0.00,-0.57,0.07,17.00,10.00,0.00
2075.00,1970-01-01 00:00:02.075,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.93,21.01,20.53,0.00,-0.57,0.08,17.00,10.00,0.00
3075.00,1970-01-01 00:00:03.075,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.85,20.98,20.52,0.00,-0.58,0.07,17.00,10.00,0.00
4075.00,1970-01-01 00:00:04.075,0.00,0.00,0.00,0.33,0.00,1.00,1.00,0.00,0.00,12.75,20.98,20.53,0.00,-0.59,0.04,17.00,10.00,0.00
5075.00,1970-01-01 00:00:05.075,0.00,0.00,0.00,0.32,0.00,1.00,1.00,0.00,0.00,12.74,21.06,20.56,0.00,-0.58,0.06,17.00,10.00,0.00
6075.00,1970-01-01 00:00:06.075,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.74,21.09,20.64,0.00,-0.56,0.07,17.00,10.00,0.00
7075.00,1970-01-01 00:00:07.075,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.80,21.01,20.65,0.00,-0.56,0.07,17.00,10.00,0.00
8075.00,1970-01-01 00:00:08.075,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.76,21.09,20.65,0.00,-0.58,0.06,17.00,10.00,0.00
9075.00,1970-01-01 00:00:09.075,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.70,21.12,20.63,0.00,-0.57,0.07,17.00,10.00,0.00
10075.00,1970-01-01 00:00:10.075,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.72,21.08,20.69,0.00,-0.61,0.07,17.00,10.00,0.00
