OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1094.00,1970-01-01 00:00:01.094,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.49,40.59,45.88,-0.01,-0.66,-0.04,17.00,10.00,0.00,0.00
2094.00,1970-01-01 00:00:02.094,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.49,40.56,45.95,-0.01,-0.64,-0.04,17.00,10.00,0.00,0.00
3094.00,1970-01-01 00:00:03.094,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.43,40.66,46.06,-0.01,-0.66,-0.05,17.00,10.00,0.00,0.00
4094.00,1970-01-01 00:00:04.094,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.39,40.66,46.00,-0.01,-0.69,-0.05,17.00,10.00,0.00,0.00
5094.00,1970-01-01 00:00:05.094,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.39,40.65,46.04,-0.01,-0.67,-0.04,17.00,10.00,0.00,0.00
6094.00,1970-01-01 00:00:06.094,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.41,40.62,45.92,-0.01,-0.65,-0.04,17.00,10.00,0.00,0.00
7094.00,1970-01-01 00:00:07.094,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.36,40.65,46.04,-0.01,-0.64,-0.04,17.00,10.00,0.00,0.00
7499.00,1970-01-01 00:00:07.499,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.37,40.67,46.02,-0.01,-0.66,-0.05,21.00,10.00,0.00,1.00
7642.00,1970-01-01 00:00:07.642,0.00,0.00,15.73,0.81,1.00,1.00,1.00,0.00,0.01,9.38,40.67,46.00,-0.01,-0.61,-0.04,23.00,6006.00,-20.00,1.00
7742.00,1970-01-01 00:00:07.742,0.00,0.00,15.73,0.80,1.00,1.00,1.00,0.00,0.01,11.24,40.67,46.00,-0.01,-0.68,-0.06,23.00,6006.00,-20.00,1.00
