 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,1.47,0,1,1,0,0,12.24,40.26,39.97,36.26,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,40.3,39.99,36.3,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,40.3,39.97,36.28,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.43,40.01,36.27,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,40.32,39.99,36.2,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.28,40.02,36.3,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,40.3,40.02,36.27,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,40.28,39.96,36.18,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.21,39.95,36.16,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,40.28,39.89,36.12,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,40.23,39.98,36.16,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,40.23,39.98,36.13,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,40.2,39.99,36.05,0,-0.19,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.23,39.94,36.08,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,40.14,39.91,36.06,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.05,39.88,36.04,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.09,39.91,35.98,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,40.07,39.88,36.04,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.08,39.8,35.94,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,40.02,39.91,35.98,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.05,39.82,35.86,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,39.99,39.91,35.98,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,40.02,39.91,35.86,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,40.07,39.85,35.89,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,40.02,39.85,35.87,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,39.97,39.87,35.86,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,40.02,39.85,35.89,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,40.05,39.84,35.8,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,39.99,39.92,35.86,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,39.95,39.82,35.82,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,39.99,39.88,35.8,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,39.95,39.85,35.71,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,39.96,39.84,35.8,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,39.9,39.82,35.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,39.91,39.8,35.66,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,39.95,39.78,35.71,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,39.87,39.8,35.64,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,39.9,39.84,35.73,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,39.87,39.78,35.63,0,-0.2,16,10,0
