 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.25,0,1,1.28,0,0,12.91,40.59,35.3,61.5,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.91,40.67,35.34,61.46,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.9,40.64,35.52,61.37,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.85,40.77,35.45,61.23,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.84,40.53,35.4,61.1,0,-0.22,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.85,40.53,35.53,60.98,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.86,40.53,35.45,60.88,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.86,40.45,35.46,60.78,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.84,40.46,35.41,60.55,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.83,40.52,35.34,60.41,0,-0.21,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.83,40.48,35.45,60.34,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.83,40.48,35.41,60.21,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.88,40.48,35.38,60.02,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.88,40.41,35.35,59.9,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.84,40.27,35.38,59.84,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.84,40.37,35.33,59.64,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.85,40.41,35.27,59.53,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.86,40.3,35.37,59.42,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.86,40.35,35.41,59.35,0,-0.21,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.85,40.35,35.38,59.3,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.85,40.44,35.42,59.14,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.85,40.33,35.41,59.13,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.86,40.35,35.46,59,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.83,40.41,35.48,58.99,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.84,40.43,35.44,58.87,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.87,40.38,35.51,58.68,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.84,40.35,35.47,58.54,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.86,40.35,35.53,58.56,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.87,40.3,35.44,58.45,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.85,40.25,35.42,58.35,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.85,40.27,35.34,58.21,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.85,40.2,35.45,58.1,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.85,40.2,35.4,57.98,0,-0.21,16,10,0
0,0.12,0,1.47,0,1,1.28, inf,0,12.85,40.19,35.45,57.95,0,-0.2,16,10,0
