OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
749.00,1970-00-00 00:00:00.749,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,12.10,0.00,0.00,0.00,0.00,-0.13,0.02,17.00,10.00,0.00,0.00,0.00
2163.00,1970-01-01 00:00:02.163,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,39.41,63.11,-101.41,26.08,-0.13,0.02,17.00,10.00,0.00,0.00,0.00
2263.00,1970-01-01 00:00:02.263,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,11.93,39.41,63.11,-101.41,26.08,-0.11,0.02,17.00,10.00,0.00,0.00,0.00
2363.00,1970-01-01 00:00:02.363,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,39.41,63.11,-101.41,26.08,-0.15,0.02,17.00,10.00,0.00,0.00,0.00
2463.00,1970-01-01 00:00:02.463,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,39.32,63.02,-100.83,26.08,-0.12,0.02,17.00,10.00,0.00,0.00,0.00
2563.00,1970-01-01 00:00:02.563,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,11.96,39.32,63.02,-100.83,26.08,-0.13,0.03,17.00,10.00,0.00,0.00,0.00
2663.00,1970-01-01 00:00:02.663,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,39.32,63.02,-100.83,26.08,-0.13,0.03,17.00,10.00,0.00,0.00,0.00
2763.00,1970-01-01 00:00:02.763,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,39.45,63.02,-100.71,26.08,-0.11,-0.00,17.00,10.00,0.00,0.00,0.00
2863.00,1970-01-01 00:00:02.863,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,39.45,63.02,-100.71,26.08,-0.15,-0.02,17.00,10.00,0.00,0.00,0.00
2963.00,1970-01-01 00:00:02.963,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.03,39.44,62.97,-100.57,26.05,-0.10,-0.00,17.00,10.00,0.00,0.00,0.00
3063.00,1970-01-01 00:00:03.063,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.03,39.44,62.97,-100.57,26.05,-0.15,-0.02,17.00,10.00,0.00,0.00,0.00
3163.00,1970-01-01 00:00:03.163,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,39.44,62.97,-100.57,26.05,-0.12,-0.02,17.00,10.00,0.00,0.00,0.00
3263.00,1970-01-01 00:00:03.263,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,39.40,62.97,-100.52,26.05,-0.12,0.03,17.00,10.00,0.00,0.00,0.00
3363.00,1970-01-01 00:00:03.363,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,11.92,39.40,62.97,-100.52,26.20,-0.13,0.03,17.00,10.00,0.00,0.00,0.00
3463.00,1970-01-01 00:00:03.463,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.05,39.44,62.97,-100.39,26.20,-0.11,0.03,17.00,10.00,0.00,0.00,0.00
3563.00,1970-01-01 00:00:03.563,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,39.44,62.97,-100.39,26.20,-0.14,0.03,17.00,10.00,0.00,0.00,0.00
3663.00,1970-01-01 00:00:03.663,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,39.44,62.97,-100.39,26.20,-0.13,0.02,17.00,10.00,0.00,0.00,0.00
3763.00,1970-01-01 00:00:03.763,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,39.41,63.00,-100.34,26.13,-0.13,0.02,17.00,10.00,0.00,0.00,0.00
3863.00,1970-01-01 00:00:03.863,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,39.41,63.00,-100.34,26.13,-0.12,0.02,17.00,10.00,0.00,0.00,0.00
3963.00,1970-01-01 00:00:03.963,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,11.93,39.41,63.00,-100.34,26.13,-0.10,0.02,17.00,10.00,0.00,0.00,0.00
