OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
790.00,1970-00-00 00:00:00.790,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,13.05,0.00,0.00,0.00,0.00,2.86,1.97,17.00,10.00,0.00,0.00,0.00
3106.00,1970-01-01 00:00:03.106,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.05,36.99,36.61,18.28,34.35,2.66,1.97,17.00,10.00,0.00,0.00,0.00
3206.00,1970-01-01 00:00:03.206,0.00,0.00,0.00,0.90,0.00,1.00,1.00,0.00,0.00,12.91,36.99,36.61,18.28,34.35,2.67,1.84,17.00,10.00,0.00,0.00,0.00
3306.00,1970-01-01 00:00:03.306,0.00,0.00,0.00,0.90,0.00,1.00,1.00,0.00,0.00,12.88,36.99,36.61,18.28,34.35,2.66,1.84,17.00,10.00,0.00,0.00,0.00
3406.00,1970-01-01 00:00:03.406,0.00,0.00,0.00,0.90,0.00,1.00,1.00,0.00,0.00,12.88,36.93,36.67,18.34,34.35,2.67,1.84,17.00,10.00,0.00,0.00,0.00
3506.00,1970-01-01 00:00:03.506,0.00,0.00,0.00,0.90,0.00,1.00,1.00,0.00,0.00,12.83,36.93,36.67,18.34,34.34,2.70,1.84,17.00,10.00,0.00,0.00,0.00
3606.00,1970-01-01 00:00:03.606,0.00,0.00,0.00,0.88,0.00,1.00,1.00,0.00,0.00,12.87,36.93,36.74,18.34,34.34,2.64,1.83,17.00,10.00,0.00,0.00,0.00
3706.00,1970-01-01 00:00:03.706,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.82,36.95,36.74,18.35,34.34,2.68,1.82,17.00,10.00,0.00,0.00,0.00
3806.00,1970-01-01 00:00:03.806,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.81,36.95,36.74,18.35,34.34,2.67,1.81,17.00,10.00,0.00,0.00,0.00
3906.00,1970-01-01 00:00:03.906,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.88,36.95,36.72,18.33,34.38,2.67,1.81,17.00,10.00,0.00,0.00,0.00
4006.00,1970-01-01 00:00:04.006,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.79,36.95,36.72,18.33,34.38,2.70,1.81,17.00,10.00,0.00,0.00,0.00
4106.00,1970-01-01 00:00:04.106,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.85,36.95,36.63,18.33,34.38,2.66,1.82,17.00,10.00,0.00,0.00,0.00
4206.00,1970-01-01 00:00:04.206,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.82,36.98,36.63,18.38,34.38,2.71,1.82,17.00,10.00,0.00,0.00,0.00
