OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
2681,1970-01-01 00:00:02.681,0,0,991.27,0.31,1,1,1,0,0.06,11.62,33.91,34.2,31.4,0,-0.2,23,6906.99,-37
2781,1970-01-01 00:00:02.781,0,0,987.13,0.31,1,1,1,0,0.07,11.5,34.07,34.2,31.13,0,-0.19,23,6910.29,-37
3081,1970-01-01 00:00:03.081,0,0,1000.41,0.26,1,1,1,0,0.09,11.37,33.93,34.2,30.84,0,-0.19,23,6899.79,-38
3281,1970-01-01 00:00:03.281,0,0,997.56,0.26,1,1,1,0,0.09,11.6,34.02,34.2,30.55,0,-0.19,23,6901.96,-37
3581,1970-01-01 00:00:03.581,0,0,991.71,0.29,1,1,1,0,0.11,10.89,34.02,34.2,30.2,0,-0.19,23,6906.63,-37
3681,1970-01-01 00:00:03.681,0,0,1000.27,0.29,1,1,1,0,0.12,11.62,34.02,34.2,30.2,0,-0.18,23,6899.86,-38
3881,1970-01-01 00:00:03.881,0,0,1055.65,0.26,1,1,1,0,0.13,11.47,34.02,34.2,29.97,0,-0.19,23,6871.06,-39
3981,1970-01-01 00:00:03.981,0,0,1055.65,0.29,1,1,1,0,0.13,11.41,34.02,34.2,29.97,0,-0.2,23,6871.06,-39
4377,1970-01-01 00:00:04.377,0,0,1084.16,0.3,1,1,1,0,0.16,11.19,33.98,34.2,29.9,0,-0.19,23,6856.24,-39
4477,1970-01-01 00:00:04.477,0,0,1066.23,0.27,1,1,1,0,0.16,11.08,33.98,34.2,29.9,0,-0.19,23,6865.56,-39
4577,1970-01-01 00:00:04.577,0,0,1082.61,0.28,1,1,1,0,0.17,11.56,33.98,34.2,29.9,0,-0.19,23,6857.04,-39
4677,1970-01-01 00:00:04.677,0,0,1120.36,0.29,1,1,1,0,0.17,11.51,34.02,34.2,30.01,0,-0.18,23,6837.41,-40
4977,1970-01-01 00:00:04.977,0,0,1196.06,0.28,1,1,1,0,0.19,11.42,34.09,34.2,30.41,0,-0.18,23,6798.05,-41
5077,1970-01-01 00:00:05.077,0,0,1201.75,0.3,0,1,1,0,0.2,11.6,34.09,34.2,30.41,0,-0.15,21,6795.09,-41
5177,1970-01-01 00:00:05.177,0,0,1143.62,0.3,1,1,1,0,0.2,12.09,33.95,34.2,30.93,0,-0.17,23,6825.32,-40
5477,1970-01-01 00:00:05.477,0,0,1144.54,0.29,1,1,1,0,0.22,11.27,34.06,34.2,31.8,0,-0.17,23,6824.84,-40
5577,1970-01-01 00:00:05.577,0,0,1235.14,0.3,0,1,1,0,0.22,12.08,34.06,34.2,31.8,0,-0.17,21,6777.73,-42
