OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1108,1970-01-01 00:00:01,24.52,5.91,0,0.37,0,2,1,999,0,12.49,66.5,90.09,197,0,-0.16,17,10,0
2220,1970-01-01 00:00:02,24.98,13.63,0,0.37,0,2,1,999,0,12.48,66.49,90.16,194.66,0,-0.18,17,10,0
3327,1970-01-01 00:00:03,24.8,21.24,0,0.36,0,2,1,999,0,12.48,66.42,90.3,192.23,0,-0.18,17,10,0
3767,1970-01-01 00:00:03,24.73,24.28,0,0.36,0,2,1,999,0,12.47,66.41,90.32,191.49,0,-0.19,21,10,0
3867,1970-01-01 00:00:03,24.71,24.93,0,0.37,1,2,1,999,0,9.9,66.43,90.27,190.94,0,-0.25,23,10,0
3967,1970-01-01 00:00:03,24.61,25.63,30.87,0.34,1,2,1,999,0.01,10.26,66.43,90.27,190.94,0,-0.24,23,7100,-20
4067,1970-01-01 00:00:04,24.64,26.33,753.77,0.34,1,2,1,999,0.01,11.4,66.43,90.27,190.94,0,-0.27,23,7100,-33
4167,1970-01-01 00:00:04,24.85,26.98,1333.24,0.36,0,2,1,999,0.02,11.54,66.38,90.28,190.48,0,-0.21,21,7100,-44
4267,1970-01-01 00:00:04,24.75,27.68,2238.6,0.35,0,2,1,999,0.03,12.26,66.38,90.28,190.48,0,-0.21,21,5215.96,-75
4445,1970-01-01 00:00:04,24.97,28.97,2570.14,0.35,0,2,1,704.11,0.05,12.3,66.42,90.28,190.26,0,-0.18,21,5178.06,-81
4545,1970-01-01 00:00:04,24.95,29.61,2806.36,0.34,0,2,1,599.36,0.06,12.28,66.42,90.28,190.26,0,-0.19,21,5272.54,-85
4645,1970-01-01 00:00:04,25.33,30.37,2638.35,0.33,0,2,1,527.18,0.07,12.35,66.42,90.28,190.26,0,-0.18,21,5205.34,-82
4745,1970-01-01 00:00:04,25.34,31.07,2678.93,0.35,0,2,1,443.94,0.08,12.35,66.35,90.28,203.72,0,-0.14,21,5221.57,-83
4845,1970-01-01 00:00:04,25.56,31.77,2788.36,0.36,0,2,1,406.11,0.09,12.34,66.35,90.28,203.72,0,-0.21,21,5265.35,-85
4945,1970-01-01 00:00:04,25.88,32.48,2787.65,0.35,0,2,1,375.33,0.1,12.33,66.35,90.28,203.72,0,-0.18,21,5265.06,-85
5045,1970-01-01 00:00:05,25.87,33.24,2820.48,0.36,0,2,1,335.81,0.12,12.35,66.42,90.28,216.19,0,-0.21,21,5278.19,-85
5145,1970-01-01 00:00:05,26.13,33.94,2873.98,0.37,0,2,1,316.43,0.13,12.37,66.42,90.28,216.19,0,-0.14,21,5299.59,-86
5245,1970-01-01 00:00:05,26.44,34.7,2800.27,0.35,0,2,1,300.23,0.14,12.34,66.36,90.28,228.02,0,-0.17,21,5270.11,-85
5345,1970-01-01 00:00:05,26.54,35.4,2931.26,0.36,0,2,1,276.46,0.15,12.36,66.36,90.28,228.02,0,-0.17,21,5322.5,-87
5566,1970-01-01 00:00:05,26.81,37.1,2860.75,0.34,0,2,1,249.23,0.18,12.26,66.42,90.28,239.01,0,-0.22,21,5294.3,-86
5666,1970-01-01 00:00:05,27.16,37.86,2961.06,0.33,0,2,1,240.82,0.19,12.38,66.42,90.28,239.01,0,-0.16,21,5334.42,-88
5766,1970-01-01 00:00:05,27.16,38.62,2959.97,0.34,0,2,1,227.55,0.2,12.37,66.42,90.28,239.01,0,-0.16,21,5333.99,-88
5866,1970-01-01 00:00:05,27.46,39.38,2947.32,0.35,0,2,1,221.13,0.21,12.37,66.31,90.28,251.92,0,-0.17,21,5328.93,-88
5966,1970-01-01 00:00:05,27.42,40.14,2971.99,0.34,0,2,1,210.56,0.23,12.37,66.31,90.28,251.92,0,-0.24,21,5338.8,-88
6066,1970-01-01 00:00:06,27.77,40.96,3001.28,0.35,0,2,1,205.81,0.24,12.4,66.31,90.28,251.92,0,-0.17,21,5350.25,-89
6166,1970-01-01 00:00:06,28.09,41.72,2992.67,0.35,0,2,1,197.17,0.25,12.38,66.38,90.28,260.95,0,-0.12,21,5347.07,-88
6266,1970-01-01 00:00:06,28.25,42.54,3031.07,0.35,0,2,1,193.37,0.26,12.39,66.38,90.28,260.95,0,-0.26,21,5356.21,-89
6366,1970-01-01 00:00:06,28.25,43.3,3064.43,0.36,0,2,1,186.17,0.28,12.39,66.43,90.28,269.37,0,-0.22,21,5362.89,-90
6466,1970-01-01 00:00:06,28.5,44.12,3034.82,0.36,0,2,1,183.08,0.29,12.4,66.43,90.28,269.37,0,-0.17,21,5356.96,-89
6566,1970-01-01 00:00:06,28.75,44.88,3070.55,0.35,0,2,1,176.97,0.3,12.35,66.43,90.28,269.37,0,-0.21,21,5364.11,-90
6684,1970-01-01 00:00:06,28.95,45.88,3116.56,0.35,0,2,1,172.32,0.32,12.35,66.36,90.28,277.13,0,-0.21,21,5373.31,-91
6784,1970-01-01 00:00:06,29.03,46.7,3143.75,0.34,0,2,1,167.45,0.33,12.37,66.36,90.28,277.13,0,-0.27,21,5378.75,-91
6884,1970-01-01 00:00:06,29.17,47.52,3119.39,0.33,0,2,1,165.39,0.34,12.38,66.36,90.28,277.13,0,-0.16,21,5373.88,-91
6984,1970-01-01 00:00:06,29.36,48.34,3157.15,0.35,0,2,1,161.15,0.36,12.38,66.35,90.28,286.19,0,-0.19,21,5381.43,-91
