OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1093,1970-01-01 00:00:01.093,0,0,0,0.37,0,1,1,0,0,12.58,37.02,37.13,33.95,-6.02,-0.15,17,10,0
1734,1970-01-01 00:00:01.734,0,0,0,0.39,0,1,1,0,0,12.55,37.09,37.1,33.95,-6.02,-0.14,21,10,0
1834,1970-01-01 00:00:01.834,0,0,0,0.38,1,1,1,0,0,9.97,37.09,37.1,33.95,-5.97,-0.14,23,10,0
1934,1970-01-01 00:00:01.934,0,0,0,0.38,1,1,1,0,0,10.95,37.04,37.17,33.98,-5.99,-0.14,23,10,0
2034,1970-01-01 00:00:02.034,0,0,60.46,0.38,1,1,1,0,0.01,10.27,37.04,37.17,33.98,-6.04,-0.14,23,7100,-21
2199,1970-01-01 00:00:02.199,0,0,889.65,0.38,1,1,1,0,0.01,11.16,37.11,37.17,33.93,-6.02,-0.15,23,6988.28,-36
2299,1970-01-01 00:00:02.299,0,0,946.74,0.37,1,1,1,0,0.02,10.79,37.11,37.17,33.93,-6.06,-0.15,23,6942.61,-37
2399,1970-01-01 00:00:02.399,0,0,967.28,0.37,1,1,1,0,0.03,11.55,37.11,37.17,33.93,-6,-0.15,23,6926.17,-37
2499,1970-01-01 00:00:02.499,0,0,978.45,0.37,1,1,1,0,0.03,11.49,37.06,37.17,33.7,-6.02,-0.14,23,6917.24,-37
2599,1970-01-01 00:00:02.599,0,0,978.45,0.37,1,1,1,0,0.03,11.37,37.06,37.17,33.7,-6.01,-0.14,23,6917.24,-37
2699,1970-01-01 00:00:02.699,0,0,980.5,0.37,1,1,1,0,0.04,11.13,37.06,37.17,33.7,-6,-0.14,23,6915.6,-37
2799,1970-01-01 00:00:02.799,0,0,984.67,0.37,1,1,1,0,0.04,10.96,37.1,37.17,33.41,-6.01,-0.15,23,6912.26,-37
2899,1970-01-01 00:00:02.899,0,0,984.64,0.37,1,1,1,0,0.05,10.84,37.1,37.17,33.41,-6,-0.14,23,6912.29,-37
2999,1970-01-01 00:00:02.999,0,0,986.24,0.37,1,1,1,0,0.06,11.47,37.07,37.17,33.07,-5.99,-0.15,23,6911.01,-37
3099,1970-01-01 00:00:03.099,0,0,986.24,0.37,1,1,1,0,0.06,11.39,37.07,37.17,33.07,-6.02,-0.15,23,6911.01,-37
3305,1970-01-01 00:00:03.305,0,0,999.32,0.37,1,1,1,0,0.07,11.3,37.13,37.17,32.72,-6.04,-0.15,23,6900.55,-37
3405,1970-01-01 00:00:03.405,0,0,1012.22,0.36,1,1,1,0,0.07,10.92,37.13,37.17,32.72,-6,-0.14,23,6893.64,-38
3505,1970-01-01 00:00:03.505,0,0,1090.65,0.37,1,1,1,0,0.08,10.96,37.13,37.17,32.72,-5.99,-0.15,23,6852.86,-39
3605,1970-01-01 00:00:03.605,0,0,1122.24,0.37,1,1,1,0,0.09,10.83,36.99,37.17,32.4,-5.99,-0.13,23,6836.44,-40
4605,1970-01-01 00:00:04.605,0,0,0,0.39,0,1,1,0,0.11,12.24,37.07,37.17,32.19,-6.01,-0.13,17,6763.36,-44
