OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1093,1970-01-01 00:00:01.093,0,0,0,0.38,0,1,1.22,0,0,13.08,35.55,35.55,34.07,-6,-0.14,17,10,0
2186,1970-01-01 00:00:02.186,0,0,0,0.38,0,1,1.22,0,0,13.07,35.57,35.52,34.16,-6,-0.14,17,10,0
3279,1970-01-01 00:00:03.279,0,0,0,0.39,0,1,1.22,0,0,13.06,35.55,35.53,34.2,-6,-0.15,17,10,0
4375,1970-01-01 00:00:04.375,0,0,0,0.39,0,1,1.22,0,0,13.07,35.52,35.52,34.16,-6.01,-0.14,17,10,0
5468,1970-01-01 00:00:05.468,0,0,0,0.39,0,1,1.22,0,0,13.08,35.65,35.55,34.16,-4.79,0.95,17,10,0
6468,1970-01-01 00:00:06.468,0,0,0,0.39,0,1,1.22,0,0,13.08,35.66,35.7,34.18,-0.28,7.43,17,10,0
7468,1970-01-01 00:00:07.468,0,0,0,0.39,0,1,1.22,0,0,13.07,35.6,35.46,34.07,2.32,11.99,17,10,0
8468,1970-01-01 00:00:08.468,0,0,0,0.39,0,1,1.22,0,0,13.08,35.65,35.63,34.13,1.59,11.06,17,10,0
9468,1970-01-01 00:00:09.468,0,0,0,0.38,0,1,1.22,0,0,13.08,35.65,35.53,34.13,1.59,11.1,17,10,0
10468,1970-01-01 00:00:10.468,0,0,0,0.39,0,1,1.22,0,0,13.06,35.6,35.6,34.13,1.59,11.09,17,10,0
11468,1970-01-01 00:00:11.468,0,0,0,0.39,0,1,1.22,0,0,13.08,35.63,35.57,34.11,1.59,11.05,17,10,0
