OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1112,1970-01-01 00:00:01,27.55,6.55,0,0.35,0,2,1,999,0,12.47,62.65,84.58,188.63,0,-0.14,17,10,0
2218,1970-01-01 00:00:02,28.29,15.21,0,0.36,0,2,1,999,0,12.44,62.64,84.75,186.23,0,-0.14,17,10,0
3218,1970-01-01 00:00:03,28.28,23.06,0,0.36,0,2,1,999,0,12.5,62.57,84.79,184.47,0,-0.09,17,10,0
3390,1970-01-01 00:00:03,28.2,24.4,0,0.36,0,2,1,999,0,12.52,62.6,84.88,183.94,0,-0.15,21,10,0
3490,1970-01-01 00:00:03,28.22,25.16,0,0.35,1,2,1,999,0,10.02,62.6,84.88,183.94,0,-0.09,23,10,0
3760,1970-01-01 00:00:03,28.23,27.27,735.15,0.36,0,2,1,999,0.01,12.35,62.53,84.87,183.22,0,-0.12,21,7100,-33
4760,1970-01-01 00:00:04,28.3,35.11,0,0.36,0,2,1,999,0.03,12.38,62.59,84.91,177.88,0,-0.15,17,7100,-44
5235,1970-01-01 00:00:05,28.31,38.86,0,0.36,0,2,1,999,0.03,12.39,62.58,85,176.62,0,-0.14,21,7100,-44
5335,1970-01-01 00:00:05,28.19,39.62,0,0.34,1,2,1,999,0.03,10.24,62.58,85,176.62,0,-0.17,23,7100,-44
5435,1970-01-01 00:00:05,28.32,40.38,97.25,0.33,1,2,1,999,0.04,10.26,62.58,85,176.62,0,-0.19,23,7100,-21
5567,1970-01-01 00:00:05,28.39,41.43,808.63,0.34,1,2,1,999,0.04,10.75,62.64,85.02,176.26,0,-0.15,23,7100,-34
5667,1970-01-01 00:00:05,28.31,42.25,1344.43,0.34,0,2,1,988.45,0.05,12.14,62.64,85.02,176.26,0,-0.16,21,7100,-45
