OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
3089,2018-06-29 19:01:23,0,0,0,0.26,0,1,0.92,0,0,12.64,32.63,28.21,41.03,-9.75,-0.21,16,10,0
4089,2018-06-29 19:01:24,0,0,0,0.28,0,1,0.92,0,0,12.55,32.7,28.21,41.01,-9.75,-0.22,16,10,0
5089,2018-06-29 19:01:25,0,0,0,0.27,0,1,0.92,0,0,12.58,32.7,28.29,40.95,-9.75,-0.21,16,10,0
7089,2018-06-29 19:01:27,0,0,0,0.26,0,1,0.92,0,0,12.53,32.67,28.21,40.89,-9.75,2.35,16,10,0
8089,2018-06-29 19:01:28,0,0,0,0.28,0,1,0.92,0,0,12.55,32.56,28.3,40.96,-9.75,0.75,16,10,0
10089,2018-06-29 19:01:30,0,0,0,0.27,0,1,0.92,0,0,12.56,32.59,28.23,40.77,-9.75,0.07,16,10,0
11089,2018-06-29 19:01:31,0,0,0,0.27,0,1,0.92,0,0,12.55,32.59,28.3,40.82,-9.75,0.48,16,10,0
12089,2018-06-29 19:01:32,0,0,0,0.27,0,1,0.92,0,0,12.51,32.7,28.34,40.71,-9.75,-0.24,16,10,0
13089,2018-06-29 19:01:33,0,0,0,0.27,0,1,0.92,0,0,12.52,32.54,28.27,40.64,-9.75,2.08,16,10,0
14144,2018-06-29 19:01:34,0,0,0,0.27,0,1,0.92,0,0,12.52,32.63,28.23,40.65,-9.75,2.2,16,10,0
16145,2018-06-29 19:01:36,0,0,0,0.27,0,1,0.92,0,0,12.51,32.65,28.32,40.56,-9.75,5.08,16,10,0
17145,2018-06-29 19:01:37,0,0,0,0.27,0,1,0.92,0,0,12.51,32.56,28.27,40.48,-9.75,4.68,16,10,0
18145,2018-06-29 19:01:38,0,0,0,0.27,0,1,0.92,0,0,12.5,32.59,28.25,40.45,-9.75,-0.26,16,10,0
19145,2018-06-29 19:01:39,0,0,0,0.27,0,1,0.92,0,0,12.5,32.53,28.29,40.43,-9.75,-0.2,16,10,0
41524,2018-06-29 19:02:01,4.44,1.99,1695.06,1.36,0,1,0.92,6.46,0.23,12.45,32.45,28.34,112.46,-9.75,-0.26,20,5753.28,-55
41624,2018-06-29 19:02:01,4.74,2.17,1705.18,1.33,0,1,0.92,6.73,0.24,12.43,32.45,28.34,112.46,-9.75,-0.22,20,5715.85,-55
41724,2018-06-29 19:02:01,4.89,2.28,1700.61,1.34,0,1,0.92,6.94,0.25,12.47,32.45,28.34,118.97,-9.75,-0.23,20,5732.75,-55
41824,2018-06-29 19:02:01,4.99,2.46,1699.45,1.3,0,1,0.92,7.31,0.25,12.47,32.45,28.34,118.97,-9.75,-0.22,20,5737.03,-55
41924,2018-06-29 19:02:01,5.15,2.57,1702.39,1.21,0,1,0.92,7.35,0.26,12.46,32.45,28.34,118.97,-9.75,-0.23,20,5726.14,-55
42024,2018-06-29 19:02:02,5.46,2.75,1708.82,1.15,0,1,0.92,7.7,0.27,12.45,32.45,28.34,123.86,-9.75,-0.22,20,5702.38,-55
42124,2018-06-29 19:02:02,5.56,2.93,1696.23,1.16,0,1,0.92,7.87,0.28,12.45,32.45,28.34,123.86,-9.75,-0.23,20,5748.94,-55
42224,2018-06-29 19:02:02,5.8,3.1,1692,1.11,0,1,0.92,8.19,0.28,12.45,32.45,28.34,128.09,-9.75,-0.23,20,5764.6,-55
42324,2018-06-29 19:02:02,5.91,3.28,1694.82,0.87,0,1,0.92,8.34,0.29,12.45,32.45,28.34,128.09,-9.75,-0.24,20,5754.17,-55
42542,2018-06-29 19:02:02,6.21,3.63,1716.89,0.85,0,1,0.92,8.76,0.31,12.42,32.45,28.27,132.07,-9.75,-0.21,20,5672.52,-55
42642,2018-06-29 19:02:02,6.49,3.86,1722.08,0.74,0,1,0.92,9.17,0.31,12.42,32.45,28.27,132.07,-9.75,-0.27,20,5653.29,-55
42742,2018-06-29 19:02:02,6.74,4.04,1728.14,0.73,0,1,0.92,9.28,0.32,12.43,32.45,28.27,132.07,-9.75,-0.24,20,5630.9,-56
42842,2018-06-29 19:02:02,6.9,4.21,1731.48,0.73,0,1,0.92,9.53,0.33,12.42,32.45,28.23,136.68,-9.75,-0.23,20,5618.54,-56
42942,2018-06-29 19:02:02,7.15,4.45,1746.98,0.72,0,1,0.92,9.91,0.33,12.45,32.45,28.23,136.68,-9.75,-0.24,20,5561.18,-56
43042,2018-06-29 19:02:03,7.38,4.68,1788.38,0.69,0,1,0.92,10.12,0.34,12.4,32.45,28.23,136.68,-9.75,-0.22,20,5479,-58
43142,2018-06-29 19:02:03,7.62,4.86,1809.76,0.73,0,1,0.92,10.35,0.35,12.42,32.45,28.31,140.41,-9.75,-0.19,20,5439.44,-59
43242,2018-06-29 19:02:03,7.81,5.09,1825.9,0.74,0,1,0.92,10.54,0.36,12.4,32.45,28.31,140.41,-9.75,-0.22,20,5409.58,-60
43342,2018-06-29 19:02:03,7.95,5.33,1893.1,0.71,0,1,0.92,10.73,0.37,12.44,32.45,28.32,144.48,-9.74,-0.23,20,5285.26,-64
43442,2018-06-29 19:02:03,8.18,5.56,1882.59,0.65,0,1,0.92,11.06,0.37,12.39,32.45,28.32,144.48,-9.75,-0.32,20,5304.71,-63
43660,2018-06-29 19:02:03,8.78,6.14,1997.67,0.65,0,1,0.92,11.62,0.39,12.41,32.45,28.23,148.56,-9.75,-0.25,20,5091.81,-69
43760,2018-06-29 19:02:03,8.98,6.38,2001.1,0.59,0,1,0.92,11.92,0.4,12.38,32.45,28.23,148.56,-9.75,-0.27,20,5086.69,-71
43860,2018-06-29 19:02:03,9.18,6.61,2058.78,0.59,0,1,0.92,12.07,0.41,12.42,32.45,28.23,148.56,-9.75,-0.28,20,5044,-72
43960,2018-06-29 19:02:03,9.29,6.91,2076.45,0.61,0,1,0.92,12.32,0.42,12.36,32.45,28.27,153.94,-9.75,-0.25,20,5030.93,-72
44060,2018-06-29 19:02:04,9.53,7.2,2126,0.61,0,1,0.92,12.55,0.43,12.42,32.45,28.27,153.94,-9.75,-0.25,20,4994.26,-73
44160,2018-06-29 19:02:04,9.68,7.43,2211,0.61,0,1,0.92,12.82,0.43,12.4,32.45,28.27,153.94,-9.75,-0.24,20,4931.36,-74
