OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1081,1970-01-01 00:00:01.081,0,0,0,0.32,0,1,1,0,0,13.81,20.48,0,21.27,0,0.56,17,10,0
2162,1970-01-01 00:00:02.162,0,0,0,0.39,0,1,1,0,0,13.84,20.51,0,21.39,0,0.56,17,10,0
3243,1970-01-01 00:00:03.243,0,0,0,0.39,0,1,1,0,0,13.83,20.52,0,21.34,0,0.55,17,10,0
4324,1970-01-01 00:00:04.324,0,0,0,0.39,0,1,1,0,0,13.82,20.58,0,21.41,0,0.55,17,10,0
5405,1970-01-01 00:00:05.405,0,0,0,0.39,0,1,1,0,0,13.8,20.58,0,21.44,0,0.54,17,10,0
6481,1970-01-01 00:00:06.481,0,0,0,0.39,0,1,1,0,0,13.81,20.62,0,21.38,0,0.56,17,10,0
7556,1970-01-01 00:00:07.556,0,0,0,0.39,0,1,1,0,0,13.81,20.59,0,21.44,0,0.55,17,10,0
8631,1970-01-01 00:00:08.631,0,0,0,0.39,0,1,1,0,0,13.8,20.63,0,21.56,0,0.55,17,10,0
9712,1970-01-01 00:00:09.712,0,0,0,0.39,0,1,1,0,0,13.78,20.59,0,21.48,0,0.55,17,10,0
10792,1970-01-01 00:00:10.792,0,0,0,0.39,0,1,1,0,0,13.79,20.6,0,21.48,0,0.55,17,10,0
11873,1970-01-01 00:00:11.873,0,0,0,0.39,0,1,1,0,0,13.78,20.59,0,21.43,0,0.55,17,10,0
12948,1970-01-01 00:00:12.948,0,0,0,0.39,0,1,1,0,0,13.77,20.69,0,21.46,0,0.55,17,10,0
14023,1970-01-01 00:00:14.023,0,0,0,0.39,0,1,1,0,0,13.77,20.63,0,21.46,0,0.54,17,10,0
15023,1970-01-01 00:00:15.023,0,0,0,0.39,0,1,1,0,0,13.76,20.63,0,21.52,0,0.54,17,10,0
16023,1970-01-01 00:00:16.023,0,0,0,0.39,0,1,1,0,0,13.75,20.63,0,21.5,0,0.55,17,10,0
17023,1970-01-01 00:00:17.023,0,0,0,0.39,0,1,1,0,0,13.75,20.7,0,21.56,0,0.54,17,10,0
18023,1970-01-01 00:00:18.023,0,0,0,0.39,0,1,1,0,0,13.74,20.63,0,21.54,0,0.53,17,10,0
19023,1970-01-01 00:00:19.023,0,0,0,0.39,0,1,1,0,0,13.73,20.63,0,21.48,0,0.54,17,10,0
