OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
5093,1970-01-01 00:00:05.093,0,0,0,0.29,0,1,1,0,0,12.73,63.67,69.56,63.34,-9.74,0.78,17,10,0
6093,1970-01-01 00:00:06.093,0,0,0,0.29,0,1,1,0,0,12.77,63.66,69.57,63.32,-9.74,0.79,17,10,0
7093,1970-01-01 00:00:07.093,0,0,0,0.29,0,1,1,0,0,12.73,63.6,69.55,63.27,-9.74,0.79,17,10,0
8093,1970-01-01 00:00:08.093,0,0,0,0.29,0,1,1,0,0,12.68,63.63,69.59,63.29,-9.74,0.72,17,10,0
9093,1970-01-01 00:00:09.093,0,0,0,0.26,0,1,1,0,0,12.7,63.64,69.52,63.23,-9.74,0.77,17,10,0
10093,1970-01-01 00:00:10.093,0,0,0,0.29,0,1,1,0,0,12.69,63.64,69.5,63.31,-9.74,0.78,17,10,0
11093,1970-01-01 00:00:11.093,0,0,0,0.26,0,1,1,0,0,12.7,63.58,69.55,63.23,-9.74,0.78,17,10,0
12093,1970-01-01 00:00:12.093,0,0,0,0.26,0,1,1,0,0,12.7,63.6,69.5,63.27,-9.74,0.77,17,10,0
13117,1970-01-01 00:00:13.117,0,0,0,0.28,0,1,1,0,0,12.7,63.55,69.43,63.18,-9.74,0.77,17,10,0
14210,1970-01-01 00:00:14.210,0,0,0,0.27,0,1,1,0,0,12.69,63.65,69.45,63.09,-9.74,0.78,17,10,0
15210,1970-01-01 00:00:15.210,0,0,0,0.28,0,1,1,0,0,12.71,63.55,69.55,63.16,-9.74,0.78,17,10,0
16210,1970-01-01 00:00:16.210,0,0,0,0.28,0,1,1,0,0,12.67,63.6,69.41,63.09,-9.74,0.78,17,10,0
17210,1970-01-01 00:00:17.210,0,0,0,0.28,0,1,1,0,0,12.67,63.61,69.52,63.04,-9.74,0.87,17,10,0
19210,1970-01-01 00:00:19.210,0,0,0,0.28,0,1,1,0,0,12.67,63.55,69.38,62.97,-9.74,0.82,17,10,0
