OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
5087,1970-01-01 00:00:00,0,0.12,0,0.31,0,1,0.9,999,0,13.22,41.65,41.78,37.85,0,1.34,17,10,0
6087,1970-01-01 00:00:00,0,0.12,0,0.31,0,1,0.9,999,0,13.26,41.62,41.8,37.85,0,1.34,17,10,0
7087,1970-01-01 00:00:00,0,0.12,0,0.26,0,1,0.9,999,0,13.21,41.55,41.84,37.86,0,1.34,17,10,0
8087,1970-01-01 00:00:00,0.74,0.23,0,0.3,0,1,0.9,999,0,13.2,41.65,41.78,37.88,0,1.38,17,10,0
9087,1970-01-01 00:00:00,1.06,0.47,0,0.3,0,1,0.9,999,0,13.2,41.63,41.82,37.9,0,1.54,17,10,0
10087,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.2,41.6,41.87,37.91,0,1.58,17,10,0
13280,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.18,41.62,41.85,37.88,0,1.58,17,10,0
14392,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.19,41.58,41.77,37.9,0,1.58,17,10,0
15504,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.16,41.6,41.76,37.85,0,1.58,17,10,0
16604,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.17,41.58,41.77,37.96,0,1.59,17,10,0
17704,1970-01-01 00:00:00,0,0.53,0,0.28,0,1,0.9,999,0,13.15,41.67,41.82,37.91,0,1.59,17,10,0
21004,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.2,41.63,41.8,37.88,0,1.58,17,10,0
23004,1970-01-01 00:00:00,0,0.53,0,0.28,0,1,0.9,999,0,13.18,41.63,41.78,37.88,0,1.59,17,10,0
24004,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.17,41.62,41.76,37.85,0,1.59,17,10,0
25004,1970-01-01 00:00:00,0,0.53,0,0.29,0,1,0.9,999,0,13.18,41.58,41.77,37.79,0,1.59,17,10,0
890166,1970-01-01 00:00:00,0,0.59,1836.88,0.88,0,0,0.9,0.66,1.06,12.73,41.71,41.93,60.86,0,1.26,5,8980,-61
890266,1970-01-01 00:00:00,0,0.59,2142.55,0.71,0,0,0.9,0.65,1.07,12.77,41.71,41.93,60.86,0,1.24,5,8980,-73
926744,1970-01-01 00:00:00,0,0.59,1425.69,0.89,0,1,0.9,0.13,5.35,12.8,42.83,43.24,75.2,0,-0.21,21,6066.84,-48
933696,1970-01-01 00:00:00,9.53,8.25,2165.36,1.46,0,1,0.9,1.68,5.84,13.02,42.57,43.58,188.45,0,-0.26,21,4864.4,-73
1658089,1970-01-01 00:00:00,0,101.53,1247.45,1.38,0,1,0.9,18.76,6.43,12.88,42.38,43.48,45.23,0,-0.14,21,6080.65,-42
1666534,1970-01-01 00:00:00,14.55,115.86,3125.9,1.31,0,1,0.9,19.45,7.08,12.98,42.38,43.7,200.46,0,-0.17,21,4939.32,-91
1674453,1970-01-01 00:00:00,20.17,154.9,2246.94,1.45,0,2,0.9,23.93,7.69,12.97,42.51,44.08,200.45,0,-0.17,21,4808.15,-75
1734034,1970-01-01 00:00:00,31.59,659.55,3378.95,1.17,0,2,0.9,69.76,11.23,13.02,44.57,52.52,303.59,0,-0.19,21,4839.94,-95
