OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1107,1970-01-01 00:00:01,23.47,5.62,0,0.37,0,2,1,999,0,12.58,54.02,75.19,156.87,0,-0.16,17,10,0
2219,1970-01-01 00:00:02,24.28,13.17,0,0.37,0,2,1,999,0,12.6,53.98,75.13,156.44,0,-0.11,17,10,0
3331,1970-01-01 00:00:03,24.48,20.66,0,0.36,0,2,1,999,0,12.58,53.96,75.09,155.84,0,-0.14,17,10,0
4331,1970-01-01 00:00:04,24.53,27.5,0,0.37,0,2,1,999,0,12.58,54.03,75.08,155.41,0,-0.12,17,10,0
5331,1970-01-01 00:00:05,24.55,34.35,0,0.36,0,2,1,999,0,12.55,54,75.06,154.87,0,-0.15,17,10,0
6331,1970-01-01 00:00:06,24.14,41.02,0,0.36,0,2,1,999,0,12.58,53.93,74.97,154.37,0,-0.13,17,10,0
7331,1970-01-01 00:00:07,23.53,47.63,0,0.36,0,2,1,999,0,12.57,53.94,75.01,153.91,0,-0.12,17,10,0
8331,1970-01-01 00:00:08,23.39,54.19,0,0.36,0,2,1,999,0,12.57,53.88,74.97,153.3,0,-0.13,17,10,0
9331,1970-01-01 00:00:09,23.16,60.62,0,0.36,0,2,1,999,0,12.57,53.87,74.88,153.02,0,-0.1,17,10,0
10331,1970-01-01 00:00:10,23.13,67.06,0,0.36,0,2,1,999,0,12.57,53.87,74.87,152.49,0,-0.12,17,10,0
11331,1970-01-01 00:00:11,22.88,73.38,0,0.36,0,2,1,999,0,12.56,53.8,74.8,152.12,0,-0.13,17,10,0
12331,1970-01-01 00:00:12,22.66,79.7,0,0.36,0,2,1,999,0,12.55,53.85,74.8,151.66,0,-0.14,17,10,0
13331,1970-01-01 00:00:13,22.34,85.96,0,0.35,0,2,1,999,0,12.55,53.84,74.66,151.13,0,-0.13,17,10,0
14404,1970-01-01 00:00:14,22.36,92.57,0,0.36,0,2,1,999,0,12.56,53.84,74.69,150.76,0,-0.12,17,10,0
15510,1970-01-01 00:00:15,22.04,99.42,0,0.36,0,2,1,999,0,12.56,53.73,74.59,150.32,0,-0.12,17,10,0
16616,1970-01-01 00:00:16,22.05,106.15,0,0.36,0,2,1,999,0,12.55,53.76,74.56,149.73,0,-0.12,17,10,0
17725,1970-01-01 00:00:17,21.74,112.88,0,0.36,0,2,1,999,0,12.56,53.77,74.54,149.34,0,-0.11,17,10,0
18832,1970-01-01 00:00:18,21.53,119.55,0,0.36,0,2,1,999,0,12.55,53.78,74.49,148.81,0,-0.13,17,10,0
19944,1970-01-01 00:00:19,21.54,126.16,0,0.36,0,2,1,999,0,12.54,53.65,74.42,148.43,0,-0.16,17,10,0
