OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
794.00,1970-00-00 00:00:00.794,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,12.55,0.00,0.00,0.00,0.00,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
2157.00,1970-01-01 00:00:02.157,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.55,45.66,61.43,-65.53,26.98,-0.23,0.00,17.00,10.00,0.00,0.00,0.00
2257.00,1970-01-01 00:00:02.257,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.52,45.66,61.43,-65.53,26.98,-0.23,-0.00,17.00,10.00,0.00,0.00,0.00
2357.00,1970-01-01 00:00:02.357,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.53,45.66,61.43,-65.53,26.98,-0.22,0.01,17.00,10.00,0.00,0.00,0.00
2457.00,1970-01-01 00:00:02.457,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.53,45.73,61.32,-65.29,26.98,-0.24,0.01,17.00,10.00,0.00,0.00,0.00
2557.00,1970-01-01 00:00:02.557,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.54,45.73,61.32,-65.29,26.95,-0.23,0.01,17.00,10.00,0.00,0.00,0.00
2657.00,1970-01-01 00:00:02.657,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.50,45.73,61.27,-65.29,26.95,-0.19,0.01,17.00,10.00,0.00,0.00,0.00
2757.00,1970-01-01 00:00:02.757,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.54,45.66,61.27,-65.13,26.95,-0.22,-0.00,17.00,10.00,0.00,0.00,0.00
2857.00,1970-01-01 00:00:02.857,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.51,45.66,61.27,-65.13,26.95,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
2957.00,1970-01-01 00:00:02.957,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.51,45.65,61.26,-65.05,26.90,-0.24,-0.00,17.00,10.00,0.00,0.00,0.00
3057.00,1970-01-01 00:00:03.057,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.52,45.65,61.26,-65.05,26.90,-0.24,0.01,17.00,10.00,0.00,0.00,0.00
3157.00,1970-01-01 00:00:03.157,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.49,45.65,61.34,-65.05,26.90,-0.20,-0.00,17.00,10.00,0.00,0.00,0.00
3257.00,1970-01-01 00:00:03.257,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.51,45.64,61.34,-64.98,26.90,-0.23,0.01,17.00,10.00,0.00,0.00,0.00
3357.00,1970-01-01 00:00:03.357,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.51,45.64,61.34,-64.98,26.88,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
3457.00,1970-01-01 00:00:03.457,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.49,45.71,61.34,-64.99,26.88,-0.24,0.00,17.00,10.00,0.00,0.00,0.00
3557.00,1970-01-01 00:00:03.557,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.50,45.71,61.34,-64.99,26.88,-0.23,0.00,17.00,10.00,0.00,0.00,0.00
3657.00,1970-01-01 00:00:03.657,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.46,45.71,61.28,-64.99,26.88,-0.21,-0.02,17.00,10.00,0.00,0.00,0.00
3757.00,1970-01-01 00:00:03.757,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.46,45.72,61.28,-64.84,26.98,-0.26,-0.01,17.00,10.00,0.00,0.00,0.00
3857.00,1970-01-01 00:00:03.857,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.46,45.72,61.28,-64.84,26.98,-0.19,-0.01,17.00,10.00,0.00,0.00,0.00
3957.00,1970-01-01 00:00:03.957,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.47,45.72,61.30,-64.84,26.98,-0.22,-0.02,17.00,10.00,0.00,0.00,0.00
4057.00,1970-01-01 00:00:04.057,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.49,45.71,61.30,-64.73,26.98,-0.23,-0.01,17.00,10.00,0.00,0.00,0.00
4157.00,1970-01-01 00:00:04.157,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.44,45.71,61.34,-64.73,26.98,-0.22,-0.01,17.00,10.00,0.00,0.00,0.00
4257.00,1970-01-01 00:00:04.257,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.51,45.67,61.34,-64.66,26.98,-0.24,-0.02,17.00,10.00,0.00,0.00,0.00
4357.00,1970-01-01 00:00:04.357,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.45,45.67,61.34,-64.66,26.98,-0.20,-0.02,17.00,10.00,0.00,0.00,0.00
4457.00,1970-01-01 00:00:04.457,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.48,45.67,61.34,-64.66,26.98,-0.24,-0.03,17.00,10.00,0.00,0.00,0.00
4557.00,1970-01-01 00:00:04.557,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.48,45.69,61.34,-64.63,26.98,-0.22,-0.03,17.00,10.00,0.00,0.00,0.00
4657.00,1970-01-01 00:00:04.657,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.48,45.69,61.27,-64.63,26.98,-0.22,-0.01,17.00,10.00,0.00,0.00,0.00
4757.00,1970-01-01 00:00:04.757,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.51,45.67,61.27,-64.47,26.98,-0.23,0.01,17.00,10.00,0.00,0.00,0.00
4857.00,1970-01-01 00:00:04.857,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.45,45.67,61.27,-64.47,26.98,-0.21,-0.00,17.00,10.00,0.00,0.00,0.00
4957.00,1970-01-01 00:00:04.957,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.48,45.67,61.28,-64.47,27.03,-0.24,0.01,17.00,10.00,0.00,0.00,0.00
5057.00,1970-01-01 00:00:05.057,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.47,45.74,61.28,-64.43,27.03,-0.19,0.01,17.00,10.00,0.00,0.00,0.00
5157.00,1970-01-01 00:00:05.157,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.45,45.74,61.30,-64.43,27.03,-0.24,0.00,17.00,10.00,0.00,0.00,0.00
5257.00,1970-01-01 00:00:05.257,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.48,45.74,61.30,-64.43,27.03,-0.22,0.01,17.00,10.00,0.00,0.00,0.00
5357.00,1970-01-01 00:00:05.357,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.45,45.71,61.30,-64.45,26.95,-0.21,0.00,17.00,10.00,0.00,0.00,0.00
5457.00,1970-01-01 00:00:05.457,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.48,45.71,61.26,-64.45,26.95,-0.23,0.00,17.00,10.00,0.00,0.00,0.00
5557.00,1970-01-01 00:00:05.557,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.49,45.71,61.26,-64.23,26.95,-0.22,-0.00,17.00,10.00,0.00,0.00,0.00
5657.00,1970-01-01 00:00:05.657,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.48,45.71,61.17,-64.23,26.95,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
5757.00,1970-01-01 00:00:05.757,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.45,45.71,61.17,-64.23,27.08,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
5857.00,1970-01-01 00:00:05.857,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.48,45.71,61.17,-64.21,27.08,-0.21,0.01,17.00,10.00,0.00,0.00,0.00
5957.00,1970-01-01 00:00:05.957,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.42,45.71,61.23,-64.21,27.08,-0.23,-0.00,17.00,10.00,0.00,0.00,0.00
6057.00,1970-01-01 00:00:06.057,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.43,45.73,61.23,-64.12,27.08,-0.21,0.00,17.00,10.00,0.00,0.00,0.00
6157.00,1970-01-01 00:00:06.157,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.48,45.73,61.23,-64.12,27.00,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
6257.00,1970-01-01 00:00:06.257,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.46,45.73,61.23,-64.12,27.00,-0.19,0.01,17.00,10.00,0.00,0.00,0.00
6357.00,1970-01-01 00:00:06.357,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.44,45.65,61.23,-64.10,27.00,-0.24,0.00,17.00,10.00,0.00,0.00,0.00
6457.00,1970-01-01 00:00:06.457,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.48,45.65,61.23,-64.10,27.00,-0.22,0.00,17.00,10.00,0.00,0.00,0.00
6557.00,1970-01-01 00:00:06.557,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.48,45.65,61.23,-64.10,27.09,-0.21,0.00,17.00,10.00,0.00,0.00,0.00
6657.00,1970-01-01 00:00:06.657,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.45,45.64,61.20,-64.02,27.09,-0.27,0.00,17.00,10.00,0.00,0.00,0.00
