time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
788.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
915.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1043.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1171.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1292.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,
1409.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1626.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1742.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1858.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1974.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2089.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
25948.00,1250.00,0.81,38.74,25.17,59.47,-102.23,nan,nan,nan,nan,nan,0.00,0.00,1.00,0.00,547.00,0.00,
26064.00,1500.00,0.81,38.80,25.23,59.44,-180.68,0.81,38.85,24.99,59.30,-199.92,0.00,0.00,1.00,0.00,1165.00,131.00,
26180.00,1750.00,0.82,38.76,25.24,59.43,-161.13,nan,nan,nan,nan,nan,0.00,10.22,1.00,0.00,2668.00,0.00,
26295.00,2000.00,0.82,38.81,25.20,59.37,-199.92,0.81,38.92,24.99,59.35,-199.93,0.00,0.00,1.00,0.00,677.00,2088.00,
26634.00,2250.00,0.81,38.79,25.20,59.36,-199.92,0.81,39.05,24.93,59.50,-199.93,250.00,0.00,1.00,0.00,454.00,2247.00,
26854.00,2500.00,0.81,38.81,25.18,59.35,-199.92,0.80,39.42,24.76,59.78,-199.93,0.00,0.00,1.00,0.00,585.00,1676.00,
27180.00,2750.00,0.81,38.83,25.18,59.31,-199.92,0.81,39.93,24.54,60.04,-199.92,0.00,0.00,1.00,0.00,212.00,1582.00,
27401.00,3000.00,0.81,38.82,25.12,59.30,-199.92,0.81,40.33,24.36,60.32,-199.92,0.00,0.00,1.00,0.00,496.00,1453.00,
27732.00,3250.00,0.81,38.80,25.08,59.31,-199.92,0.81,40.92,24.20,60.65,-199.92,0.00,0.00,1.00,0.00,349.00,1490.00,
27847.00,3500.00,0.81,38.84,25.06,59.31,-199.92,0.81,42.03,24.19,60.97,-199.92,0.00,0.00,1.00,0.00,261.00,1319.00,
27964.00,3750.00,0.81,38.73,25.02,59.28,-199.92,0.81,44.22,24.25,61.32,-199.92,0.00,0.00,1.00,0.00,132.00,1206.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
788.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
904.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1020.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1234.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1353.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,
1473.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1594.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1716.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1837.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1957.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2077.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
194731.00,1250.00,1.51,40.81,25.14,59.74,-82.64,nan,nan,nan,nan,nan,0.00,0.00,1.00,0.00,544.00,0.00,
194956.00,1500.00,1.04,40.77,25.12,59.59,-173.54,1.51,40.82,25.05,59.46,-199.92,0.00,0.00,1.00,0.00,753.00,129.00,
195291.00,1750.00,1.16,40.78,25.15,59.64,-148.58,nan,nan,nan,nan,nan,0.00,0.00,1.00,0.00,3124.00,0.00,
195441.00,2000.00,1.02,40.77,25.14,59.53,-199.92,1.36,40.89,25.04,59.44,-199.93,0.00,0.00,1.00,0.00,666.00,2083.00,
195569.00,2250.00,1.12,40.77,25.09,59.48,-199.92,1.22,41.09,25.07,59.56,-199.93,250.00,0.00,1.00,0.00,446.00,2005.00,
195691.00,2500.00,1.15,40.84,25.14,59.42,-199.92,1.22,41.40,25.04,59.90,-199.93,0.00,0.00,1.00,0.00,362.00,1909.00,
195813.00,2750.00,1.22,40.80,25.11,59.44,-199.92,1.24,41.82,24.88,60.12,-199.92,0.00,0.00,1.00,0.00,376.00,1498.00,
195935.00,3000.00,1.30,40.83,25.11,59.44,-199.92,1.27,42.09,24.78,60.39,-199.92,0.00,0.00,1.00,0.00,384.00,1453.00,
196057.00,3250.00,1.30,40.81,25.11,59.38,-199.92,1.26,42.51,24.62,60.73,-199.92,0.00,0.00,1.00,0.00,388.00,1490.00,
196400.00,3500.00,1.29,40.84,25.09,59.39,-199.92,1.25,43.32,24.52,61.08,-199.92,0.00,0.00,1.00,0.00,294.00,1292.00,
196729.00,3750.00,1.28,40.88,25.05,59.41,-199.92,1.18,43.56,24.53,61.40,-199.92,0.00,0.00,1.00,0.00,130.00,1179.00,
375167.00,1250.00,1.51,42.19,25.48,61.00,-79.75,nan,nan,nan,nan,nan,0.00,0.00,2.00,0.00,435.00,0.00,
375282.00,1500.00,1.05,42.20,25.57,60.92,-169.95,nan,nan,nan,nan,nan,0.00,0.00,2.00,0.00,1379.00,0.00,
375397.00,1750.00,1.20,42.20,25.55,60.96,-141.28,1.51,42.27,25.23,60.82,-199.92,0.00,0.00,2.00,0.00,2514.00,119.00,
375513.00,2000.00,1.09,42.23,25.47,60.92,-199.92,1.35,42.34,25.09,60.93,-199.93,0.00,0.00,2.00,0.00,559.00,2009.00,
375629.00,2250.00,1.20,42.22,25.51,60.87,-199.92,1.25,42.59,24.92,61.02,-199.93,250.00,0.00,2.00,0.00,504.00,2208.00,
375746.00,2500.00,1.26,42.24,25.52,60.87,-199.92,1.25,42.97,24.68,61.24,-199.93,0.00,0.00,2.00,0.00,498.00,1641.00,
375902.00,2750.00,1.31,42.28,25.51,60.86,-199.92,1.25,43.28,24.37,61.49,-199.92,0.00,0.00,2.00,0.00,368.00,1585.00,
376018.00,3000.00,1.34,42.29,25.40,60.86,-199.92,1.27,43.57,24.12,61.78,-199.92,0.00,0.00,2.00,0.00,303.00,1572.00,
376133.00,3250.00,1.36,42.22,25.37,60.80,-199.92,1.26,43.97,23.91,62.09,-199.92,0.00,0.00,2.00,0.00,319.00,1453.00,
376250.00,3500.00,1.31,42.28,25.32,60.80,-199.92,1.26,44.23,23.81,62.41,-199.92,0.00,0.00,2.00,0.00,330.00,1354.00,
376367.00,3750.00,1.31,42.29,25.34,60.86,-199.92,1.17,44.28,23.89,62.74,-199.92,0.00,0.00,2.00,0.00,150.00,1235.00,
579928.00,1250.00,1.51,43.29,25.53,61.00,-72.23,nan,nan,nan,nan,nan,0.00,0.00,3.00,0.00,546.00,0.00,
580043.00,1500.00,1.07,43.30,25.63,60.93,-154.55,1.51,43.33,25.33,60.84,-199.92,0.00,0.00,3.00,0.00,1454.00,131.00,
580159.00,1750.00,1.20,43.33,25.61,60.95,-135.30,nan,nan,nan,nan,nan,0.00,0.00,3.00,0.00,2516.00,0.00,
580274.00,2000.00,1.15,43.31,25.68,60.83,-199.92,1.35,43.48,25.30,60.84,-199.93,0.00,0.00,3.00,0.00,559.00,2024.00,
580477.00,2250.00,1.26,43.34,25.68,60.83,-199.92,1.26,43.72,25.28,60.97,-199.93,250.00,0.00,3.00,0.00,552.00,2153.00,
580593.00,2500.00,1.30,43.30,25.62,60.82,-199.92,1.27,44.21,25.14,61.24,-199.93,0.00,0.00,3.00,0.00,451.00,1774.00,
580709.00,2750.00,1.34,43.35,25.60,60.83,-199.92,1.28,44.54,24.88,61.47,-199.92,0.00,0.00,3.00,0.00,410.00,1538.00,
580826.00,3000.00,1.33,43.40,25.58,60.82,-199.92,1.29,45.41,24.73,61.78,-199.92,0.00,0.00,3.00,0.00,265.00,1568.00,
580942.00,3250.00,1.32,43.39,25.52,60.77,-199.92,1.29,46.68,24.66,62.10,-199.92,0.00,0.00,3.00,0.00,321.00,1350.00,
581059.00,3500.00,1.29,43.38,25.42,60.78,-199.92,1.28,46.95,24.74,62.44,-199.92,0.00,0.00,3.00,0.00,363.00,1518.00,
581176.00,3750.00,1.29,43.38,25.41,60.75,-199.92,1.22,46.70,24.96,62.76,-199.92,0.00,0.00,3.00,0.00,134.00,1083.00,
792299.00,1250.00,1.51,44.21,27.28,60.98,-67.55,nan,nan,nan,nan,nan,0.00,0.00,4.00,0.00,544.00,0.00,
792414.00,1500.00,1.12,44.23,27.45,60.91,-150.71,nan,nan,nan,nan,nan,0.00,0.00,4.00,0.00,1098.00,0.00,
792531.00,1750.00,1.24,44.24,27.40,60.90,-135.99,1.51,44.30,27.10,60.72,-199.92,0.00,0.00,4.00,0.00,2845.00,120.00,
792649.00,2000.00,1.21,44.29,27.45,60.89,-199.92,1.33,44.39,27.04,60.84,-199.93,0.00,0.00,4.00,0.00,560.00,1947.00,
792766.00,2250.00,1.32,44.27,27.44,60.80,-199.92,1.28,44.69,26.88,60.97,-199.93,250.00,0.00,4.00,0.00,551.00,2163.00,
792884.00,2500.00,1.34,44.29,27.40,60.79,-199.92,1.28,45.13,26.65,61.21,-199.93,0.00,0.00,4.00,0.00,451.00,1734.00,
793001.00,2750.00,1.34,44.32,27.40,60.77,-199.92,1.29,45.29,26.37,61.45,-199.93,0.00,0.00,4.00,0.00,409.00,1666.00,
793119.00,3000.00,1.33,44.25,27.36,60.75,-199.92,1.30,45.44,26.10,61.78,-199.92,0.00,0.00,4.00,0.00,264.00,1488.00,
793236.00,3250.00,1.33,44.24,27.31,60.81,-199.92,1.29,45.90,25.81,62.04,-199.92,0.00,0.00,4.00,0.00,321.00,1454.00,
793389.00,3500.00,1.30,44.26,27.30,60.75,-199.92,1.29,46.55,25.68,62.40,-199.92,0.00,0.00,4.00,0.00,361.00,1417.00,
793505.00,3750.00,1.31,44.27,27.25,60.76,-199.92,1.23,47.68,25.57,62.71,-199.92,0.00,0.00,4.00,0.00,135.00,1145.00,
793621.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
793737.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
793853.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
793969.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
794086.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,4.00,1.00,0.00,0.00,
794202.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
794320.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
794437.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
794643.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
794758.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
794874.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,
838275.00,1250.00,1.51,48.58,25.99,67.38,-152.10,nan,nan,nan,nan,nan,0.00,0.00,5.00,1.00,433.00,0.00,
838391.00,1500.00,0.92,48.33,26.08,67.46,-199.92,nan,nan,nan,nan,nan,0.00,0.00,5.00,1.00,1451.00,0.00,
838507.00,1750.00,1.06,48.40,26.07,67.45,-185.92,1.51,49.24,26.24,67.73,-199.92,0.00,0.00,5.00,1.00,2383.00,178.00,
838625.00,2000.00,1.02,48.40,26.17,67.56,-199.92,1.26,49.39,26.36,67.79,-199.93,0.00,0.00,5.00,1.00,673.00,1837.00,
838743.00,2250.00,1.13,48.60,26.22,67.56,-199.92,1.19,50.15,26.54,68.03,-199.93,250.00,0.00,5.00,1.00,500.00,2264.00,
838878.00,2500.00,1.19,48.75,26.26,67.55,-199.92,1.18,51.07,26.70,68.30,-199.93,0.00,0.00,5.00,1.00,449.00,1686.00,
838996.00,2750.00,1.21,48.80,26.24,67.57,-199.92,1.19,51.40,26.68,68.63,-199.92,0.00,0.00,5.00,1.00,288.00,1581.00,
839113.00,3000.00,1.27,48.95,26.28,67.56,-199.92,1.23,51.20,26.72,68.94,-199.92,0.00,0.00,5.00,1.00,346.00,1453.00,
839231.00,3250.00,1.29,49.05,26.29,67.62,-199.92,1.22,51.87,26.82,69.31,-199.92,0.00,0.00,5.00,1.00,389.00,1419.00,
839349.00,3500.00,1.28,49.16,26.27,67.65,-199.92,1.21,51.92,27.12,69.67,-199.92,0.00,0.00,5.00,1.00,295.00,1387.00,
839466.00,3750.00,1.27,49.23,26.23,67.68,-199.92,1.12,52.33,27.59,70.01,-199.92,0.00,0.00,5.00,1.00,144.00,1175.00,
1056492.00,1250.00,1.51,46.34,29.56,65.99,-84.13,nan,nan,nan,nan,nan,0.00,0.00,6.00,1.00,436.00,0.00,
1056608.00,1500.00,1.00,46.37,29.58,65.87,-184.36,1.51,46.43,29.56,65.74,-199.92,0.00,0.00,6.00,1.00,1384.00,136.00,
1056724.00,1750.00,1.17,46.35,29.59,65.90,-142.58,1.51,46.43,29.52,65.74,-199.92,0.00,0.00,6.00,1.00,2564.00,56.00,
1056925.00,2000.00,1.15,46.39,29.64,65.85,-199.92,1.31,46.49,29.48,65.82,-199.93,0.00,0.00,6.00,1.00,559.00,2093.00,
1057041.00,2250.00,1.23,46.38,29.65,65.80,-199.92,1.24,46.90,29.53,65.98,-199.93,250.00,0.00,6.00,1.00,503.00,2261.00,
1057157.00,2500.00,1.27,46.39,29.66,65.76,-199.92,1.25,47.42,29.55,66.19,-199.93,0.00,0.00,6.00,1.00,455.00,1777.00,
1057273.00,2750.00,1.29,46.37,29.69,65.78,-199.92,1.26,47.90,29.52,66.44,-199.92,0.00,0.00,6.00,1.00,414.00,1540.00,
1057389.00,3000.00,1.33,46.39,29.59,65.80,-199.92,1.28,48.29,29.49,66.74,-199.92,0.00,0.00,6.00,1.00,341.00,1607.00,
1057506.00,3250.00,1.33,46.36,29.59,65.82,-199.92,1.27,48.36,29.43,67.05,-199.92,0.00,0.00,6.00,1.00,387.00,1346.00,
1057624.00,3500.00,1.30,46.42,29.50,65.78,-199.92,1.26,50.04,29.33,67.35,-199.92,0.00,0.00,6.00,1.00,261.00,1453.00,
1057741.00,3750.00,1.31,46.50,29.54,65.79,-199.92,1.18,52.28,29.27,67.73,-199.92,0.00,0.00,6.00,1.00,128.00,1145.00,
1255360.00,1250.00,1.51,47.13,28.91,66.00,-76.53,nan,nan,nan,nan,nan,0.00,0.00,7.00,1.00,436.00,0.00,
1255475.00,1500.00,1.06,47.17,28.97,65.97,-163.48,nan,nan,nan,nan,nan,0.00,0.00,7.00,1.00,1801.00,0.00,
1255592.00,1750.00,1.22,47.19,28.97,65.96,-136.74,1.50,47.30,28.82,65.84,-199.92,0.00,0.00,7.00,1.00,2104.00,236.00,
1255710.00,2000.00,1.19,47.20,29.02,65.87,-199.92,1.31,47.48,28.72,65.85,-199.93,0.00,0.00,7.00,1.00,724.00,2114.00,
1255827.00,2250.00,1.28,47.21,29.02,65.88,-199.92,1.28,48.09,28.57,66.02,-199.93,250.00,0.00,7.00,1.00,493.00,2203.00,
1255945.00,2500.00,1.30,47.22,29.01,65.85,-199.92,1.27,48.69,28.36,66.26,-199.93,0.00,0.00,7.00,1.00,360.00,1643.00,
1256061.00,2750.00,1.33,47.23,28.96,65.87,-199.92,1.28,49.71,28.13,66.49,-199.93,0.00,0.00,7.00,1.00,373.00,1707.00,
1256177.00,3000.00,1.34,47.27,28.93,65.85,-199.92,1.29,50.07,27.92,66.81,-199.92,0.00,0.00,7.00,1.00,382.00,1452.00,
1256294.00,3250.00,1.35,47.30,28.90,65.79,-199.92,1.28,49.83,27.70,67.09,-199.92,0.00,0.00,7.00,1.00,318.00,1421.00,
1256429.00,3500.00,1.31,47.23,28.83,65.83,-199.92,1.28,50.58,27.51,67.44,-199.92,0.00,0.00,7.00,1.00,330.00,1489.00,
1256547.00,3750.00,1.31,47.29,28.80,65.87,-199.92,1.23,51.99,27.44,67.75,-199.92,0.00,0.00,7.00,1.00,117.00,1115.00,
1452237.00,1250.00,1.51,47.75,29.14,65.99,-73.43,nan,nan,nan,nan,nan,0.00,0.00,8.00,1.00,544.00,0.00,
1452353.00,1500.00,1.11,47.73,29.31,65.85,-181.87,nan,nan,nan,nan,nan,0.00,0.00,8.00,1.00,68.00,0.00,
1452469.00,1750.00,1.21,47.78,29.23,65.91,-144.27,1.51,47.80,28.74,65.77,-199.92,0.00,0.00,8.00,1.00,3710.00,120.00,
1452585.00,2000.00,1.23,47.74,29.23,65.85,-199.92,1.32,47.98,28.59,59.28,-199.93,0.00,0.00,8.00,1.00,675.00,2079.00,
1452702.00,2250.00,1.33,47.81,29.24,65.78,-199.92,1.29,48.59,28.31,65.92,-199.93,250.00,0.00,8.00,1.00,501.00,2264.00,
1452818.00,2500.00,1.33,47.78,29.26,65.74,-199.92,1.29,49.09,27.92,66.16,-199.93,0.00,0.00,8.00,1.00,409.00,1687.00,
1452975.00,2750.00,1.32,47.84,29.16,65.76,-199.92,1.29,49.25,27.57,66.39,-199.92,0.00,0.00,8.00,1.00,414.00,1623.00,
1453091.00,3000.00,1.34,47.80,29.10,65.76,-199.92,1.31,49.83,27.34,66.68,-199.92,0.00,0.00,8.00,1.00,378.00,1490.00,
1453208.00,3250.00,1.33,47.81,29.03,65.79,-199.92,1.30,49.95,27.23,66.95,-199.92,0.00,0.00,8.00,1.00,316.00,1422.00,
1453324.00,3500.00,1.31,47.78,29.04,65.80,-199.92,1.32,51.49,27.32,57.89,-199.92,0.00,0.00,8.00,1.00,327.00,1513.00,
1453440.00,3750.00,1.31,47.77,28.94,65.73,-199.92,1.23,52.60,27.62,67.55,-199.92,0.00,0.00,8.00,1.00,92.00,1112.00,
1453557.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1453673.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1453791.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1453908.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1454026.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,8.00,2.00,0.00,0.00,
1454220.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1454335.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1454451.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1454567.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1454683.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
1454797.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
734.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
850.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
965.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1145.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1272.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,
1399.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1528.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1657.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1777.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1894.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2010.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
204343.00,1250.00,1.51,47.79,29.20,63.06,-57.45,nan,nan,nan,nan,nan,0.00,0.00,1.00,0.00,546.00,0.00,
204459.00,1500.00,1.19,47.84,29.27,62.92,-133.88,nan,nan,nan,nan,nan,0.00,0.00,1.00,0.00,1932.00,0.00,
204575.00,1750.00,1.31,47.86,29.28,62.92,-122.58,1.51,47.80,28.76,62.74,-199.92,0.00,0.00,1.00,0.00,1977.00,58.00,
204692.00,2000.00,1.31,47.83,29.23,62.81,-199.92,1.35,47.95,28.59,62.85,-199.93,0.00,0.00,1.00,0.00,616.00,2184.00,
204810.00,2250.00,1.38,47.86,29.22,62.79,-199.92,1.31,48.38,28.28,63.00,-199.93,250.00,0.00,1.00,0.00,550.00,2209.00,
204927.00,2500.00,1.38,47.84,29.20,62.83,-199.92,1.34,48.79,27.99,63.27,-199.93,0.00,0.00,1.00,0.00,449.00,1821.00,
205044.00,2750.00,1.34,47.82,29.12,62.83,-199.92,1.34,48.91,27.66,63.51,-199.92,0.00,0.00,1.00,0.00,369.00,1578.00,
205160.00,3000.00,1.35,47.83,29.09,62.80,-199.92,1.34,49.21,27.41,63.81,-199.92,0.00,0.00,1.00,0.00,304.00,1453.00,
205276.00,3250.00,1.33,47.87,28.99,62.76,-199.92,1.33,49.47,27.25,64.09,-199.92,0.00,0.00,1.00,0.00,355.00,1490.00,
205445.00,3500.00,1.29,47.87,28.93,62.79,-199.92,1.38,49.90,27.25,64.44,-199.92,0.00,0.00,1.00,0.00,327.00,1549.00,
205561.00,3750.00,1.29,47.88,28.85,62.86,-199.92,1.36,50.30,27.55,64.73,-199.92,0.00,0.00,1.00,0.00,93.00,1116.00,
205676.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
205793.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
205909.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206025.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206142.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,1.00,1.00,0.00,0.00,
206259.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206377.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206513.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206630.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206748.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
206865.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
251361.00,1250.00,1.51,51.98,28.59,69.13,-139.93,1.51,51.40,29.44,69.45,-199.92,0.00,0.00,2.00,1.00,535.00,73.00,
251477.00,1500.00,0.94,51.73,28.94,69.26,-198.89,1.51,51.42,29.44,69.45,-199.92,0.00,0.00,2.00,1.00,1661.00,58.00,
