time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
757303.00,2500.00,1.28,56.62,29.34,80.75,-199.92,1.27,60.15,28.57,80.90,-199.93,0.00,0.00,5.00,4.00,406.00,1776.00,
757479.00,2750.00,1.30,56.67,29.40,80.72,-199.92,1.28,60.65,28.13,81.10,-199.92,0.00,0.00,5.00,4.00,333.00,1581.00,
757594.00,3000.00,1.30,56.71,29.33,80.68,-199.92,1.29,60.63,27.77,81.39,-199.92,7000.00,0.00,5.00,4.00,384.00,1604.00,
757710.00,3250.00,1.30,56.65,29.21,80.64,-199.92,1.28,60.59,27.54,81.69,-199.92,0.00,0.00,5.00,4.00,352.00,1380.00,
757826.00,3500.00,1.28,56.71,29.15,80.62,-199.92,1.29,60.80,27.51,81.97,-199.92,0.00,0.00,5.00,4.00,296.00,1487.00,
757943.00,3750.00,1.30,56.72,29.13,80.66,-199.92,1.19,60.96,27.74,82.30,-199.92,-199.92,0.00,5.00,4.00,150.00,1174.00,
898980.00,1250.00,1.51,57.09,31.34,81.00,-111.99,nan,nan,nan,nan,nan,4846.34,0.00,6.00,4.00,439.00,0.00,
899096.00,1500.00,1.14,57.04,31.52,80.85,-198.59,1.51,57.61,31.29,80.62,-199.92,4897.57,65535.00,6.00,4.00,962.00,131.00,
899212.00,1750.00,1.18,57.02,31.49,80.90,-169.84,1.50,57.87,31.29,80.80,-199.92,0.00,0.00,6.00,4.00,2978.00,57.00,
899393.00,2000.00,1.26,57.02,31.59,80.77,-199.92,1.30,58.43,31.19,80.73,-199.93,0.00,2.17,6.00,4.00,613.00,2248.00,
899508.00,2250.00,1.29,57.12,31.59,80.66,-199.92,1.28,59.25,30.99,80.85,-199.93,0.00,0.00,6.00,4.00,499.00,2105.00,
899631.00,2500.00,1.30,57.15,31.61,80.75,-199.92,1.28,59.61,30.76,81.05,-199.93,0.00,0.00,6.00,4.00,496.00,1828.00,
899749.00,2750.00,1.30,57.18,31.55,80.72,-199.92,1.28,60.03,30.35,81.28,-199.93,0.00,0.00,6.00,4.00,327.00,1665.00,
899867.00,3000.00,1.30,57.23,31.49,80.71,-199.92,1.29,60.21,30.01,81.53,-199.92,0.00,0.00,6.00,4.00,306.00,1528.00,
899984.00,3250.00,1.31,57.19,31.43,80.77,-199.92,1.29,60.47,29.75,81.82,-199.92,0.00,0.00,6.00,4.00,356.00,1520.00,
900102.00,3500.00,1.29,57.27,31.38,80.67,-199.92,1.30,60.55,29.65,82.08,-199.92,0.00,0.00,6.00,4.00,296.00,1358.00,
900219.00,3750.00,1.29,57.33,31.35,80.66,-199.92,1.21,61.83,29.88,82.34,-199.92,-199.92,0.00,6.00,4.00,156.00,1364.00,
1040527.00,1250.00,1.51,57.48,33.11,81.02,-112.21,nan,nan,nan,nan,nan,4829.83,0.00,7.00,4.00,453.00,0.00,
1040863.00,1500.00,1.18,57.45,33.22,80.85,-199.92,1.51,58.00,32.86,80.64,-199.92,5645.63,65535.00,7.00,4.00,549.00,126.00,
1041085.00,1750.00,1.22,57.44,33.22,80.90,-172.98,1.51,57.89,32.86,80.64,-199.92,4271.46,0.00,7.00,4.00,3328.00,77.00,
1041414.00,2000.00,1.28,57.50,33.30,80.76,-199.92,1.29,58.78,32.76,80.71,-199.93,5645.63,2.17,7.00,4.00,619.00,2168.00,
1041693.00,2250.00,1.31,57.55,33.28,80.74,-199.92,1.29,59.44,32.41,80.75,-199.93,5040.62,0.00,7.00,4.00,507.00,2114.00,
1041814.00,2500.00,1.30,57.51,33.25,80.65,-199.92,1.29,59.75,32.00,81.01,-199.93,0.00,0.00,7.00,4.00,500.00,1869.00,
1041934.00,2750.00,1.30,57.50,33.20,80.75,-199.92,1.29,60.43,31.50,81.20,-199.93,5300.00,0.15,7.00,4.00,370.00,1660.00,
1042056.00,3000.00,1.30,57.52,33.18,80.75,-199.92,1.29,60.57,31.17,81.48,-199.92,7000.00,0.00,7.00,4.00,304.00,1452.00,
1042177.00,3250.00,1.31,57.55,33.11,80.69,-199.92,1.29,60.92,30.94,81.73,-199.92,0.00,0.00,7.00,4.00,389.00,1491.00,
1042298.00,3500.00,1.30,57.62,33.14,80.68,-199.92,1.32,62.48,30.98,82.03,-199.92,0.00,0.00,7.00,4.00,294.00,1485.00,
1042471.00,3750.00,1.31,57.65,32.99,80.68,-199.92,1.24,62.81,31.22,82.40,-199.92,-199.92,0.00,7.00,4.00,137.00,1177.00,
1042592.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1042714.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1042835.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1042954.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1043075.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1043196.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1043319.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,7.00,5.00,0.00,0.00,
1043441.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1043563.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1043718.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1043839.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,
1083439.00,1250.00,1.51,61.44,30.62,86.06,-199.92,nan,nan,nan,nan,nan,5029.24,0.00,8.00,5.00,556.00,0.00,
1083560.00,1500.00,0.86,61.11,30.69,86.14,-199.92,1.51,61.76,29.85,86.40,-199.92,0.00,0.00,8.00,5.00,894.00,67.00,
1083681.00,1750.00,0.94,61.18,30.65,86.12,-199.93,1.51,61.81,29.85,86.40,-199.92,0.00,0.00,8.00,5.00,2915.00,113.00,
1083801.00,2000.00,1.02,61.01,30.55,86.19,-199.92,1.17,62.14,29.75,86.48,-199.93,6000.00,0.00,8.00,5.00,671.00,1713.00,
1083922.00,2250.00,1.14,60.96,30.50,86.15,-199.92,1.17,62.59,29.73,86.68,-199.93,0.00,0.00,8.00,5.00,499.00,2267.00,
1084043.00,2500.00,1.19,61.00,30.51,86.14,-199.92,1.16,64.26,29.58,87.02,-199.93,0.00,0.00,8.00,5.00,362.00,1731.00,
1084165.00,2750.00,1.21,60.99,30.46,86.31,-199.92,1.18,64.83,29.33,87.30,-199.92,5.00,0.00,8.00,5.00,377.00,1622.00,
1084353.00,3000.00,1.25,61.06,30.28,86.27,-199.92,1.20,65.50,29.15,87.58,-199.92,0.00,0.00,8.00,5.00,492.00,1496.00,
1084469.00,3250.00,1.33,61.16,30.24,86.29,-199.92,1.26,66.04,28.97,88.04,-199.93,0.00,0.00,8.00,5.00,489.00,1759.00,
1084584.00,3500.00,1.34,61.16,30.15,86.34,-199.92,1.27,66.63,28.86,88.26,-199.93,0.00,0.00,8.00,5.00,465.00,1851.00,
1084702.00,3750.00,1.44,61.22,30.09,86.36,-199.92,1.44,67.11,28.92,88.51,-199.92,0.00,0.00,8.00,5.00,256.00,662.00,
1222630.00,1250.00,1.51,59.25,30.65,85.95,-135.31,nan,nan,nan,nan,nan,4902.63,0.00,9.00,5.00,543.00,0.00,
1222747.00,1500.00,1.00,59.26,30.80,85.78,-197.26,1.51,59.81,30.34,85.54,-199.92,0.00,0.00,9.00,5.00,1171.00,137.00,
1222865.00,1750.00,1.05,59.26,30.76,85.81,-182.75,1.48,59.89,30.24,85.52,-199.92,4140.40,0.00,9.00,5.00,2835.00,192.00,
1222983.00,2000.00,1.16,59.27,30.83,85.66,-199.92,1.19,60.85,30.07,85.57,-199.93,0.00,0.00,9.00,5.00,555.00,2296.00,
1223101.00,2250.00,1.24,59.23,30.82,85.57,-199.92,1.23,61.68,29.72,85.70,-199.93,0.00,0.00,9.00,5.00,551.00,2163.00,
1223263.00,2500.00,1.26,59.30,30.79,85.58,-199.92,1.24,62.08,29.27,85.93,-199.93,5103.00,0.00,9.00,5.00,405.00,1918.00,
1223379.00,2750.00,1.27,59.32,30.75,85.59,-199.92,1.25,63.10,28.66,86.18,-199.93,0.00,0.00,9.00,5.00,373.00,1660.00,
1223495.00,3000.00,1.28,59.39,30.67,85.57,-199.92,1.26,63.34,28.10,86.42,-199.92,487641.59,0.00,9.00,5.00,343.00,1492.00,
1223613.00,3250.00,1.28,59.42,30.62,85.57,-199.92,1.30,64.34,27.63,86.88,-199.93,0.00,0.00,9.00,5.00,284.00,1926.00,
1223731.00,3500.00,1.23,59.45,30.53,85.62,-199.92,1.28,64.76,27.48,87.12,-199.93,0.00,0.00,9.00,5.00,361.00,1826.00,
1223849.00,3750.00,1.22,59.48,30.41,85.59,-199.92,1.46,65.44,27.44,87.39,-199.92,0.00,0.00,9.00,5.00,90.00,660.00,
1348594.00,1250.00,1.51,59.77,30.68,86.01,-129.48,nan,nan,nan,nan,nan,4967.52,0.00,10.00,5.00,477.00,0.00,
1348709.00,1500.00,1.09,59.79,30.91,85.80,-199.92,1.51,60.38,30.61,85.60,-199.92,0.00,0.00,10.00,5.00,550.00,132.00,
1348859.00,1750.00,1.13,59.78,30.84,85.86,-181.62,nan,nan,nan,nan,nan,4956.15,0.00,10.00,5.00,3248.00,0.00,
1348975.00,2000.00,1.22,59.90,30.99,85.73,-199.92,1.28,61.18,30.65,85.60,-199.93,7000.00,0.00,10.00,5.00,564.00,2071.00,
1349090.00,2250.00,1.27,59.90,31.02,85.72,-199.92,1.26,62.26,30.60,85.74,-199.93,0.00,0.00,10.00,5.00,558.00,2143.00,
1349205.00,2500.00,1.28,59.90,31.04,85.70,-199.92,1.27,63.65,30.38,85.86,-199.93,0.00,0.00,10.00,5.00,500.00,1822.00,
1349322.00,2750.00,1.29,59.90,31.05,85.73,-199.92,1.27,64.22,29.95,86.04,-199.92,0.00,0.00,10.00,5.00,370.00,1620.00,
1349438.00,3000.00,1.30,59.94,30.91,85.68,-199.92,1.27,64.44,29.63,86.26,-199.92,0.00,0.00,10.00,5.00,451.00,1455.00,
1349555.00,3250.00,1.33,59.98,30.84,85.67,-199.92,1.28,64.77,29.36,86.60,-199.93,0.00,0.00,10.00,5.00,382.00,1934.00,
1349672.00,3500.00,1.31,60.00,30.84,85.65,-199.92,1.26,64.74,29.27,86.80,-199.92,0.00,0.00,10.00,5.00,433.00,1594.00,
1349789.00,3750.00,1.43,60.05,30.79,85.67,-199.92,1.45,65.26,29.35,86.98,-199.92,0.00,0.00,10.00,5.00,193.00,503.00,
1470196.00,1250.00,1.51,60.25,32.96,85.95,-126.45,nan,nan,nan,nan,nan,7000.00,0.00,11.00,5.00,557.00,0.00,
1470312.00,1500.00,1.15,60.20,33.12,85.77,-198.01,1.51,61.42,32.88,85.67,-199.92,0.00,0.00,11.00,5.00,1584.00,135.00,
1470427.00,1750.00,1.20,60.21,33.08,85.81,-172.47,1.51,61.52,32.86,85.63,-199.92,0.00,0.00,11.00,5.00,2310.00,54.00,
1470543.00,2000.00,1.27,60.21,33.16,85.69,-199.92,1.29,62.01,32.87,85.61,-199.93,0.00,0.00,11.00,5.00,727.00,1851.00,
1470659.00,2250.00,1.29,60.27,33.13,85.66,-199.92,1.28,62.55,32.79,85.73,-199.93,0.00,0.00,11.00,5.00,497.00,2203.00,
1470775.00,2500.00,1.30,60.35,33.22,85.64,-199.92,1.28,64.24,32.55,85.90,-199.93,0.00,0.00,11.00,5.00,449.00,1734.00,
1470891.00,2750.00,1.28,60.37,33.23,85.62,-199.92,1.28,65.01,32.06,86.10,-199.93,ovf,0.00,11.00,5.00,370.00,1707.00,
1471008.00,3000.00,1.31,60.39,33.13,85.62,-199.92,1.28,65.03,31.70,86.34,-199.92,ovf,0.00,11.00,5.00,378.00,1532.00,
1471126.00,3250.00,1.33,60.45,33.09,85.59,-199.92,1.29,65.44,31.33,86.70,-199.93,0.00,0.00,11.00,5.00,561.00,1760.00,
1471243.00,3500.00,1.33,60.53,33.06,85.63,-199.92,1.26,65.75,31.22,86.93,-199.93,0.00,0.00,11.00,5.00,464.00,1723.00,
1471420.00,3750.00,1.42,60.57,33.03,85.64,-199.92,1.45,65.66,31.26,87.13,-199.92,0.00,0.00,11.00,5.00,222.00,599.00,
1598266.00,1250.00,1.51,60.95,33.03,85.95,-122.23,nan,nan,nan,nan,nan,4967.52,0.00,12.00,5.00,440.00,0.00,
1598383.00,1500.00,1.27,60.94,33.08,85.85,-187.32,nan,nan,nan,nan,nan,7000.00,0.00,12.00,5.00,619.00,0.00,
1598500.00,1750.00,1.23,60.96,33.11,85.82,-192.03,1.51,62.31,32.31,85.65,-199.92,0.00,0.00,12.00,5.00,2994.00,57.00,
1598618.00,2000.00,1.30,61.02,33.06,85.69,-195.03,1.32,62.65,32.23,85.61,-199.93,0.00,0.00,12.00,5.00,715.00,1832.00,
1598736.00,2250.00,1.32,61.08,33.03,85.71,-193.55,1.30,62.99,32.04,85.66,-199.93,5513.16,0.00,12.00,5.00,615.00,2252.00,
1598851.00,2500.00,1.31,61.10,33.01,85.65,-193.56,1.30,63.50,31.81,85.93,-199.93,6839.79,0.00,12.00,5.00,489.00,1865.00,
1598967.00,2750.00,1.30,61.12,33.01,85.60,-192.86,1.29,65.11,31.53,86.18,-199.92,ovf,0.00,12.00,5.00,403.00,1620.00,
1599082.00,3000.00,1.34,61.25,32.87,85.61,-189.94,1.29,65.38,31.38,86.37,-199.92,0.00,0.00,12.00,5.00,390.00,1488.00,
1599255.00,3250.00,1.32,61.30,32.79,85.61,-195.80,1.30,65.99,31.25,86.67,-199.93,4905.14,0.00,12.00,5.00,634.00,1866.00,
1599370.00,3500.00,1.33,61.37,32.72,85.62,-190.06,1.26,66.51,31.22,86.85,-199.92,0.00,0.00,12.00,5.00,546.00,1598.00,
1599484.00,3750.00,1.35,61.36,32.73,85.65,-184.09,1.47,67.43,31.24,87.03,-199.92,0.00,0.00,12.00,5.00,316.00,535.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
736.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
877.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1018.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1160.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1290.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1439.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1570.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1702.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1833.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1964.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
2095.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
27852.00,1250.00,1.51,62.24,30.88,88.79,-152.33,nan,nan,nan,nan,nan,nan,0.00,1.00,6.00,546.00,0.00,
27982.00,1500.00,0.97,62.09,31.07,88.62,-197.53,1.51,62.65,31.10,88.38,-199.92,0.00,0.00,1.00,6.00,753.00,131.00,
28113.00,1750.00,1.02,62.12,31.07,88.66,-190.41,1.48,62.71,31.10,88.41,-199.92,0.00,0.00,1.00,6.00,3120.00,60.00,
28244.00,2000.00,1.11,62.09,31.14,88.54,-199.92,1.17,63.41,31.03,88.46,-199.93,0.00,0.00,1.00,6.00,614.00,2473.00,
28417.00,2250.00,1.19,62.08,31.18,88.49,-199.92,1.19,64.06,31.08,88.55,-199.93,0.00,0.00,1.00,6.00,597.00,2147.00,
28547.00,2500.00,1.22,62.09,31.16,88.46,-199.92,1.20,64.73,31.00,88.74,-199.93,0.00,0.00,1.00,6.00,356.00,1779.00,
28676.00,2750.00,1.24,62.13,31.18,88.43,-199.92,1.21,65.32,30.88,88.98,-199.93,0.00,0.00,1.00,6.00,371.00,1661.00,
28805.00,3000.00,1.26,62.12,31.15,88.36,-199.92,1.22,65.53,30.79,89.26,-199.92,0.00,0.00,1.00,6.00,343.00,1526.00,
28937.00,3250.00,1.25,62.25,31.13,88.42,-199.92,1.27,66.71,30.84,89.69,-199.93,0.00,0.00,1.00,6.00,316.00,1896.00,
29068.00,3500.00,1.23,62.18,31.11,88.41,-199.92,1.29,67.47,30.95,89.91,-199.93,0.00,0.00,1.00,6.00,314.00,1888.00,
29199.00,3750.00,1.22,62.21,31.10,88.42,-199.92,1.48,67.89,31.21,90.12,-199.92,0.00,0.00,1.00,6.00,95.00,724.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
797.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
927.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1056.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1221.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1351.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1480.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1610.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1741.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1873.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
2004.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
2135.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
76146.00,1250.00,1.51,62.82,33.19,89.31,-133.72,nan,nan,nan,nan,nan,5013.06,0.00,1.00,6.00,571.00,0.00,
76343.00,1500.00,1.03,62.74,33.30,89.04,-199.92,1.51,63.67,32.55,88.69,-199.92,0.00,0.00,1.00,6.00,823.00,129.00,
76472.00,1750.00,1.08,62.79,33.27,89.08,-182.15,1.51,63.67,32.67,88.69,-199.92,0.00,0.00,1.00,6.00,3043.00,78.00,
76602.00,2000.00,1.16,62.82,33.21,88.86,-199.92,1.25,63.67,32.45,88.74,-199.93,0.00,0.00,1.00,6.00,558.00,1826.00,
76733.00,2250.00,1.22,62.95,33.19,88.76,-199.92,1.23,63.82,32.09,88.84,-199.93,0.00,0.00,1.00,6.00,551.00,2154.00,
76864.00,2500.00,1.25,63.07,33.18,88.80,-199.92,1.24,64.55,31.50,89.06,-199.93,0.00,0.00,1.00,6.00,406.00,1826.00,
76996.00,2750.00,1.26,63.13,33.15,88.87,-199.92,1.25,65.52,30.80,89.28,-199.93,0.00,0.00,1.00,6.00,373.00,1663.00,
77127.00,3000.00,1.30,63.26,33.06,88.81,-199.92,1.25,65.63,30.19,89.49,-199.92,7000.00,0.00,1.00,6.00,413.00,1561.00,
77258.00,3250.00,1.30,63.32,32.97,88.78,-199.92,1.27,66.08,29.76,89.79,-199.93,0.00,0.00,1.00,6.00,527.00,1769.00,
77389.00,3500.00,1.32,63.39,32.90,88.76,-199.92,1.25,67.09,29.62,90.00,-199.93,0.00,0.00,1.00,6.00,391.00,1888.00,
77565.00,3750.00,1.39,63.41,32.87,88.73,-199.92,1.44,67.05,29.74,90.21,-199.92,0.00,0.00,1.00,6.00,213.00,655.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
781.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
910.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1041.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1170.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1301.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1431.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1562.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1694.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1874.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
2003.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
2132.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
796.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
925.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1056.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1187.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1318.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1475.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1604.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1733.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
1863.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ovf,0.00,6.00,0.00,0.00,
1994.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
2126.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
