OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
737.00,1970-00-00 00:00:00.737,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,12.67,0.00,0.00,0.00,0.00,-0.29,-0.04,17.00,10.00,0.00,0.00,0.00
2711.00,1970-01-01 00:00:02.711,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.67,66.95,54.50,10.70,27.06,-0.23,-0.04,17.00,10.00,0.00,0.00,0.00
2811.00,1970-01-01 00:00:02.811,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.54,66.95,54.50,10.70,27.06,-0.29,-0.05,17.00,10.00,0.00,0.00,0.00
2911.00,1970-01-01 00:00:02.911,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.65,66.95,54.50,10.70,27.06,-0.27,-0.05,17.00,10.00,0.00,0.00,0.00
3011.00,1970-01-01 00:00:03.011,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.57,66.99,54.48,10.76,27.06,-0.27,-0.07,17.00,10.00,0.00,0.00,0.00
3111.00,1970-01-01 00:00:03.111,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.49,66.99,54.48,10.76,26.16,-0.28,-0.10,17.00,10.00,0.00,0.00,0.00
3211.00,1970-01-01 00:00:03.211,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.67,66.99,54.52,10.76,26.16,-0.25,-0.11,17.00,10.00,0.00,0.00,0.00
3311.00,1970-01-01 00:00:03.311,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.60,66.96,54.52,10.67,26.16,-0.31,-0.12,17.00,10.00,0.00,0.00,0.00
3411.00,1970-01-01 00:00:03.411,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.45,66.96,54.52,10.67,26.16,-0.28,-0.11,17.00,10.00,0.00,0.00,0.00
3511.00,1970-01-01 00:00:03.511,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.67,66.97,54.57,10.71,26.23,-0.28,-0.09,17.00,10.00,0.00,0.00,0.00
